"","Dine","Share","Type","Date"
"3","黑米粥",1,"晚餐","2015-06-25"
"4","清汤牛肉面",1,"午餐","2015-06-11"
"5","香辣鸡块饭",2,"午餐","2015-06-09"
"6","素打卤面",1,"午餐","2015-06-08"
