"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"咖喱鸡块饭",2,"晚餐","2015-08-11"
"4",14,"咖喱鸡块饭",2,"午餐","2015-07-01"
"5",15,"咖喱鸡块饭",2,"晚餐","2015-06-24"
"6",16,"咖喱鸡块饭",2,"晚餐","2015-06-23"
"7",17,"咖喱鸡块饭",2,"晚餐","2015-06-18"
"8",18,"咖喱鸡块饭",2,"晚餐","2015-06-17"
"9",19,"咖喱鸡块饭",2,"晚餐","2015-06-16"
"10",20,"黑椒猪排饭",2,"晚餐","2015-06-16"
"11",21,"红烧肉(套)",2,"晚餐","2015-06-15"
"12",22,"大米",3,"晚餐","2015-06-15"
"13",23,"蛋挞",2,"晚餐","2015-06-12"
"14",24,"番茄牛肉饭",2,"午餐","2015-06-10"
"15",25,"香辣排骨饭",2,"午餐","2015-06-08"
"16",26,"太钢汽水",2,"晚餐","2015-06-05"
"17",27,"红烧茄子(套)",2,"晚餐","2015-06-05"
"18",28,"糖醋里脊(套)",2,"晚餐","2015-06-05"
"19",29,"大米",2,"晚餐","2015-06-05"
"20",30,"大米",2,"晚餐","2015-06-04"
"21",31,"豆角肉丝",2,"晚餐","2015-06-04"
"22",32,"西红柿炒鸡蛋(套)",2,"晚餐","2015-06-04"
"23",33,"黑椒猪排饭",2,"晚餐","2015-06-03"
"24",34,"鸡肉火腿肠",2,"午餐","2015-06-03"
"25",35,"西红柿鸡蛋面",2,"午餐","2015-06-03"
"26",36,"卤鸡蛋",2,"午餐","2015-06-03"
"27",37,"雪菜肉丝面",2,"午餐","2015-06-03"
"28",38,"太钢汽水",2,"晚餐","2015-06-02"
"29",39,"香辣肉酱面",2,"晚餐","2015-06-02"
"30",40,"太钢汽水",2,"午餐","2015-06-01"
"31",41,"红烧土豆片(套)",2,"午餐","2015-06-01"
"32",42,"土豆鸡块(套)",2,"午餐","2015-06-01"
"33",43,"大米",2,"午餐","2015-06-01"
"34",44,"西红柿炒鸡蛋(套)",2,"晚餐","2015-05-29"
"35",45,"苜蓿肉(套)",2,"晚餐","2015-05-29"
"36",46,"大米",2,"晚餐","2015-05-29"
"37",47,"香辣肉酱面",2,"晚餐","2015-05-28"
"38",48,"香辣鸡块饭",2,"晚餐","2015-05-27"
"39",49,"黑椒猪排饭",2,"午餐","2015-05-27"
"40",50,"香辣鸡块饭",2,"晚餐","2015-05-26"
"41",51,"粉条烧肉(套)",2,"午餐","2015-05-25"
"42",52,"干锅土豆片(套)",2,"午餐","2015-05-25"
"43",53,"大米",2,"午餐","2015-05-25"
"44",54,"西红柿炒鸡蛋(套)",2,"晚餐","2015-05-22"
"45",55,"黑椒猪排饭",2,"晚餐","2015-05-21"
"46",56,"蛋挞",2,"晚餐","2015-05-20"
"47",57,"炒焖面",2,"晚餐","2015-05-20"
"48",58,"红烧茄子(套)",2,"午餐","2015-05-18"
"49",59,"糖醋里脊(套)",2,"午餐","2015-05-18"
"50",60,"大米",2,"午餐","2015-05-18"
"51",61,"红烧牛肉丸(套)",2,"晚餐","2015-05-14"
"52",62,"香辣鸡块饭",2,"晚餐","2015-05-13"
"53",63,"粉条烧肉(套)",2,"午餐","2015-05-13"
"54",64,"家常豆腐(套)",2,"午餐","2015-05-13"
"55",65,"大米",2,"午餐","2015-05-13"
"56",66,"豆角肉丝",2,"午餐","2015-05-13"
"57",67,"粉条烧肉(套)",2,"午餐","2015-05-13"
"58",68,"大米",2,"午餐","2015-05-13"
"59",69,"香辣鸡块饭",2,"晚餐","2015-05-12"
"60",70,"香辣排骨饭",2,"晚餐","2015-05-11"
"61",71,"蛋挞",2,"午餐","2015-05-11"
"62",72,"京酱肉丝米饭",2,"午餐","2015-05-11"
"63",73,"香辣排骨饭",2,"晚餐","2015-05-08"
"64",74,"香辣肉酱面",2,"午餐","2015-05-08"
"65",75,"优酸乳(盒)",2,"晚餐","2015-05-06"
"66",76,"豆角土豆条(套)",2,"晚餐","2015-05-06"
"67",77,"大米",2,"晚餐","2015-05-06"
"68",78,"牛肉松蛋糕",2,"晚餐","2015-05-04"
"69",79,"黄焖鸡米饭",2,"晚餐","2015-04-28"
"70",80,"热饮",2,"晚餐","2015-04-27"
"71",81,"豆角土豆条(套)",2,"晚餐","2015-04-27"
"72",82,"大米",2,"晚餐","2015-04-27"
"73",83,"干锅土豆片(套)",2,"午餐","2015-04-27"
"74",84,"家常豆腐(套)",2,"午餐","2015-04-27"
"75",85,"大米",2,"午餐","2015-04-27"
"76",86,"黄焖鸡块面",2,"晚餐","2015-04-24"
"77",87,"蛋挞",2,"晚餐","2015-04-23"
"78",88,"黑椒猪排饭",2,"晚餐","2015-04-23"
"79",89,"蛋挞",2,"午餐","2015-04-22"
"80",90,"肉酱面",2,"午餐","2015-04-22"
"81",91,"黄焖鸡米饭",2,"午餐","2015-04-21"
"82",92,"蛋挞",2,"午餐","2015-04-20"
"83",93,"黑椒猪排饭",2,"午餐","2015-04-20"
"84",94,"黑椒猪排饭",2,"晚餐","2015-04-16"
"85",95,"肉酱面",2,"午餐","2015-04-15"
"86",96,"黑椒猪排饭",2,"晚餐","2015-04-14"
"87",97,"肉酱面",2,"午餐","2015-04-13"
"88",98,"黄焖鸡面",2,"晚餐","2015-04-09"
"89",99,"黄焖鸡面",2,"午餐","2015-04-08"
"90",100,"学生奶",2,"晚餐","2015-04-03"
"91",101,"肉酱面",2,"晚餐","2015-04-02"
"92",102,"黑椒猪排饭",2,"晚餐","2015-04-01"
"93",103,"鸡肉火腿肠",2,"午餐","2015-04-01"
"94",104,"热饮",2,"午餐","2015-04-01"
"95",105,"腐竹烧肉(套)",2,"午餐","2015-04-01"
"96",106,"大米",2,"午餐","2015-04-01"
"97",107,"玉米粒(套)",2,"午餐","2015-04-01"
"98",108,"250冠益乳",2,"晚餐","2015-03-31"
"99",109,"黑椒猪排饭",2,"午餐","2015-03-30"
"100",110,"黑椒猪排饭",2,"晚餐","2015-03-27"
"101",111,"优酸乳(袋)",2,"晚餐","2015-03-26"
"102",112,"谷物酸奶",2,"晚餐","2015-03-25"
"103",113,"叉烧肉炒饭",2,"晚餐","2015-03-25"
"104",114,"肉酱面",2,"午餐","2015-03-25"
"105",115,"鸡肉火腿肠",2,"晚餐","2015-03-24"
"106",116,"红烧牛肉丸(套)",2,"午餐","2015-03-23"
"107",117,"家常豆腐(套)",2,"午餐","2015-03-23"
"108",118,"大米",2,"午餐","2015-03-23"
"109",119,"热饮",2,"晚餐","2015-03-20"
"110",120,"学生奶",2,"晚餐","2015-03-19"
"111",121,"叉烧肉炒饭",2,"晚餐","2015-03-19"
"112",122,"黄焖鸡面",2,"午餐","2015-03-18"
"113",123,"大果粒",2,"晚餐","2015-03-17"
"114",124,"清汤牛肉面",2,"晚餐","2015-03-17"
"115",125,"热饮",2,"晚餐","2015-03-16"
"116",126,"黄焖鸡面",2,"晚餐","2015-03-16"
"117",127,"肉串",2,"午餐","2015-03-16"
"118",128,"砂锅炖菜（套）",2,"午餐","2015-03-16"
"119",129,"鸡肉火腿肠",2,"晚餐","2015-03-13"
"120",130,"肉串",2,"晚餐","2015-03-11"
"121",131,"肉串",2,"午餐","2015-03-11"
"122",132,"优酸乳(袋)",2,"晚餐","2015-03-10"
"123",133,"叉烧肉炒饭",2,"晚餐","2015-03-10"
"124",134,"鸡肉火腿肠",2,"午餐","2015-02-06"
"125",135,"鸡肉火腿肠",2,"晚餐","2015-02-05"
"126",136,"优酸乳(袋)",2,"晚餐","2015-02-04"
"127",137,"肉串",2,"午餐","2015-02-04"
"128",138,"优酸乳(袋)",2,"晚餐","2015-02-03"
"129",139,"肉串",2,"晚餐","2015-02-03"
"130",140,"肉串",2,"午餐","2015-02-03"
"131",141,"叉烧肉炒饭",2,"午餐","2015-02-02"
"132",142,"肉串",2,"晚餐","2015-01-30"
"133",143,"鸡肉火腿肠",2,"午餐","2015-01-30"
"134",144,"巧克力蛋糕",2,"晚餐","2015-01-29"
"135",145,"谷物酸奶",2,"晚餐","2015-01-29"
"136",146,"鸡肉火腿肠",2,"晚餐","2015-01-27"
"137",147,"叉烧肉炒饭",2,"晚餐","2015-01-26"
"138",148,"砂锅炖菜（套）",2,"午餐","2015-01-21"
"139",149,"砂锅炖菜（套）",2,"午餐","2015-01-20"
"140",150,"肉串",2,"晚餐","2015-01-19"
"141",151,"炸大串",2,"晚餐","2015-01-19"
"142",152,"肉串",2,"午餐","2015-01-16"
"143",153,"清汤牛肉面",2,"晚餐","2015-01-15"
"144",154,"肉串",2,"午餐","2015-01-15"
"145",155,"尖椒肉丝(套)",2,"午餐","2015-01-15"
"146",156,"家常豆腐(套)",2,"午餐","2015-01-15"
"147",157,"大米",2,"午餐","2015-01-15"
"148",158,"学生奶",2,"午餐","2015-01-14"
"149",159,"叉烧肉炒饭",2,"午餐","2015-01-14"
"150",160,"红枣酸乳",2,"晚餐","2015-01-13"
"151",161,"炸大串",2,"晚餐","2015-01-13"
"152",162,"肉串",2,"晚餐","2015-01-13"
"153",163,"肉串",2,"午餐","2015-01-13"
"154",164,"肉串",2,"午餐","2015-01-13"
"155",165,"家常豆腐(套)",2,"午餐","2015-01-13"
