"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"大米(小)",2,"午餐","2015-08-13"
"4",14,"番茄牛肉饭",2,"午餐","2015-08-13"
"5",15,"大米(小)",2,"午餐","2015-08-13"
"6",16,"番茄牛肉饭",2,"午餐","2015-08-07"
"7",17,"大米(小)",2,"午餐","2015-08-07"
"8",18,"牛肉火锅面",2,"晚餐","2015-07-01"
"9",19,"番茄牛肉饭",2,"午餐","2015-07-01"
"10",20,"大米(小)",2,"午餐","2015-07-01"
"11",21,"黑椒猪排饭",2,"午餐","2015-06-29"
"12",22,"大米(小)",2,"午餐","2015-06-29"
"13",23,"黑椒猪排饭",2,"午餐","2015-06-27"
"14",24,"番茄牛肉饭",2,"午餐","2015-06-26"
"15",25,"大米(小)",2,"午餐","2015-06-26"
"16",26,"番茄牛肉饭",2,"晚餐","2015-06-23"
"17",27,"大米(小)",2,"晚餐","2015-06-23"
"18",28,"黑椒猪排饭",2,"午餐","2015-06-19"
"19",29,"香辣肉丝(套)",2,"午餐","2015-06-18"
"20",30,"辣子鸡块(套)",2,"午餐","2015-06-18"
"21",31,"大米(小)",2,"午餐","2015-06-18"
"22",32,"豆浆",2,"早餐","2015-06-18"
"23",33,"白糖饼",3,"早餐","2015-06-18"
"24",34,"豆浆",2,"早餐","2015-06-16"
"25",35,"白糖饼",3,"早餐","2015-06-16"
"26",36,"回锅肉(套)",2,"午餐","2015-06-15"
"27",37,"土豆条炒虾(套)",2,"午餐","2015-06-15"
"28",38,"大米",2,"午餐","2015-06-15"
"29",39,"豆角土豆条(套)",2,"午餐","2015-06-12"
"30",40,"土豆条炒虾(套)",2,"午餐","2015-06-12"
"31",41,"豆浆",2,"早餐","2015-06-12"
"32",42,"白糖饼",3,"早餐","2015-06-12"
"33",43,"卤鸡蛋",5,"早餐","2015-06-12"
"34",44,"香菇肉片(套)",2,"午餐","2015-06-11"
"35",45,"辣子鸡块(套)",2,"午餐","2015-06-11"
"36",46,"卤鸡蛋",5,"早餐","2015-06-11"
"37",47,"太钢汽水",2,"午餐","2015-06-10"
"38",48,"回锅肉(套)",2,"午餐","2015-06-10"
"39",49,"辣子鸡块(套)",2,"午餐","2015-06-10"
"40",50,"南瓜小米粥",2,"早餐","2015-06-10"
"41",51,"夹鸡蛋饼",2,"早餐","2015-06-10"
"42",52,"五香饼",2,"早餐","2015-06-10"
"43",53,"卤鸡蛋",5,"早餐","2015-06-10"
"44",54,"黑椒猪排饭",2,"晚餐","2015-06-09"
"45",55,"大米",2,"午餐","2015-06-09"
"46",56,"大米(小)",2,"午餐","2015-06-09"
"47",57,"卤鸡蛋",5,"早餐","2015-06-09"
"48",58,"豆浆",2,"早餐","2015-06-09"
"49",59,"白糖饼",3,"早餐","2015-06-09"
"50",60,"清汤牛肉面",2,"晚餐","2015-06-08"
"51",61,"苜蓿肉(套)",2,"午餐","2015-06-08"
"52",62,"红烧茄子(套)",2,"午餐","2015-06-08"
"53",63,"大米",3,"午餐","2015-06-08"
"54",64,"大盘鸡面",2,"午餐","2015-06-05"
"55",65,"黑椒猪排饭",2,"晚餐","2015-06-04"
"56",66,"大米",3,"午餐","2015-06-04"
"57",67,"清炒莴笋（套）",2,"午餐","2015-06-04"
"58",68,"干锅土豆片(套)",2,"午餐","2015-06-04"
"59",69,"家常豆腐(套)",2,"午餐","2015-06-04"
"60",70,"套餐",2,"早餐","2015-06-04"
"61",71,"卤鸡蛋",3,"早餐","2015-06-04"
"62",72,"西葫芦炒鸡蛋(套)",2,"午餐","2015-06-03"
"63",73,"太钢汽水",2,"午餐","2015-06-03"
"64",74,"黑椒猪排饭",2,"午餐","2015-06-03"
"65",75,"卤鸡蛋",2,"午餐","2015-06-03"
"66",76,"豆浆",2,"早餐","2015-06-03"
"67",77,"白糖饼",3,"早餐","2015-06-03"
"68",78,"卤鸡蛋",5,"早餐","2015-06-03"
"69",79,"黑椒猪排饭",2,"晚餐","2015-06-02"
"70",80,"红烧鲶鱼(套)",2,"午餐","2015-06-02"
"71",81,"糖醋里脊(套)",2,"午餐","2015-06-02"
"72",82,"豆浆",2,"早餐","2015-06-02"
"73",83,"白糖饼",3,"早餐","2015-06-02"
"74",84,"卤鸡蛋",5,"早餐","2015-06-02"
"75",85,"红烧鲶鱼(套)",2,"午餐","2015-06-01"
"76",86,"葱爆肉(套)",2,"午餐","2015-06-01"
"77",87,"大米",2,"午餐","2015-06-01"
"78",88,"豆浆",2,"早餐","2015-06-01"
"79",89,"白糖饼",3,"早餐","2015-06-01"
"80",90,"卤鸡蛋",5,"早餐","2015-06-01"
"81",91,"麻辣豆腐(套)",2,"午餐","2015-05-29"
"82",92,"大烩菜(套)",2,"午餐","2015-05-29"
"83",93,"尖椒肉丝(套)",2,"午餐","2015-05-29"
"84",94,"大米",2,"午餐","2015-05-29"
"85",95,"丸子汤",2,"早餐","2015-05-29"
"86",96,"卤鸡蛋",2,"午餐","2015-05-28"
"87",97,"豆浆",2,"早餐","2015-05-28"
"88",98,"白糖饼",3,"早餐","2015-05-28"
"89",99,"卤鸡蛋",5,"早餐","2015-05-28"
"90",100,"黑椒猪排饭",2,"晚餐","2015-05-27"
"91",101,"豆角土豆条(套)",2,"午餐","2015-05-27"
"92",102,"大米",2,"午餐","2015-05-27"
"93",103,"卤鸡蛋",2,"午餐","2015-05-27"
"94",104,"大盘鸡面",2,"午餐","2015-05-27"
"95",105,"豆浆",2,"早餐","2015-05-27"
"96",106,"白糖饼",3,"早餐","2015-05-27"
"97",107,"卤鸡蛋",5,"早餐","2015-05-27"
"98",108,"卤鸡蛋",2,"晚餐","2015-05-26"
"99",109,"豆浆",2,"早餐","2015-05-26"
"100",110,"白糖饼",3,"早餐","2015-05-26"
"101",111,"卤鸡蛋",5,"早餐","2015-05-26"
"102",112,"甜玉米羹",2,"晚餐","2015-05-25"
"103",113,"椰蓉饼",2,"晚餐","2015-05-25"
"104",114,"白糖饼",3,"早餐","2015-05-25"
"105",115,"豆浆",2,"早餐","2015-05-25"
"106",116,"卤鸡蛋",5,"早餐","2015-05-25"
"107",117,"豆浆",2,"早餐","2015-05-22"
"108",118,"白糖饼",3,"早餐","2015-05-22"
"109",119,"卤鸡蛋",5,"早餐","2015-05-22"
"110",120,"回锅肉(套)",2,"午餐","2015-05-21"
"111",121,"大米",2,"午餐","2015-05-21"
"112",122,"卤鸡蛋",2,"午餐","2015-05-21"
"113",123,"大盘鸡面",2,"午餐","2015-05-21"
"114",124,"豆浆",2,"早餐","2015-05-21"
"115",125,"白糖饼",3,"早餐","2015-05-21"
"116",126,"卤鸡蛋",5,"早餐","2015-05-21"
"117",127,"大米",2,"晚餐","2015-05-15"
"118",128,"红烧土豆片(套)",2,"晚餐","2015-05-15"
"119",129,"豆花肉片(套)",2,"午餐","2015-05-15"
"120",130,"回锅肉(套)",2,"午餐","2015-05-15"
"121",131,"豆浆",2,"早餐","2015-05-15"
"122",132,"白糖饼",3,"早餐","2015-05-15"
"123",133,"卤鸡蛋",5,"早餐","2015-05-15"
"124",134,"过油肉(套)",2,"午餐","2015-05-14"
"125",135,"卤鸡蛋",2,"午餐","2015-05-14"
"126",136,"大盘鸡面",2,"午餐","2015-05-14"
"127",137,"南瓜小米粥",2,"早餐","2015-05-14"
"128",138,"白糖饼",3,"早餐","2015-05-14"
"129",139,"卤鸡蛋",5,"早餐","2015-05-14"
"130",140,"红烧土豆片(套)",2,"午餐","2015-05-13"
"131",141,"土豆条炒虾(套)",2,"午餐","2015-05-13"
"132",142,"土豆鸡块(套)",2,"午餐","2015-05-13"
"133",143,"卤鸡蛋",3,"早餐","2015-05-13"
"134",144,"套餐",2,"早餐","2015-05-13"
"135",145,"回锅肉(套)",2,"午餐","2015-05-12"
"136",146,"香辣肉丝(套)",2,"午餐","2015-05-12"
"137",147,"卤鸡蛋",3,"早餐","2015-05-12"
"138",148,"馄饨",2,"早餐","2015-05-12"
"139",149,"南瓜饼",3,"晚餐","2015-05-11"
"140",150,"大烩菜(套)",2,"午餐","2015-05-11"
"141",151,"土豆条炒虾(套)",2,"午餐","2015-05-11"
"142",152,"大米",2,"午餐","2015-05-11"
"143",153,"火腿排包",2,"晚餐","2015-05-08"
"144",154,"250冠益乳",2,"晚餐","2015-05-08"
"145",155,"【牛肉板面】",2,"午餐","2015-05-08"
"146",156,"卤鸡蛋",2,"午餐","2015-05-08"
"147",157,"香菇肉片(套)",2,"午餐","2015-05-07"
"148",158,"红烧鲶鱼(套)",2,"午餐","2015-05-07"
"149",159,"白糖饼",2,"早餐","2015-05-07"
"150",160,"南瓜小米粥",2,"早餐","2015-05-07"
"151",161,"白糖饼",2,"早餐","2015-05-07"
"152",162,"卤鸡蛋",5,"早餐","2015-05-07"
"153",163,"大米",2,"午餐","2015-05-06"
"154",164,"250冠益乳",2,"早餐","2015-05-06"
"155",165,"蛋挞",2,"早餐","2015-05-06"
"156",166,"白糖饼",2,"早餐","2015-05-06"
"157",167,"绿豆小米粥",2,"早餐","2015-05-06"
"158",168,"卤鸡蛋",5,"早餐","2015-05-06"
"159",169,"红烧鲶鱼(套)",2,"午餐","2015-05-05"
"160",170,"香菇油菜(套)",2,"午餐","2015-05-05"
