"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"卤鸡蛋",2,"午餐","2015-04-01"
"4",14,"雪菜肉丝面",2,"午餐","2015-03-19"
"5",15,"炸大串",2,"午餐","2015-03-17"
"6",16,"西红柿鸡蛋面",2,"午餐","2015-03-17"
"7",17,"毛血旺面",2,"午餐","2015-03-13"
"8",18,"南瓜小米粥",2,"午餐","2014-12-19"
"9",19,"南瓜小米粥",2,"午餐","2014-12-19"
"10",20,"黑米粥",2,"午餐","2014-12-19"
"11",21,"炸蟹排",2,"午餐","2014-12-19"
"12",22,"黄焖鸡面",3,"午餐","2014-12-18"
"13",23,"黑米粥",2,"晚餐","2014-12-16"
"14",24,"红烧土豆鸡块面",2,"午餐","2014-12-15"
"15",25,"夹土豆条肉丝饼",2,"晚餐","2014-12-03"
"16",26,"皮蛋瘦肉粥",2,"晚餐","2014-12-03"
"17",27,"大米(小)",2,"午餐","2014-11-24"
"18",28,"辣子鸡块(套)",2,"午餐","2014-11-24"
"19",29,"红烧土豆片(套)",2,"午餐","2014-11-24"
"20",30,"大米(小)",2,"午餐","2014-11-07"
"21",31,"香菇肉片(套)",2,"午餐","2014-11-07"
"22",32,"红烧土豆片(套)",2,"午餐","2014-11-07"
"23",33,"毛血旺面",2,"午餐","2014-10-31"
"24",34,"炸酱面",2,"午餐","2014-10-29"
"25",35,"肉串",2,"晚餐","2014-10-28"
"26",36,"素鸡(串)",2,"晚餐","2014-10-28"
"27",37,"蘑菇(串)",2,"晚餐","2014-10-28"
"28",38,"生菜(串)",2,"晚餐","2014-10-28"
"29",39,"土豆(串)",2,"晚餐","2014-10-28"
"30",40,"香菇(串)",2,"晚餐","2014-10-28"
"31",41,"面筋(串)",2,"晚餐","2014-10-28"
"32",42,"金针菇(串)",2,"晚餐","2014-10-28"
"33",43,"海螺丸(串)",2,"晚餐","2014-10-28"
"34",44,"炒凉皮",2,"午餐","2014-10-27"
"35",45,"麻辣拌",2,"晚餐","2014-10-22"
"36",46,"娃娃菜(串)",2,"晚餐","2014-10-14"
"37",47,"方便面(串)",2,"晚餐","2014-10-14"
"38",48,"生菜(串)",2,"晚餐","2014-10-14"
"39",49,"土豆(串)",2,"晚餐","2014-10-14"
"40",50,"香菇(串)",2,"晚餐","2014-10-14"
"41",51,"面筋(串)",2,"晚餐","2014-10-14"
"42",52,"大米(小)",2,"午餐","2014-10-13"
"43",53,"香菇肉片(套)",2,"午餐","2014-10-13"
"44",54,"鱼香肉丝(套)",2,"午餐","2014-10-13"
"45",55,"方便面(串)",2,"午餐","2014-10-13"
"46",56,"土豆(串)",3,"午餐","2014-10-13"
"47",57,"面筋(串)",2,"午餐","2014-10-13"
"48",58,"金针菇(串)",2,"午餐","2014-10-13"
"49",59,"炒焖面",2,"午餐","2014-10-11"
"50",60,"炸酱面",2,"午餐","2014-10-09"
"51",61,"雪菜肉丝面",2,"午餐","2014-10-09"
"52",62,"鱼豆腐(串)",2,"晚餐","2014-10-08"
"53",63,"蟹排(串)",2,"晚餐","2014-10-08"
"54",64,"娃娃菜(串)",2,"晚餐","2014-10-08"
"55",65,"方便面(串)",2,"晚餐","2014-10-08"
"56",66,"生菜(串)",2,"晚餐","2014-10-08"
"57",67,"土豆(串)",2,"晚餐","2014-10-08"
"58",68,"冬瓜(串)",2,"晚餐","2014-10-08"
"59",69,"雪菜肉丝面",2,"午餐","2014-09-29"
"60",70,"绿茶蛋糕",2,"午餐","2014-09-28"
"61",71,"鸡丁炒米",2,"午餐","2014-09-28"
"62",72,"毛血旺面",2,"午餐","2014-09-28"
"63",73,"雪菜肉丝面",2,"午餐","2014-09-23"
"64",74,"汉堡",2,"午餐","2014-09-19"
"65",75,"肉串",2,"午餐","2014-09-19"
"66",76,"雪菜肉丝面",2,"午餐","2014-09-19"
"67",77,"鸭胸炒米",2,"午餐","2014-09-17"
"68",78,"大米(小)",2,"晚餐","2014-09-16"
"69",79,"土豆丝(套)",2,"晚餐","2014-09-16"
"70",80,"宫保鸡丁(套)",2,"晚餐","2014-09-16"
"71",81,"雪菜肉丝面",2,"午餐","2014-09-16"
"72",82,"加一元",2,"午餐","2014-09-15"
"73",83,"炸酱面",2,"午餐","2014-09-15"
"74",84,"香菇鸡块面",2,"午餐","2014-09-11"
"75",85,"火腿炒米",2,"午餐","2014-09-09"
"76",86,"酸辣粉",2,"晚餐","2014-09-05"
"77",87,"黄焖鸡面",2,"晚餐","2014-09-03"
"78",88,"鸭胸炒米",2,"午餐","2014-09-03"
"79",89,"炒焖面",2,"午餐","2014-09-01"
