"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"黑椒猪排饭",2,"晚餐","2015-08-14"
"4",14,"咖喱鸡块饭",2,"午餐","2015-08-14"
"5",15,"黑椒猪排饭",2,"午餐","2015-08-07"
"6",16,"红烧排骨面",2,"午餐","2015-08-05"
"7",17,"红烧排骨面",2,"晚餐","2015-08-04"
"8",18,"大盘鸡面",2,"晚餐","2015-06-23"
"9",19,"番茄牛肉饭",2,"午餐","2015-06-23"
"10",20,"大盘鸡面",2,"午餐","2015-06-19"
"11",21,"叉烧肉炒米",2,"午餐","2015-06-17"
"12",22,"辣子鸡块(套)",2,"晚餐","2015-06-16"
"13",23,"香菇油菜(套)",2,"晚餐","2015-06-16"
"14",24,"红烧排骨面",2,"午餐","2015-06-16"
"15",25,"黑米粥",2,"晚餐","2015-06-15"
"16",26,"咖喱鸡块饭",2,"午餐","2015-06-15"
"17",27,"黑椒猪排饭",2,"晚餐","2015-06-12"
"18",28,"红烧排骨面",2,"午餐","2015-06-11"
"19",29,"黑椒猪排饭",2,"晚餐","2015-06-10"
"20",30,"大米(小)",2,"晚餐","2015-06-09"
"21",31,"回锅肉(套)",2,"晚餐","2015-06-09"
"22",32,"红烧茄子(套)",2,"晚餐","2015-06-09"
"23",33,"番茄牛肉饭",2,"午餐","2015-06-08"
"24",34,"京酱肉丝卷饼",2,"早餐","2015-06-08"
"25",35,"绿豆小米粥",2,"晚餐","2015-06-05"
"26",36,"大米(小)",2,"晚餐","2015-06-05"
"27",37,"回锅肉(套)",2,"晚餐","2015-06-05"
"28",38,"优益C",2,"午餐","2015-06-05"
"29",39,"咖喱鸡块饭",2,"午餐","2015-06-05"
"30",40,"京酱肉丝卷饼",2,"早餐","2015-06-05"
"31",41,"皮蛋瘦肉粥",2,"晚餐","2015-06-04"
"32",42,"红烧排骨面",2,"午餐","2015-06-04"
"33",43,"巧克力蛋糕",2,"早餐","2015-06-04"
"34",44,"咖喱鸡块饭",2,"晚餐","2015-06-02"
"35",45,"大米(小)",2,"午餐","2015-06-01"
"36",46,"酸菜粉条(套)",2,"午餐","2015-06-01"
"37",47,"酸辣鸭血(套)",2,"午餐","2015-06-01"
"38",48,"咖喱鸡块饭",2,"晚餐","2015-05-29"
"39",49,"大盘鸡面",2,"午餐","2015-05-29"
"40",50,"皮蛋瘦肉粥",2,"晚餐","2015-05-28"
"41",51,"大米(小)",2,"晚餐","2015-05-28"
"42",52,"回锅肉(套)",2,"晚餐","2015-05-28"
"43",53,"黑椒猪排饭",2,"午餐","2015-05-28"
"44",54,"热饮",2,"早餐","2015-05-28"
"45",55,"京酱肉丝卷饼",2,"早餐","2015-05-28"
"46",56,"套餐",2,"早餐","2015-05-27"
"47",57,"回锅肉(套)",2,"晚餐","2015-05-26"
"48",58,"豆浆",2,"早餐","2015-05-26"
"49",59,"京酱肉丝卷饼",2,"早餐","2015-05-26"
"50",60,"汉堡",2,"晚餐","2015-05-25"
"51",61,"番茄牛肉饭",2,"午餐","2015-05-25"
"52",62,"京酱肉丝卷饼",2,"早餐","2015-05-25"
"53",63,"红烧排骨面",2,"晚餐","2015-05-22"
"54",64,"黑椒猪排饭",2,"午餐","2015-05-22"
"55",65,"大米(小)",2,"晚餐","2015-05-21"
"56",66,"大米(小)",2,"晚餐","2015-05-21"
"57",67,"麻辣豆腐(套)",2,"晚餐","2015-05-21"
"58",68,"回锅肉(套)",2,"晚餐","2015-05-21"
"59",69,"红烧排骨面",2,"午餐","2015-05-21"
"60",70,"番茄牛肉饭",2,"午餐","2015-05-18"
"61",71,"热饮",2,"早餐","2015-05-18"
"62",72,"红烧鲶鱼(套)",2,"晚餐","2015-05-15"
"63",73,"红烧排骨面",2,"午餐","2015-05-15"
"64",74,"叉烧肉炒饭",2,"晚餐","2015-05-14"
"65",75,"优益C",2,"午餐","2015-05-14"
"66",76,"京酱肉丝米饭",2,"午餐","2015-05-14"
"67",77,"热饮",2,"早餐","2015-05-14"
"68",78,"套餐",2,"早餐","2015-05-13"
"69",79,"绿豆小米粥",2,"晚餐","2015-05-12"
"70",80,"【过油肉焖面】",2,"晚餐","2015-05-12"
"71",81,"番茄牛肉饭",2,"午餐","2015-05-12"
"72",82,"热饮",2,"早餐","2015-05-12"
"73",83,"葡萄干蛋糕",2,"早餐","2015-05-12"
"74",84,"咖喱鸡块饭",2,"晚餐","2015-05-11"
"75",85,"红烧排骨面",2,"午餐","2015-05-11"
"76",86,"京酱肉丝卷饼",2,"早餐","2015-05-11"
"77",87,"黑椒猪排饭",2,"晚餐","2015-05-08"
"78",88,"优益C",2,"午餐","2015-05-08"
"79",89,"大米(小)",2,"午餐","2015-05-08"
"80",90,"红烧肉(套)",2,"午餐","2015-05-08"
"81",91,"手撕包菜(套)",2,"午餐","2015-05-08"
"82",92,"热饮",2,"早餐","2015-05-08"
"83",93,"番茄牛肉饭",2,"晚餐","2015-05-07"
"84",94,"大果粒",2,"午餐","2015-05-07"
"85",95,"【过油肉焖面】",2,"午餐","2015-05-07"
"86",96,"热饮",2,"早餐","2015-05-07"
"87",97,"套餐",2,"早餐","2015-05-07"
"88",98,"绿豆小米粥",2,"晚餐","2015-05-06"
"89",99,"叉烧肉炒米",2,"午餐","2015-05-06"
"90",100,"京酱肉丝卷饼",2,"早餐","2015-05-06"
"91",101,"皮蛋瘦肉粥",2,"晚餐","2015-05-05"
"92",102,"香菇肉丁面",2,"午餐","2015-05-05"
"93",103,"热饮",2,"早餐","2015-05-05"
"94",104,"红烧排骨面",2,"午餐","2015-05-04"
"95",105,"培根面包",2,"早餐","2015-05-04"
"96",106,"优益C",2,"午餐","2015-04-30"
"97",107,"咖喱鸡块饭",2,"午餐","2015-04-30"
"98",108,"老豆腐",2,"早餐","2015-04-30"
"99",109,"京酱肉丝卷饼",2,"早餐","2015-04-30"
"100",110,"优益C",2,"午餐","2015-04-29"
"101",111,"叉烧肉炒米",2,"午餐","2015-04-29"
"102",112,"热饮",2,"早餐","2015-04-29"
"103",113,"套餐",2,"早餐","2015-04-29"
"104",114,"夹肉饼",2,"晚餐","2015-04-28"
"105",115,"刷酱饼",3,"晚餐","2015-04-28"
"106",116,"夹鸡蛋饼",2,"晚餐","2015-04-28"
"107",117,"肉包子",2,"早餐","2015-04-28"
"108",118,"老豆腐",2,"早餐","2015-04-28"
"109",119,"红烧鲶鱼(套)",2,"晚餐","2015-04-27"
"110",120,"优益C",2,"午餐","2015-04-27"
"111",121,"红烧排骨面",2,"午餐","2015-04-27"
"112",122,"京酱肉丝卷饼",2,"早餐","2015-04-27"
"113",123,"豆浆",2,"早餐","2015-04-27"
"114",124,"优益C",2,"午餐","2015-04-24"
"115",125,"黑椒猪排饭",2,"午餐","2015-04-24"
"116",126,"热饮",2,"早餐","2015-04-24"
"117",127,"老豆腐",2,"早餐","2015-04-24"
"118",128,"红烧排骨面",2,"午餐","2015-04-23"
"119",129,"咖喱鸡块饭",2,"午餐","2015-04-22"
"120",130,"老豆腐",2,"早餐","2015-04-22"
"121",131,"黑椒猪排饭",2,"午餐","2015-04-21"
"122",132,"拌汤",2,"早餐","2015-04-21"
"123",133,"红烧排骨面",2,"午餐","2015-04-20"
"124",134,"牛肉松蛋糕",2,"早餐","2015-04-20"
"125",135,"热饮",2,"早餐","2015-04-20"
"126",136,"咖喱鸡块饭",2,"晚餐","2015-04-17"
"127",137,"叉烧肉炒米",2,"午餐","2015-04-17"
"128",138,"黑椒猪排饭",2,"晚餐","2015-04-16"
"129",139,"香菇肉丁面",2,"午餐","2015-04-16"
"130",140,"热饮",2,"早餐","2015-04-16"
"131",141,"套餐",2,"早餐","2015-04-16"
"132",142,"黑椒猪排饭",2,"午餐","2015-04-15"
"133",143,"热饮",2,"早餐","2015-04-15"
"134",144,"老豆腐",2,"早餐","2015-04-15"
"135",145,"绿豆小米粥",2,"晚餐","2015-04-14"
"136",146,"叉烧肉炒米",2,"午餐","2015-04-14"
"137",147,"热饮",2,"早餐","2015-04-14"
"138",148,"红烧排骨面",2,"晚餐","2015-04-13"
"139",149,"咖喱鸡块饭",2,"午餐","2015-04-13"
"140",150,"绿豆小米粥",2,"晚餐","2015-04-12"
"141",151,"咖喱鸡块饭",2,"午餐","2015-04-10"
"142",152,"热饮",2,"早餐","2015-04-10"
"143",153,"热干面",2,"午餐","2015-04-08"
"144",154,"黑椒猪排饭",2,"晚餐","2015-04-07"
"145",155,"红烧排骨面",2,"午餐","2015-04-07"
"146",156,"热饮",2,"早餐","2015-04-07"
"147",157,"京酱肉丝卷饼",2,"早餐","2015-04-07"
"148",158,"热饮",2,"早餐","2015-04-03"
"149",159,"黑椒猪排饭",2,"晚餐","2015-04-02"
"150",160,"黑椒牛柳面",2,"午餐","2015-04-02"
"151",161,"热饮",2,"早餐","2015-04-02"
"152",162,"热饮",2,"晚餐","2015-04-01"
"153",163,"炒饼丝",2,"晚餐","2015-04-01"
"154",164,"黑椒牛柳面",2,"午餐","2015-04-01"
"155",165,"热饮",2,"早餐","2015-04-01"
"156",166,"馄饨",2,"早餐","2015-04-01"
"157",167,"香菇油菜(套)",2,"晚餐","2015-03-31"
"158",168,"叉烧肉炒米",2,"午餐","2015-03-31"
