"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"营养套餐",2,"早餐","2015-06-13"
"4",14,"太钢汽水",2,"午餐","2015-06-08"
"5",15,"火腿炒米",2,"午餐","2015-06-08"
"6",16,"套餐",2,"早餐","2015-06-05"
"7",17,"黄焖鸡米饭",2,"午餐","2015-06-04"
"8",18,"套餐",2,"早餐","2015-06-03"
"9",19,"香辣排骨饭",2,"午餐","2015-06-02"
"10",20,"京酱肉丝卷饼",2,"早餐","2015-06-02"
"11",21,"营养套餐",2,"早餐","2015-05-30"
"12",22,"套餐",2,"早餐","2015-05-29"
"13",23,"套餐",2,"早餐","2015-05-28"
"14",24,"馄饨",2,"早餐","2015-05-26"
"15",25,"拌汤",2,"早餐","2015-05-21"
"16",26,"西葫芦炒鸡蛋(套)",2,"午餐","2015-05-18"
"17",27,"馄饨",2,"早餐","2015-05-15"
"18",28,"卤鸡蛋",2,"午餐","2015-05-14"
"19",29,"麻辣豆腐(套)",2,"午餐","2015-05-14"
"20",30,"大米(小)",2,"午餐","2015-05-14"
"21",31,"糖醋里脊(套)",2,"午餐","2015-05-14"
"22",32,"营养套餐",2,"早餐","2015-05-13"
"23",33,"担担面",2,"午餐","2015-05-12"
"24",34,"花干(串)",2,"午餐","2015-05-12"
"25",35,"老豆腐",2,"早餐","2015-05-12"
"26",36,"卤鸡蛋",2,"早餐","2015-05-12"
"27",37,"大米(小)",2,"午餐","2015-05-08"
"28",38,"辣子鸡块(套)",2,"午餐","2015-05-08"
"29",39,"大米",2,"午餐","2015-05-08"
"30",40,"套餐",2,"早餐","2015-05-08"
"31",41,"套餐",2,"早餐","2015-05-07"
"32",42,"热狗面包",2,"晚餐","2015-05-06"
"33",43,"蛋挞",2,"晚餐","2015-05-06"
"34",44,"大盘鸡面",2,"午餐","2015-05-06"
"35",45,"西红柿鸡蛋面",2,"午餐","2015-05-05"
"36",46,"土豆丝",2,"早餐","2015-05-05"
"37",47,"大米(小)",2,"午餐","2015-05-04"
"38",48,"家常豆腐(套)",2,"午餐","2015-05-04"
"39",49,"手撕包菜(套)",2,"午餐","2015-05-04"
"40",50,"黄焖鸡面",2,"午餐","2015-04-30"
"41",51,"菜花炒肉(套)",2,"午餐","2015-04-29"
"42",52,"土豆鸡块(套)",2,"午餐","2015-04-29"
"43",53,"土豆丝",2,"早餐","2015-04-29"
"44",54,"大米(小)",2,"午餐","2015-04-28"
"45",55,"土豆丝(套)",2,"午餐","2015-04-28"
"46",56,"西芹香干(套)",2,"午餐","2015-04-28"
"47",57,"套餐",2,"早餐","2015-04-28"
"48",58,"火腿炒米",2,"午餐","2015-04-27"
"49",59,"营养套餐",2,"早餐","2015-04-25"
"50",60,"夹火腿饼",2,"早餐","2015-04-25"
"51",61,"土豆丝",2,"早餐","2015-04-24"
"52",62,"炒馒头",2,"午餐","2015-04-23"
"53",63,"套餐",2,"早餐","2015-04-23"
"54",64,"肉包子",2,"早餐","2015-04-22"
"55",65,"红烧土豆鸡块面",2,"午餐","2015-04-21"
"56",66,"营养套餐1",2,"早餐","2015-04-21"
"57",67,"叉烧肉炒饭",2,"午餐","2015-04-20"
"58",68,"营养套餐",2,"早餐","2015-04-18"
"59",69,"苜蓿肉(套)",2,"晚餐","2015-04-17"
"60",70,"火腿卷",2,"早餐","2015-04-16"
"61",71,"馄饨",2,"早餐","2015-04-16"
"62",72,"大米(小)",2,"午餐","2015-04-15"
"63",73,"麻辣豆腐(套)",2,"午餐","2015-04-15"
"64",74,"套餐",2,"早餐","2015-04-15"
"65",75,"夹火腿饼",2,"早餐","2015-04-11"
"66",76,"香菇油菜(套)",2,"午餐","2015-04-10"
"67",77,"大米(小)",2,"午餐","2015-04-10"
"68",78,"腐竹烧肉(套)",2,"午餐","2015-04-10"
"69",79,"家常豆腐(套)",2,"午餐","2015-04-10"
"70",80,"馄饨",2,"早餐","2015-04-10"
"71",81,"卤鸡蛋",2,"早餐","2015-04-10"
"72",82,"炒馒头",2,"午餐","2015-04-08"
"73",83,"京酱肉丝卷饼",2,"早餐","2015-04-08"
"74",84,"炒饼丝",2,"午餐","2015-04-03"
"75",85,"炒馒头",2,"午餐","2015-04-02"
"76",86,"巧克力蛋糕",2,"午餐","2015-04-02"
"77",87,"热饮",2,"午餐","2015-04-02"
"78",88,"营养套餐",2,"早餐","2015-04-02"
"79",89,"套餐",2,"早餐","2015-04-01"
"80",90,"黑椒猪排饭",2,"晚餐","2015-03-31"
"81",91,"糖醋里脊(套)",2,"午餐","2015-03-30"
"82",92,"大米(小)",2,"午餐","2015-03-30"
"83",93,"香菇油菜(套)",2,"午餐","2015-03-30"
"84",94,"套餐",2,"早餐","2015-03-27"
"85",95,"馄饨",2,"早餐","2015-03-25"
"86",96,"豆沙包",2,"早餐","2015-03-24"
"87",97,"馄饨",2,"早餐","2015-03-24"
"88",98,"卤鸡蛋",2,"早餐","2015-03-24"
"89",99,"怡宝",3,"早餐","2015-03-21"
"90",100,"套餐",2,"早餐","2015-03-19"
"91",101,"巧克力蛋糕",2,"午餐","2015-03-18"
"92",102,"营养套餐",2,"早餐","2015-03-17"
"93",103,"肉酱面",2,"午餐","2015-03-12"
"94",104,"大果粒",2,"晚餐","2015-03-11"
"95",105,"白菜丝",2,"早餐","2015-03-11"
"96",106,"炒焖面",2,"午餐","2015-03-10"
"97",107,"卤鸡蛋",2,"午餐","2015-03-10"
"98",108,"香菇鸡块面",2,"午餐","2015-03-09"
"99",109,"毛血旺面",2,"午餐","2015-03-09"
"100",110,"卤鸡蛋",2,"早餐","2015-03-09"
"101",111,"老豆腐",2,"早餐","2015-03-09"
"102",112,"馄饨",2,"早餐","2015-02-06"
"103",113,"卤鸡蛋",2,"早餐","2015-02-06"
"104",114,"葡萄干蛋糕",2,"早餐","2015-02-05"
"105",115,"套餐",2,"早餐","2015-02-03"
"106",116,"巧克力蛋糕",2,"晚餐","2015-01-30"
"107",117,"土豆丝(套)",2,"晚餐","2015-01-29"
"108",118,"炸酱面",2,"午餐","2015-01-22"
"109",119,"卤鸡蛋",2,"午餐","2015-01-22"
"110",120,"叉烧肉炒米",2,"午餐","2015-01-21"
"111",121,"提子干面包",2,"晚餐","2015-01-20"
"112",122,"土豆鸡块(套)",2,"晚餐","2015-01-20"
"113",123,"砂锅炖菜（套）",2,"午餐","2015-01-20"
"114",124,"火腿炒米",2,"午餐","2015-01-19"
"115",125,"花干(串)",2,"午餐","2015-01-19"
"116",126,"鸡肉火腿肠",2,"晚餐","2015-01-15"
"117",127,"三角海绵蛋糕",2,"早餐","2015-01-14"
"118",128,"土豆丝(套)",2,"午餐","2015-01-13"
"119",129,"炒方便面",2,"午餐","2015-01-13"
"120",130,"大米(小)",2,"午餐","2015-01-12"
"121",131,"腐竹烧肉(套)",2,"午餐","2015-01-12"
"122",132,"白菜丝",2,"早餐","2015-01-08"
"123",133,"毛毛虫面包",2,"早餐","2015-01-07"
"124",134,"腐竹烧肉(套)",2,"午餐","2015-01-06"
"125",135,"家常豆腐(套)",2,"午餐","2015-01-06"
"126",136,"大米(小)",2,"午餐","2015-01-06"
"127",137,"卤鸡蛋",3,"早餐","2014-12-31"
"128",138,"学生奶",2,"晚餐","2014-12-29"
"129",139,"巧克力蛋糕",2,"晚餐","2014-12-29"
"130",140,"鱼香鸡蛋（套）",2,"午餐","2014-12-26"
"131",141,"卤鸡蛋",3,"早餐","2014-12-26"
"132",142,"砂锅炖菜（套）",2,"午餐","2014-12-25"
"133",143,"毛毛虫面包",2,"早餐","2014-12-25"
"134",144,"夹鸡蛋饼",2,"午餐","2014-12-24"
"135",145,"南瓜小米粥",2,"午餐","2014-12-24"
"136",146,"夹鸡蛋饼",2,"午餐","2014-12-24"
"137",147,"绿茶蛋糕",2,"早餐","2014-12-23"
"138",148,"叉烧肉炒饭",2,"晚餐","2014-12-22"
"139",149,"小笼包/肉",2,"午餐","2014-12-22"
"140",150,"西红柿炒鸡蛋(套)",2,"午餐","2014-12-19"
"141",151,"家常豆腐(套)",2,"午餐","2014-12-19"
"142",152,"大米(小)",2,"午餐","2014-12-19"
"143",153,"馄饨",2,"早餐","2014-12-19"
"144",154,"卤鸡蛋",2,"早餐","2014-12-19"
"145",155,"素打卤面",2,"午餐","2014-12-18"
"146",156,"卤鸡蛋",2,"午餐","2014-12-18"
"147",157,"肉酱面",2,"晚餐","2014-12-17"
"148",158,"套餐",2,"早餐","2014-12-17"
"149",159,"砂锅焖面",2,"午餐","2014-12-16"
"150",160,"馄饨",2,"早餐","2014-12-16"
"151",161,"肉串",2,"晚餐","2014-12-12"
"152",162,"肉酱面",2,"午餐","2014-12-12"
"153",163,"馄饨",2,"早餐","2014-12-12"
"154",164,"卤鸡蛋",2,"早餐","2014-12-12"
"155",165,"黄焖鸡面",2,"晚餐","2014-12-11"
"156",166,"拌汤",2,"早餐","2014-12-11"
"157",167,"火腿排包",2,"晚餐","2014-12-10"
"158",168,"素打卤面",2,"午餐","2014-12-10"
"159",169,"砂锅炖菜（套）",2,"午餐","2014-12-09"
"160",170,"卤鸡蛋",2,"早餐","2014-12-09"
"161",171,"牛肉松蛋糕",2,"晚餐","2014-12-08"
