"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"西葫芦炒鸡蛋(套)",2,"午餐","2015-06-26"
"4",14,"土豆条炒虾(套)",2,"午餐","2015-06-26"
"5",15,"大米",2,"午餐","2015-06-26"
"6",16,"豆角土豆条(套)",2,"午餐","2015-06-23"
"7",17,"尖椒肉丝(套)",2,"午餐","2015-06-23"
"8",18,"大米",2,"午餐","2015-06-23"
"9",19,"红烧牛肉丸(套)",2,"午餐","2015-06-15"
"10",20,"尖椒肉丝(套)",2,"午餐","2015-06-15"
"11",21,"大米",2,"午餐","2015-06-15"
"12",22,"西芹香干(套)",2,"午餐","2015-06-11"
"13",23,"糖醋里脊(套)",2,"午餐","2015-06-11"
"14",24,"大米",2,"午餐","2015-06-11"
"15",25,"土豆条炒虾(套)",2,"午餐","2015-06-10"
"16",26,"鱼香肉丝(套)",2,"午餐","2015-06-10"
"17",27,"大米",2,"午餐","2015-06-10"
"18",28,"黑椒猪排饭",2,"午餐","2015-06-09"
"19",29,"香辣鸡块饭",2,"午餐","2015-06-05"
"20",30,"糖醋里脊(套)",2,"午餐","2015-06-04"
"21",31,"大米",2,"午餐","2015-06-04"
"22",32,"香辣排骨饭",2,"午餐","2015-06-03"
"23",33,"黄焖鸡米饭",2,"午餐","2015-06-02"
"24",34,"辣子鸡块(套)",2,"午餐","2015-06-01"
"25",35,"西葫芦炒鸡蛋(套)",2,"午餐","2015-06-01"
"26",36,"大米",2,"午餐","2015-06-01"
"27",37,"红烧土豆片(套)",2,"午餐","2015-05-29"
"28",38,"大米",2,"午餐","2015-05-29"
"29",39,"大烩菜(套)",2,"午餐","2015-05-29"
"30",40,"西芹香干(套)",2,"午餐","2015-05-28"
"31",41,"辣子鸡块(套)",2,"午餐","2015-05-28"
"32",42,"大米",2,"午餐","2015-05-28"
"33",43,"香辣排骨饭",2,"午餐","2015-05-27"
"34",44,"香菇油菜(套)",2,"午餐","2015-05-26"
"35",45,"土豆丝(套)",2,"午餐","2015-05-26"
"36",46,"大米",2,"午餐","2015-05-26"
"37",47,"京酱肉丝米饭",2,"午餐","2015-05-25"
"38",48,"火腿排包",2,"午餐","2015-05-22"
"39",49,"香辣肉丝(套)",2,"午餐","2015-05-21"
"40",50,"土豆丝(套)",2,"午餐","2015-05-21"
"41",51,"大米",2,"午餐","2015-05-21"
"42",52,"西葫芦炒鸡蛋(套)",2,"午餐","2015-05-18"
"43",53,"土豆鸡块(套)",2,"午餐","2015-05-18"
"44",54,"大米",2,"午餐","2015-05-18"
"45",55,"大米(小)",2,"午餐","2015-05-14"
"46",56,"大米",2,"午餐","2015-05-14"
"47",57,"咖喱牛肉饭",2,"午餐","2015-05-14"
"48",58,"大米(小)",2,"午餐","2015-05-13"
"49",59,"玉米粒(套)",2,"午餐","2015-05-13"
"50",60,"干锅土豆片(套)",2,"午餐","2015-05-13"
"51",61,"红烧鲶鱼(套)",2,"午餐","2015-05-13"
"52",62,"红烧土豆片(套)",2,"午餐","2015-05-13"
"53",63,"大米",2,"午餐","2015-05-13"
"54",64,"莲菜炒肉(套)",2,"午餐","2015-05-12"
"55",65,"土豆丝(套)",2,"午餐","2015-05-12"
"56",66,"大米(小)",2,"午餐","2015-05-12"
"57",67,"土豆丝(套)",2,"午餐","2015-05-12"
"58",68,"宫保鸡丁(套)",2,"午餐","2015-05-12"
"59",69,"大米",2,"午餐","2015-05-12"
"60",70,"香辣排骨饭",2,"午餐","2015-05-11"
"61",71,"豆角肉丝",2,"午餐","2015-05-08"
"62",72,"红烧牛肉丸(套)",2,"午餐","2015-05-08"
"63",73,"大米",2,"午餐","2015-05-08"
"64",74,"黑椒猪排饭",2,"午餐","2015-05-07"
"65",75,"辣子鸡块(套)",2,"午餐","2015-05-06"
"66",76,"西葫芦炒鸡蛋(套)",2,"午餐","2015-05-06"
"67",77,"大米",2,"午餐","2015-05-06"
"68",78,"火腿炒米",2,"午餐","2015-05-05"
"69",79,"清汤牛肉面",2,"午餐","2015-05-05"
"70",80,"辣子鸡块(套)",2,"晚餐","2015-05-04"
"71",81,"西葫芦炒鸡蛋(套)",2,"晚餐","2015-05-04"
"72",82,"大米",2,"晚餐","2015-05-04"
"73",83,"咖喱牛肉饭",2,"午餐","2015-05-04"
"74",84,"大米",2,"午餐","2015-04-29"
"75",85,"辣子鸡块(套)",2,"午餐","2015-04-29"
"76",86,"红烧土豆片(套)",2,"午餐","2015-04-29"
"77",87,"叉烧肉炒饭",2,"午餐","2015-04-28"
"78",88,"清汤牛肉面",2,"午餐","2015-04-27"
"79",89,"黑椒猪排饭",2,"午餐","2015-04-24"
"80",90,"西芹香干(套)",2,"午餐","2015-04-23"
"81",91,"大烩菜(套)",2,"午餐","2015-04-23"
"82",92,"大米",2,"午餐","2015-04-23"
"83",93,"大米",2,"午餐","2015-04-21"
"84",94,"麻辣豆腐(套)",2,"午餐","2015-04-21"
"85",95,"香菇油菜(套)",2,"午餐","2015-04-21"
"86",96,"清汤牛肉面",2,"午餐","2015-04-20"
"87",97,"叉烧肉炒饭",2,"午餐","2015-04-17"
"88",98,"红烧鲶鱼(套)",2,"午餐","2015-04-16"
"89",99,"大烩菜(套)",2,"午餐","2015-04-16"
"90",100,"大米",2,"午餐","2015-04-16"
"91",101,"辣子鸡块(套)",2,"午餐","2015-04-15"
"92",102,"红烧土豆片(套)",2,"午餐","2015-04-15"
"93",103,"大米",2,"午餐","2015-04-15"
"94",104,"香菇油菜(套)",2,"午餐","2015-04-14"
"95",105,"大米",2,"午餐","2015-04-14"
"96",106,"麻辣豆腐(套)",2,"午餐","2015-04-14"
"97",107,"黑椒猪排饭",2,"午餐","2015-04-13"
"98",108,"红烧牛肉面",2,"午餐","2015-04-10"
"99",109,"大米",2,"午餐","2015-04-09"
"100",110,"西红柿炒鸡蛋(套)",2,"午餐","2015-04-09"
"101",111,"尖椒肉丝(套)",2,"午餐","2015-04-09"
"102",112,"大米",2,"午餐","2015-04-08"
"103",113,"香菇油菜(套)",2,"午餐","2015-04-08"
"104",114,"鱼香肉丝(套)",2,"午餐","2015-04-08"
"105",115,"西葫芦炒鸡蛋(套)",2,"午餐","2015-04-03"
"106",116,"土豆条炒虾(套)",2,"午餐","2015-04-03"
"107",117,"大米",2,"午餐","2015-04-03"
"108",118,"香辣肉丝(套)",2,"午餐","2015-04-02"
"109",119,"鱼香肉丝(套)",2,"午餐","2015-04-02"
"110",120,"大米",2,"午餐","2015-04-02"
"111",121,"大米",2,"午餐","2015-04-01"
"112",122,"麻辣豆腐(套)",2,"午餐","2015-04-01"
"113",123,"鱼香肉丝(套)",2,"午餐","2015-04-01"
"114",124,"红烧牛肉丸(套)",2,"午餐","2015-03-31"
"115",125,"尖椒肉丝(套)",2,"午餐","2015-03-31"
"116",126,"大米",2,"午餐","2015-03-31"
"117",127,"皮蛋瘦肉粥",2,"晚餐","2015-03-30"
"118",128,"夹鸡蛋饼",2,"晚餐","2015-03-30"
"119",129,"红烧牛肉面",2,"午餐","2015-03-30"
"120",130,"红烧牛肉面",2,"午餐","2015-03-30"
"121",131,"辣子鸡块(套)",2,"午餐","2015-03-27"
"122",132,"红烧土豆片(套)",2,"午餐","2015-03-27"
"123",133,"大米",2,"午餐","2015-03-27"
"124",134,"牛肉火锅面",2,"午餐","2015-03-26"
"125",135,"大米(小)",2,"午餐","2015-03-25"
"126",136,"红烧土豆片(套)",2,"午餐","2015-03-25"
"127",137,"鱼香肉丝(套)",2,"午餐","2015-03-25"
"128",138,"叉烧肉炒米",2,"午餐","2015-03-24"
"129",139,"皮蛋瘦肉粥",2,"晚餐","2015-03-19"
"130",140,"鸡蛋灌饼",2,"晚餐","2015-03-19"
"131",141,"西芹香干(套)",2,"午餐","2015-03-19"
"132",142,"红烧鲶鱼(套)",2,"午餐","2015-03-19"
"133",143,"大米",2,"午餐","2015-03-19"
"134",144,"香菇油菜(套)",2,"午餐","2015-03-18"
"135",145,"大米",2,"午餐","2015-03-18"
"136",146,"豆角土豆条(套)",2,"午餐","2015-03-18"
"137",147,"粉丝菠菜（套）",2,"午餐","2015-03-17"
"138",148,"宫保鸡丁(套)",2,"午餐","2015-03-17"
"139",149,"大米",2,"午餐","2015-03-17"
"140",150,"叉烧肉炒饭",2,"午餐","2015-03-16"
"141",151,"大米(小)",2,"午餐","2015-03-13"
"142",152,"辣子鸡块(套)",2,"午餐","2015-03-13"
"143",153,"红烧茄子(套)",2,"午餐","2015-03-13"
"144",154,"炸酱面",2,"晚餐","2015-03-11"
"145",155,"鱼香肉丝(套)",2,"午餐","2015-02-04"
"146",156,"土豆鸡块(套)",2,"午餐","2015-02-04"
"147",157,"大米",2,"午餐","2015-02-04"
"148",158,"叉烧肉炒饭",3,"午餐","2015-02-03"
"149",159,"鱼香肉丝(套)",2,"午餐","2015-01-26"
"150",160,"糖醋里脊(套)",2,"午餐","2015-01-26"
"151",161,"大米",2,"午餐","2015-01-26"
"152",162,"叉烧肉炒饭",3,"午餐","2015-01-19"
"153",163,"土豆条炒虾(套)",2,"午餐","2015-01-12"
"154",164,"大米",2,"午餐","2015-01-12"
"155",165,"豆角土豆条(套)",2,"午餐","2015-01-12"
