"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"莫斯利安",2,"晚餐","2014-12-12"
"4",14,"叉烧肉炒饭",3,"晚餐","2014-12-12"
"5",15,"汉堡",2,"晚餐","2014-12-11"
"6",16,"学生奶",2,"晚餐","2014-12-11"
"7",17,"莫斯利安",2,"晚餐","2014-12-11"
"8",18,"现代牧业牛奶",2,"晚餐","2014-12-09"
"9",19,"莫斯利安",2,"晚餐","2014-12-09"
"10",20,"肉串",2,"晚餐","2014-12-09"
"11",21,"汉堡",2,"晚餐","2014-12-09"
"12",22,"肉串",2,"晚餐","2014-12-03"
"13",23,"汉堡",2,"晚餐","2014-12-03"
"14",24,"莫斯利安",2,"晚餐","2014-12-03"
"15",25,"学生奶",2,"晚餐","2014-11-14"
"16",26,"现代牧业牛奶",2,"晚餐","2014-11-14"
"17",27,"莫斯利安",2,"晚餐","2014-11-14"
"18",28,"莫斯利安",2,"晚餐","2014-11-06"
"19",29,"莫斯利安",2,"晚餐","2014-10-28"
"20",30,"手抓饼",2,"晚餐","2014-10-28"
"21",31,"烤肠",2,"晚餐","2014-10-27"
"22",32,"莫斯利安",2,"晚餐","2014-10-27"
"23",33,"肉串",2,"晚餐","2014-10-14"
"24",34,"莫斯利安",2,"晚餐","2014-10-14"
"25",35,"肉串",2,"晚餐","2014-10-14"
"26",36,"肉串",2,"晚餐","2014-10-14"
"27",37,"汉堡",2,"晚餐","2014-10-14"
"28",38,"莫斯利安",2,"晚餐","2014-10-09"
"29",39,"莫斯利安",2,"晚餐","2014-10-08"
"30",40,"莫斯利安",2,"晚餐","2014-09-28"
"31",41,"莫斯利安",2,"晚餐","2014-09-25"
"32",42,"莫斯利安",2,"晚餐","2014-09-18"
"33",43,"汉堡",2,"晚餐","2014-09-18"
"34",44,"莫斯利安",2,"晚餐","2014-09-17"
"35",45,"怡宝",2,"晚餐","2014-09-17"
"36",46,"莫斯利安",2,"晚餐","2014-09-16"
"37",47,"优酸乳(盒)",2,"晚餐","2014-09-16"
"38",48,"巧克力蛋糕",2,"晚餐","2014-09-16"
"39",49,"谷物酸奶",2,"晚餐","2014-09-10"
"40",50,"热狗面包",2,"晚餐","2014-09-09"
"41",51,"250冠益乳",2,"晚餐","2014-09-09"
"42",52,"莫斯利安",2,"晚餐","2014-09-09"
"43",53,"粉条烧肉(套)",2,"午餐","2014-09-04"
"44",54,"大米(小)",2,"午餐","2014-09-04"
"45",55,"红烧牛肉丸(套)",2,"午餐","2014-09-04"
