"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"黑椒猪排饭",2,"午餐","2015-08-15"
"4",14,"南瓜饼",2,"午餐","2015-07-01"
"5",15,"黑椒猪排饭",2,"午餐","2015-06-28"
"6",16,"番茄牛肉饭",2,"午餐","2015-06-26"
"7",17,"太钢汽水",2,"午餐","2015-06-19"
"8",18,"黑椒猪排饭",2,"午餐","2015-06-19"
"9",19,"黑米粥",2,"午餐","2015-06-16"
"10",20,"素馅饼",2,"午餐","2015-06-16"
"11",21,"茄子饼",2,"午餐","2015-06-16"
"12",22,"南瓜小米粥",2,"午餐","2015-06-15"
"13",23,"黑椒猪排饭",2,"午餐","2015-06-12"
"14",24,"绿豆小米粥",2,"晚餐","2015-06-11"
"15",25,"夹里脊饼",2,"晚餐","2015-06-11"
"16",26,"夹肉饼",2,"晚餐","2015-06-10"
"17",27,"绿豆小米粥",2,"晚餐","2015-06-10"
"18",28,"绿豆小米粥",2,"晚餐","2015-06-10"
"19",29,"夹肉饼",2,"晚餐","2015-06-10"
"20",30,"绿豆小米粥",2,"晚餐","2015-06-09"
"21",31,"夹里脊饼",2,"晚餐","2015-06-09"
"22",32,"太钢汽水",2,"午餐","2015-06-08"
"23",33,"黑椒猪排饭",2,"午餐","2015-06-08"
"24",34,"香辣排骨饭",2,"午餐","2015-06-04"
"25",35,"豆角肉丝",2,"午餐","2015-06-03"
"26",36,"大米(小)",2,"午餐","2015-06-03"
"27",37,"酸辣茄条(套)",2,"午餐","2015-06-03"
"28",38,"太钢汽水",2,"午餐","2015-06-01"
"29",39,"黑椒猪排饭",2,"午餐","2015-06-01"
"30",40,"豆角肉丝",2,"午餐","2015-05-29"
"31",41,"大米(小)",2,"午餐","2015-05-29"
"32",42,"酸辣茄条(套)",2,"午餐","2015-05-29"
"33",43,"大米(小)",2,"午餐","2015-05-28"
"34",44,"辣子鸡块(套)",2,"午餐","2015-05-28"
"35",45,"鱼香肉丝(套)",2,"午餐","2015-05-28"
"36",46,"酸辣茄条(套)",2,"午餐","2015-05-27"
"37",47,"大米(小)",2,"午餐","2015-05-27"
"38",48,"手撕包菜(套)",2,"午餐","2015-05-27"
"39",49,"雪菜肉丝面",2,"午餐","2015-05-22"
"40",50,"番茄牛肉饭",2,"午餐","2015-05-18"
"41",51,"果汁",2,"午餐","2015-05-15"
"42",52,"热干面",2,"午餐","2015-05-15"
"43",53,"豆角肉丝",2,"午餐","2015-05-14"
"44",54,"大米(小)",2,"午餐","2015-05-14"
"45",55,"家常豆腐(套)",2,"午餐","2015-05-14"
"46",56,"香辣排骨饭",2,"午餐","2015-05-13"
"47",57,"京酱肉丝米饭",2,"午餐","2015-05-12"
"48",58,"番茄牛肉饭",2,"午餐","2015-05-11"
"49",59,"绿豆小米粥",2,"晚餐","2015-05-08"
"50",60,"夹肉饼",2,"晚餐","2015-05-08"
"51",61,"番茄牛肉饭",2,"午餐","2015-05-08"
"52",62,"热饮",2,"晚餐","2015-05-07"
"53",63,"南瓜小米粥",2,"晚餐","2015-05-07"
"54",64,"夹里脊饼",2,"晚餐","2015-05-07"
"55",65,"大盘鸡面",2,"午餐","2015-05-07"
"56",66,"叉烧肉炒米",2,"午餐","2015-05-06"
"57",67,"椰蓉饼",2,"晚餐","2015-05-04"
"58",68,"素馅饼",2,"晚餐","2015-05-04"
"59",69,"黑椒猪排饭",2,"午餐","2015-05-04"
"60",70,"糖醋里脊(套)",2,"午餐","2015-04-30"
"61",71,"大米",2,"午餐","2015-04-30"
"62",72,"黄焖鸡面",2,"午餐","2015-04-29"
"63",73,"热饮",2,"晚餐","2015-04-28"
"64",74,"菠萝饼",2,"晚餐","2015-04-28"
"65",75,"黑椒猪排饭",2,"午餐","2015-04-28"
"66",76,"大米(小)",2,"午餐","2015-04-27"
"67",77,"干炸蘑菇(套)",2,"午餐","2015-04-27"
"68",78,"香菇肉片(套)",2,"午餐","2015-04-27"
"69",79,"大米(小)",2,"午餐","2015-04-24"
"70",80,"辣子鸡块(套)",2,"午餐","2015-04-24"
"71",81,"西葫芦炒鸡蛋(套)",2,"午餐","2015-04-24"
"72",82,"热饮",2,"晚餐","2015-04-23"
"73",83,"夹火腿饼",2,"午餐","2015-04-23"
"74",84,"南瓜饼",2,"午餐","2015-04-23"
"75",85,"大米",2,"午餐","2015-04-22"
"76",86,"葱爆肉(套)",2,"午餐","2015-04-22"
"77",87,"红烧茄子(套)",2,"午餐","2015-04-22"
"78",88,"黑椒猪排饭",2,"午餐","2015-04-20"
"79",89,"香菇油菜(套)",2,"午餐","2015-04-17"
"80",90,"葱爆肉(套)",2,"午餐","2015-04-17"
"81",91,"热干面",2,"午餐","2015-04-16"
"82",92,"咖喱鸡块饭",2,"午餐","2015-04-15"
"83",93,"热干面",2,"晚餐","2015-04-14"
"84",94,"黑椒猪排饭",2,"午餐","2015-04-13"
"85",95,"热狗面包",2,"晚餐","2015-04-09"
"86",96,"黑椒猪排饭",2,"午餐","2015-04-07"
"87",97,"黄焖鸡面",2,"午餐","2015-04-03"
"88",98,"南瓜小米粥",2,"晚餐","2015-04-02"
"89",99,"南瓜小米粥",2,"晚餐","2015-04-02"
"90",100,"夹里脊饼",2,"晚餐","2015-04-02"
"91",101,"土豆丝(套)",2,"午餐","2015-04-02"
"92",102,"黑椒猪排饭",2,"午餐","2015-04-02"
"93",103,"黑椒猪排饭",2,"晚餐","2015-04-01"
"94",104,"西红柿鸡蛋面",2,"午餐","2015-04-01"
"95",105,"南瓜小米粥",2,"晚餐","2015-03-31"
"96",106,"素馅饼",2,"晚餐","2015-03-31"
"97",107,"黑椒猪排饭",2,"午餐","2015-03-31"
"98",108,"黑椒猪排饭",2,"午餐","2015-03-30"
"99",109,"大米(小)",2,"午餐","2015-03-25"
"100",110,"干炸蘑菇(套)",2,"午餐","2015-03-25"
"101",111,"葱爆肉(套)",2,"午餐","2015-03-25"
"102",112,"大米(小)",2,"午餐","2015-03-23"
"103",113,"豆角土豆条(套)",2,"午餐","2015-03-23"
"104",114,"苜蓿肉(套)",2,"午餐","2015-03-23"
"105",115,"炸大串",2,"午餐","2015-03-18"
"106",116,"雪菜肉丝面",2,"午餐","2015-03-18"
"107",117,"肉串",2,"午餐","2015-03-17"
"108",118,"大米(小)",2,"午餐","2015-03-16"
"109",119,"葱爆肉(套)",2,"午餐","2015-03-16"
"110",120,"葱爆肉(套)",2,"午餐","2015-03-16"
"111",121,"红烧茄子(套)",2,"午餐","2015-03-16"
"112",122,"大米(小)",2,"午餐","2015-03-16"
"113",123,"黑米粥",2,"午餐","2015-03-13"
"114",124,"素馅饼",2,"午餐","2015-03-13"
"115",125,"炸大串",2,"午餐","2015-03-13"
"116",126,"南瓜小米粥",2,"晚餐","2015-03-12"
"117",127,"素馅饼",2,"晚餐","2015-03-12"
"118",128,"肉串",2,"晚餐","2015-03-11"
"119",129,"西红柿鸡蛋面",2,"午餐","2015-03-09"
"120",130,"炸大串",2,"午餐","2015-03-09"
"121",131,"肉串",2,"晚餐","2015-02-05"
"122",132,"南瓜小米粥",2,"晚餐","2015-02-04"
"123",133,"夹火腿饼",2,"晚餐","2015-02-04"
"124",134,"夹里脊饼",2,"晚餐","2015-02-04"
"125",135,"肉串",2,"晚餐","2015-02-03"
"126",136,"牛肉松蛋糕",2,"晚餐","2015-02-03"
"127",137,"肉串",2,"午餐","2015-02-03"
"128",138,"南瓜小米粥",2,"晚餐","2015-02-02"
"129",139,"夹火腿饼",2,"晚餐","2015-02-02"
"130",140,"夹里脊饼",2,"晚餐","2015-02-02"
"131",141,"红烧牛肉面",2,"午餐","2015-02-02"
"132",142,"夹里脊饼",2,"晚餐","2015-01-30"
"133",143,"南瓜小米粥",2,"晚餐","2015-01-30"
"134",144,"肉串",2,"午餐","2015-01-30"
"135",145,"南瓜小米粥",2,"午餐","2015-01-30"
"136",146,"鸡蛋灌饼",2,"午餐","2015-01-30"
"137",147,"火腿卷",2,"晚餐","2015-01-28"
"138",148,"大肉串",2,"晚餐","2015-01-28"
"139",149,"大米(小)",2,"午餐","2015-01-16"
"140",150,"干锅土豆片(套)",2,"午餐","2015-01-16"
"141",151,"手撕包菜(套)",2,"午餐","2015-01-16"
"142",152,"肉串",2,"午餐","2015-01-15"
"143",153,"炒米粉",2,"午餐","2015-01-15"
"144",154,"肉串",2,"晚餐","2015-01-13"
"145",155,"尖椒肉丝(套)",2,"午餐","2015-01-13"
"146",156,"手撕包菜(套)",2,"午餐","2015-01-13"
"147",157,"大米(小)",2,"午餐","2015-01-13"
"148",158,"炸大串",2,"晚餐","2015-01-09"
"149",159,"肉串",2,"午餐","2015-01-09"
"150",160,"雪菜肉丝面",2,"午餐","2015-01-09"
"151",161,"手撕包菜(套)",2,"晚餐","2015-01-08"
"152",162,"炒方便面",2,"午餐","2015-01-08"
"153",163,"黑米粥",2,"午餐","2015-01-08"
"154",164,"大米(小)",2,"午餐","2015-01-06"
"155",165,"玉米粒(套)",2,"午餐","2015-01-06"
"156",166,"手撕包菜(套)",2,"午餐","2015-01-06"
"157",167,"鸡肉火腿肠",2,"晚餐","2015-01-04"
"158",168,"南瓜小米粥",2,"晚餐","2015-01-04"
