"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"肉臊子面",2,"午餐","2015-06-23"
"4",14,"豆角土豆条(套)",2,"晚餐","2015-06-19"
"5",15,"大米",2,"晚餐","2015-06-19"
"6",16,"肉臊子面",2,"午餐","2015-06-19"
"7",17,"香菇油菜(套)",2,"晚餐","2015-06-18"
"8",18,"大米",2,"晚餐","2015-06-18"
"9",19,"鱼香肉丝(套)",2,"晚餐","2015-06-17"
"10",20,"绿豆小米粥",2,"晚餐","2015-06-17"
"11",21,"番茄牛肉饭",2,"午餐","2015-06-17"
"12",22,"咖喱鸡块饭",2,"午餐","2015-06-15"
"13",23,"番茄牛肉饭",2,"午餐","2015-06-12"
"14",24,"西红柿炒鸡蛋(套)",2,"午餐","2015-06-08"
"15",25,"尖椒肉丝(套)",2,"午餐","2015-06-08"
"16",26,"大米",2,"午餐","2015-06-08"
"17",27,"尖椒肉丝(套)",2,"午餐","2015-06-08"
"18",28,"大米",2,"午餐","2015-06-08"
"19",29,"西红柿炒鸡蛋(套)",2,"午餐","2015-06-08"
"20",30,"尖椒肉丝(套)",2,"午餐","2015-06-03"
"21",31,"家常豆腐(套)",2,"午餐","2015-06-03"
"22",32,"大米",2,"午餐","2015-06-03"
"23",33,"西红柿炒鸡蛋(套)",2,"午餐","2015-06-01"
"24",34,"大米",2,"午餐","2015-06-01"
"25",35,"苜蓿肉(套)",2,"晚餐","2015-05-29"
"26",36,"豆角肉丝",2,"晚餐","2015-05-27"
"27",37,"黑米粥",2,"晚餐","2015-05-27"
"28",38,"大米",2,"午餐","2015-05-27"
"29",39,"尖椒肉丝(套)",2,"午餐","2015-05-27"
"30",40,"家常豆腐(套)",2,"午餐","2015-05-27"
"31",41,"红烧牛肉丸(套)",2,"午餐","2015-05-25"
"32",42,"手撕包菜(套)",2,"午餐","2015-05-25"
"33",43,"大米",2,"午餐","2015-05-25"
"34",44,"西红柿炒鸡蛋(套)",2,"午餐","2015-05-25"
"35",45,"腐竹烧肉(套)",2,"午餐","2015-05-25"
"36",46,"大米",2,"午餐","2015-05-25"
"37",47,"香辣排骨饭",2,"晚餐","2015-05-22"
"38",48,"三鲜米线",2,"午餐","2015-05-22"
"39",49,"尖椒肉丝(套)",2,"晚餐","2015-05-21"
"40",50,"手撕包菜(套)",2,"午餐","2015-05-21"
"41",51,"大米",2,"午餐","2015-05-21"
"42",52,"红烧牛肉丸(套)",2,"午餐","2015-05-21"
"43",53,"西红柿炒鸡蛋(套)",2,"午餐","2015-05-21"
"44",54,"酸辣茄条(套)",2,"午餐","2015-05-21"
"45",55,"大米",2,"午餐","2015-05-21"
"46",56,"尖椒肉丝(套)",2,"晚餐","2015-05-20"
"47",57,"雪菜肉丝面",2,"午餐","2015-05-18"
"48",58,"黄焖鸡米饭",3,"午餐","2015-05-15"
"49",59,"京酱肉丝米饭",2,"午餐","2015-05-14"
"50",60,"皮蛋瘦肉粥",2,"晚餐","2015-05-13"
"51",61,"素馅饼",2,"晚餐","2015-05-13"
"52",62,"皮蛋瘦肉粥",2,"晚餐","2015-05-13"
"53",63,"夹火腿饼",2,"晚餐","2015-05-13"
"54",64,"炒馒头",2,"午餐","2015-05-12"
"55",65,"牛肉炒米",2,"午餐","2015-05-12"
"56",66,"素打卤面",2,"午餐","2015-05-12"
"57",67,"素打卤面",2,"午餐","2015-05-12"
"58",68,"黑米粥",2,"晚餐","2015-05-11"
"59",69,"京酱肉丝米饭",2,"午餐","2015-05-11"
"60",70,"京酱肉丝米饭",2,"午餐","2015-05-11"
"61",71,"绿豆小米粥",2,"晚餐","2015-05-04"
"62",72,"素打卤面",2,"午餐","2015-05-04"
"63",73,"黑椒猪排饭",2,"午餐","2015-04-30"
"64",74,"粉丝菠菜（套）",2,"晚餐","2015-04-29"
"65",75,"豆角土豆条(套)",2,"午餐","2015-04-29"
"66",76,"大米",2,"午餐","2015-04-29"
"67",77,"热干面",2,"午餐","2015-04-28"
"68",78,"豆角土豆条(套)",2,"晚餐","2015-04-27"
"69",79,"雪菜肉丝面",2,"午餐","2015-04-16"
"70",80,"大果粒",2,"午餐","2015-04-15"
"71",81,"叉烧肉炒饭",2,"午餐","2015-04-15"
"72",82,"老干妈肉丁炒米",2,"午餐","2015-04-14"
"73",83,"雪菜肉丝面",2,"晚餐","2015-03-30"
"74",84,"南瓜饼",2,"晚餐","2015-03-27"
"75",85,"大果粒",2,"午餐","2015-03-26"
"76",86,"汉堡",2,"晚餐","2015-03-20"
"77",87,"热饮",2,"晚餐","2015-03-19"
"78",88,"雪菜肉丝面",2,"晚餐","2015-03-19"
"79",89,"热饮",2,"晚餐","2015-03-16"
"80",90,"大果粒",2,"晚餐","2015-03-13"
"81",91,"莫斯利安",2,"晚餐","2015-03-10"
"82",92,"素馅饼",2,"晚餐","2015-03-10"
"83",93,"手抓饼",2,"晚餐","2015-01-30"
"84",94,"皮蛋瘦肉粥",2,"晚餐","2015-01-28"
"85",95,"蘑菇饼",2,"晚餐","2015-01-27"
"86",96,"素馅饼",2,"晚餐","2015-01-07"
"87",97,"牛肉烩饼",2,"午餐","2014-12-30"
"88",98,"炸大串",2,"晚餐","2014-12-29"
"89",99,"牛肉烩饼",2,"午餐","2014-12-26"
"90",100,"牛肉烩饼",2,"午餐","2014-12-25"
"91",101,"牛肉烩饼",2,"午餐","2014-12-24"
"92",102,"汉堡",2,"晚餐","2014-12-23"
"93",103,"热饮",2,"晚餐","2014-12-22"
"94",104,"牛肉松蛋糕",2,"晚餐","2014-12-22"
"95",105,"家常豆腐(套)",2,"午餐","2014-12-17"
"96",106,"酸辣鸭血(套)",2,"午餐","2014-12-17"
"97",107,"大米",2,"午餐","2014-12-17"
"98",108,"汉堡",2,"晚餐","2014-12-15"
"99",109,"热饮",3,"晚餐","2014-12-15"
"100",110,"砂锅炖菜（套）",2,"午餐","2014-12-15"
"101",111,"火腿排包",2,"晚餐","2014-12-10"
"102",112,"叉烧肉炒饭",2,"午餐","2014-12-10"
"103",113,"砂锅炖菜（套）",2,"午餐","2014-12-09"
"104",114,"粉丝菠菜（套）",2,"午餐","2014-12-03"
"105",115,"大烩菜(套)",2,"午餐","2014-12-03"
"106",116,"大米",2,"午餐","2014-12-03"
"107",117,"红烧牛肉丸(套)",2,"午餐","2014-12-02"
"108",118,"干锅土豆片(套)",2,"午餐","2014-12-02"
"109",119,"大米",2,"午餐","2014-12-02"
"110",120,"红烧牛肉面",2,"午餐","2014-11-26"
"111",121,"蘑菇饼",2,"晚餐","2014-11-25"
"112",122,"红烧牛肉面",2,"午餐","2014-11-21"
"113",123,"炸大串",2,"午餐","2014-11-13"
"114",124,"酱香三丁面",2,"午餐","2014-11-13"
"115",125,"酱香三丁面",2,"午餐","2014-11-13"
"116",126,"黄焖鸡面",2,"午餐","2014-11-07"
"117",127,"大米(小)",2,"午餐","2014-10-29"
"118",128,"红烧土豆片(套)",2,"午餐","2014-10-29"
"119",129,"南瓜小米粥",2,"晚餐","2014-10-28"
"120",130,"大米",2,"午餐","2014-10-28"
"121",131,"干炸蘑菇(套)",2,"午餐","2014-10-28"
"122",132,"莲菜炒肉(套)",2,"午餐","2014-10-28"
"123",133,"汉堡",2,"晚餐","2014-10-24"
"124",134,"素馅饼",2,"晚餐","2014-10-23"
"125",135,"素馅饼",2,"晚餐","2014-10-16"
"126",136,"南瓜小米粥",2,"晚餐","2014-10-16"
"127",137,"鸡蛋炒米",2,"午餐","2014-10-15"
"128",138,"绿豆小米粥",2,"晚餐","2014-10-14"
"129",139,"南瓜饼",2,"晚餐","2014-10-14"
"130",140,"宫保鸡丁(套)",2,"午餐","2014-10-11"
"131",141,"大米",2,"午餐","2014-10-11"
"132",142,"汉堡",2,"晚餐","2014-10-09"
"133",143,"热饮",2,"晚餐","2014-10-09"
"134",144,"巧克力蛋糕",2,"晚餐","2014-10-09"
"135",145,"热饮",2,"晚餐","2014-10-09"
"136",146,"大米",2,"午餐","2014-10-09"
"137",147,"大烩菜(套)",2,"午餐","2014-10-09"
"138",148,"土豆丝(套)",2,"午餐","2014-10-09"
"139",149,"大米",2,"午餐","2014-10-09"
"140",150,"苜蓿肉(套)",2,"午餐","2014-10-08"
"141",151,"大米",2,"午餐","2014-10-08"
"142",152,"南瓜小米粥",2,"晚餐","2014-09-26"
"143",153,"夹肉饼",2,"晚餐","2014-09-26"
"144",154,"绿豆小米粥",2,"晚餐","2014-09-25"
"145",155,"素馅饼",2,"晚餐","2014-09-25"
"146",156,"南瓜小米粥",2,"晚餐","2014-09-23"
"147",157,"夹鸡蛋饼",2,"晚餐","2014-09-23"
"148",158,"土豆丝(套)",2,"午餐","2014-09-23"
"149",159,"大米",2,"午餐","2014-09-23"
"150",160,"红枣酸乳",2,"晚餐","2014-09-22"
"151",161,"汉堡",2,"晚餐","2014-09-22"
"152",162,"汉堡",2,"晚餐","2014-09-22"
"153",163,"炒焖面",2,"午餐","2014-09-22"
"154",164,"南瓜小米粥",2,"晚餐","2014-09-19"
"155",165,"手抓饼",2,"晚餐","2014-09-19"
"156",166,"黑米粥",2,"晚餐","2014-09-19"
"157",167,"南瓜小米粥",2,"晚餐","2014-09-18"
