"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"黑椒猪排饭",2,"午餐","2015-08-10"
"4",14,"香菇油菜(套)",2,"晚餐","2015-06-25"
"5",15,"营养套餐",2,"早餐","2015-06-23"
"6",16,"大盘鸡面",2,"午餐","2015-06-19"
"7",17,"番茄牛肉饭",2,"午餐","2015-06-16"
"8",18,"西葫芦炒鸡蛋(套)",2,"午餐","2015-06-15"
"9",19,"过油肉(套)",2,"晚餐","2015-06-11"
"10",20,"香菇油菜(套)",2,"晚餐","2015-06-11"
"11",21,"哈雷蛋糕",2,"午餐","2015-06-10"
"12",22,"胡辣汤",2,"早餐","2015-06-10"
"13",23,"香菇油菜(套)",2,"晚餐","2015-06-09"
"14",24,"夹里脊饼",2,"晚餐","2015-06-09"
"15",25,"绿豆小米粥",2,"晚餐","2015-06-09"
"16",26,"优酸乳(袋)",2,"午餐","2015-06-09"
"17",27,"香辣排骨饭",2,"午餐","2015-06-09"
"18",28,"香辣排骨饭",2,"午餐","2015-06-09"
"19",29,"鱼香肉丝(套)",2,"晚餐","2015-06-08"
"20",30,"红枣酸乳",2,"午餐","2015-06-08"
"21",31,"红烧牛肉丸(套)",2,"午餐","2015-06-08"
"22",32,"家常豆腐(套)",2,"午餐","2015-06-08"
"23",33,"大米",2,"午餐","2015-06-08"
"24",34,"营养套餐",2,"早餐","2015-06-08"
"25",35,"西葫芦炒鸡蛋(套)",2,"晚餐","2015-06-05"
"26",36,"绿豆小米粥",2,"晚餐","2015-06-05"
"27",37,"红烧牛肉面",2,"午餐","2015-06-05"
"28",38,"馄饨",2,"早餐","2015-06-05"
"29",39,"土豆丝(套)",2,"晚餐","2015-06-04"
"30",40,"南瓜小米粥",2,"晚餐","2015-06-04"
"31",41,"黑椒猪排饭",2,"午餐","2015-06-04"
"32",42,"汉堡",2,"早餐","2015-06-04"
"33",43,"大米",3,"晚餐","2015-06-02"
"34",44,"黑米粥",2,"晚餐","2015-06-02"
"35",45,"营养套餐",2,"早餐","2015-06-02"
"36",46,"【肉丝炒拨烂子】",2,"午餐","2015-05-29"
"37",47,"豆浆",2,"早餐","2015-05-29"
"38",48,"京酱肉丝卷饼",2,"早餐","2015-05-29"
"39",49,"西红柿炒鸡蛋(套)",2,"晚餐","2015-05-28"
"40",50,"绿豆小米粥",2,"晚餐","2015-05-28"
"41",51,"香菇肉片(套)",2,"午餐","2015-05-28"
"42",52,"大米",2,"午餐","2015-05-28"
"43",53,"馄饨",2,"早餐","2015-05-28"
"44",54,"炒焖面",2,"晚餐","2015-05-27"
"45",55,"叉烧肉炒饭",2,"午餐","2015-05-27"
"46",56,"营养套餐",2,"早餐","2015-05-27"
"47",57,"麻辣豆腐(套)",2,"晚餐","2015-05-26"
"48",58,"黑米粥",2,"晚餐","2015-05-26"
"49",59,"咖喱鸡块饭",2,"午餐","2015-05-26"
"50",60,"家常豆腐(套)",2,"午餐","2015-05-25"
"51",61,"大米",2,"午餐","2015-05-25"
"52",62,"尖椒肉丝(套)",2,"午餐","2015-05-25"
"53",63,"皮蛋瘦肉粥",2,"晚餐","2015-05-22"
"54",64,"夹肉饼",2,"晚餐","2015-05-22"
"55",65,"咖喱鸡块饭",2,"午餐","2015-05-22"
"56",66,"西红柿炒鸡蛋(套)",2,"晚餐","2015-05-21"
"57",67,"黑米粥",2,"晚餐","2015-05-21"
"58",68,"红烧土豆鸡块面",2,"午餐","2015-05-21"
"59",69,"卤鸡蛋",2,"午餐","2015-05-21"
"60",70,"红枣酸乳",2,"晚餐","2015-05-15"
"61",71,"炒莜面烤栳栳",2,"晚餐","2015-05-15"
"62",72,"大米",2,"午餐","2015-05-15"
"63",73,"豆花肉片(套)",2,"午餐","2015-05-15"
"64",74,"茴子白炒粉条(套)",2,"午餐","2015-05-15"
"65",75,"黑米粥",2,"晚餐","2015-05-14"
"66",76,"【牛肉板面】",2,"午餐","2015-05-14"
"67",77,"西红柿炒鸡蛋(套)",2,"晚餐","2015-05-13"
"68",78,"绿豆小米粥",2,"晚餐","2015-05-13"
"69",79,"南瓜小米粥",2,"晚餐","2015-05-12"
"70",80,"炒馒头",2,"晚餐","2015-05-12"
"71",81,"红豆蛋糕",2,"午餐","2015-05-12"
"72",82,"京酱肉丝米饭",2,"午餐","2015-05-12"
"73",83,"黑米粥",2,"晚餐","2015-05-11"
"74",84,"南瓜小米粥",2,"晚餐","2015-05-11"
"75",85,"黑米粥",2,"晚餐","2015-05-11"
"76",86,"香辣排骨饭",2,"午餐","2015-05-11"
"77",87,"黑米粥",2,"晚餐","2015-05-08"
"78",88,"皮蛋瘦肉粥",2,"晚餐","2015-05-07"
"79",89,"番茄牛肉饭",2,"午餐","2015-05-07"
"80",90,"绿茶蛋糕",2,"午餐","2015-05-06"
"81",91,"咖喱牛肉饭",2,"午餐","2015-05-06"
"82",92,"宫保鸡丁(套)",2,"晚餐","2015-05-05"
"83",93,"巧克力蛋糕",2,"午餐","2015-05-05"
"84",94,"热狗面包",2,"午餐","2015-05-04"
"85",95,"红烧排骨面",2,"午餐","2015-05-04"
"86",96,"咖喱鸡块饭",2,"午餐","2015-04-30"
"87",97,"蛋挞",2,"晚餐","2015-04-29"
"88",98,"夹土豆条肉丝饼",2,"晚餐","2015-04-29"
"89",99,"黑米粥",2,"晚餐","2015-04-29"
"90",100,"绿茶蛋糕",2,"午餐","2015-04-29"
"91",101,"毛血旺面",2,"午餐","2015-04-29"
"92",102,"汉堡",2,"早餐","2015-04-29"
"93",103,"素馅饼",2,"晚餐","2015-04-28"
"94",104,"绿豆小米粥",2,"晚餐","2015-04-28"
"95",105,"热狗面包",2,"午餐","2015-04-28"
"96",106,"西红柿炒鸡蛋(套)",2,"午餐","2015-04-28"
"97",107,"红烧牛肉丸(套)",2,"午餐","2015-04-28"
"98",108,"大米",2,"午餐","2015-04-28"
"99",109,"肉松面包",2,"早餐","2015-04-28"
"100",110,"红枣酸乳",2,"晚餐","2015-04-27"
"101",111,"清炒莴笋（套）",2,"晚餐","2015-04-27"
"102",112,"甜玉米羹",2,"晚餐","2015-04-27"
"103",113,"豆沙包",2,"晚餐","2015-04-27"
"104",114,"香菇油菜(套)",2,"午餐","2015-04-27"
"105",115,"葱爆肉(套)",2,"午餐","2015-04-27"
"106",116,"大米",2,"午餐","2015-04-27"
"107",117,"红枣酸乳",2,"晚餐","2015-04-24"
"108",118,"南瓜小米粥",2,"晚餐","2015-04-24"
"109",119,"炒馒头",2,"晚餐","2015-04-24"
"110",120,"尖椒肉丝(套)",2,"午餐","2015-04-24"
"111",121,"家常豆腐(套)",2,"午餐","2015-04-24"
"112",122,"大米",2,"午餐","2015-04-24"
"113",123,"蛋挞",2,"晚餐","2015-04-23"
"114",124,"南瓜小米粥",2,"晚餐","2015-04-23"
"115",125,"花干(串)",2,"晚餐","2015-04-23"
"116",126,"炸薯条",2,"晚餐","2015-04-23"
"117",127,"西红柿鸡蛋面",2,"午餐","2015-04-23"
"118",128,"卤鸡蛋",2,"午餐","2015-04-23"
"119",129,"叉烧肉炒米",2,"午餐","2015-04-23"
"120",130,"【过油肉焖面】",2,"午餐","2015-04-22"
"121",131,"套餐",2,"早餐","2015-04-22"
"122",132,"热干面",2,"午餐","2015-04-21"
"123",133,"营养套餐",2,"早餐","2015-04-21"
"124",134,"黑椒猪排饭",2,"午餐","2015-04-20"
"125",135,"咖喱鸡块饭",2,"午餐","2015-04-16"
"126",136,"营养套餐",2,"早餐","2015-04-16"
"127",137,"大烩菜(套)",2,"午餐","2015-04-15"
"128",138,"葱爆肉(套)",2,"午餐","2015-04-15"
"129",139,"大米",2,"午餐","2015-04-15"
"130",140,"黑米粥",2,"晚餐","2015-04-14"
"131",141,"巧克力蛋糕",2,"午餐","2015-04-14"
"132",142,"牛肉松蛋糕",2,"早餐","2015-04-14"
"133",143,"大米",2,"午餐","2015-04-13"
"134",144,"尖椒肉丝(套)",2,"午餐","2015-04-13"
"135",145,"家常豆腐(套)",2,"午餐","2015-04-13"
"136",146,"叉烧肉炒饭",2,"午餐","2015-04-10"
"137",147,"清汤牛肉面",2,"午餐","2015-04-09"
"138",148,"黑椒猪排饭",2,"午餐","2015-04-08"
"139",149,"大果粒",2,"晚餐","2015-04-07"
"140",150,"麻辣豆腐(套)",2,"晚餐","2015-04-07"
"141",151,"大米",2,"晚餐","2015-04-07"
"142",152,"绿茶蛋糕",2,"午餐","2015-04-07"
"143",153,"黄焖鸡面",2,"午餐","2015-04-07"
"144",154,"冷饮",2,"午餐","2015-04-03"
"145",155,"尖椒肉丝(套)",2,"午餐","2015-04-03"
"146",156,"家常豆腐(套)",2,"午餐","2015-04-03"
"147",157,"大米",2,"午餐","2015-04-03"
"148",158,"学生奶",2,"早餐","2015-04-03"
"149",159,"汉堡",2,"早餐","2015-04-03"
"150",160,"卤鸡蛋",2,"午餐","2015-04-02"
"151",161,"雪菜肉丝面",2,"午餐","2015-04-02"
"152",162,"红豆蛋糕",2,"午餐","2015-04-01"
"153",163,"黑椒猪排饭",3,"午餐","2015-04-01"
"154",164,"热饮",2,"午餐","2015-03-27"
"155",165,"红烧土豆鸡块面",2,"午餐","2015-03-27"
