"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"炸酱面",2,"晚餐","2015-06-25"
"4",14,"黑椒猪排饭",2,"晚餐","2015-06-17"
"5",15,"大米(小)",2,"晚餐","2015-06-17"
"6",16,"红烧牛肉面",2,"晚餐","2015-06-15"
"7",17,"红烧牛肉面",2,"午餐","2015-06-15"
"8",18,"咖喱鸡块饭",2,"午餐","2015-06-12"
"9",19,"鸡蛋炒面",2,"晚餐","2015-06-10"
"10",20,"优酸乳(袋)",2,"晚餐","2015-06-08"
"11",21,"香辣鸡块饭",2,"晚餐","2015-06-08"
"12",22,"香辣鸡块饭",2,"晚餐","2015-06-04"
"13",23,"香辣鸡块饭",2,"午餐","2015-06-04"
"14",24,"香辣肉酱面",2,"晚餐","2015-06-02"
"15",25,"香辣鸡块饭",2,"午餐","2015-06-02"
"16",26,"太钢汽水",2,"晚餐","2015-06-01"
"17",27,"西葫芦炒鸡蛋(套)",2,"晚餐","2015-06-01"
"18",28,"葱爆肉(套)",2,"晚餐","2015-06-01"
"19",29,"大米",2,"晚餐","2015-06-01"
"20",30,"太钢汽水",2,"晚餐","2015-06-01"
"21",31,"香辣排骨饭",2,"午餐","2015-06-01"
"22",32,"西葫芦炒鸡蛋(套)",2,"晚餐","2015-05-29"
"23",33,"大米",2,"晚餐","2015-05-29"
"24",34,"辣子鸡块(套)",2,"晚餐","2015-05-29"
"25",35,"叉烧肉炒饭",2,"午餐","2015-05-29"
"26",36,"黑椒猪排饭",2,"午餐","2015-05-28"
"27",37,"香辣鸡块饭",2,"午餐","2015-05-26"
"28",38,"红烧牛肉面",2,"晚餐","2015-05-25"
"29",39,"蒸饺",2,"午餐","2015-05-25"
"30",40,"香辣鸡块饭",2,"晚餐","2015-05-22"
"31",41,"香辣鸡块饭",2,"午餐","2015-05-21"
"32",42,"香辣肉酱面",2,"晚餐","2015-05-20"
"33",43,"红烧牛肉面",2,"午餐","2015-05-18"
"34",44,"香辣鸡块饭",2,"晚餐","2015-05-15"
"35",45,"香辣鸡块饭",2,"午餐","2015-05-15"
"36",46,"香辣排骨饭",2,"晚餐","2015-05-14"
"37",47,"西红柿鸡蛋面",2,"晚餐","2015-05-13"
"38",48,"蛋挞",2,"晚餐","2015-05-12"
"39",49,"汉堡",2,"晚餐","2015-05-12"
"40",50,"香辣鸡块饭",2,"晚餐","2015-05-11"
"41",51,"京酱肉丝米饭",2,"午餐","2015-05-11"
"42",52,"夹鸡蛋饼",2,"午餐","2015-05-09"
"43",53,"蛋挞",2,"晚餐","2015-05-08"
"44",54,"香辣排骨饭",2,"晚餐","2015-05-08"
"45",55,"豆角土豆条(套)",2,"午餐","2015-05-08"
"46",56,"大米",2,"午餐","2015-05-08"
"47",57,"豆花肉片(套)",2,"午餐","2015-05-08"
"48",58,"香辣排骨饭",2,"晚餐","2015-05-07"
"49",59,"香菇肉片(套)",2,"午餐","2015-05-07"
"50",60,"土豆鸡块(套)",2,"午餐","2015-05-07"
"51",61,"大米",2,"午餐","2015-05-07"
"52",62,"红烧牛肉丸(套)",2,"晚餐","2015-05-06"
"53",63,"尖椒肉丝(套)",2,"晚餐","2015-05-06"
"54",64,"大米",2,"晚餐","2015-05-06"
"55",65,"优酸乳(盒)",2,"晚餐","2015-05-05"
"56",66,"大米(小)",2,"晚餐","2015-05-05"
"57",67,"黑椒猪排饭",2,"晚餐","2015-05-05"
"58",68,"炸酱面",2,"午餐","2015-05-05"
"59",69,"炸酱面",2,"午餐","2015-05-05"
"60",70,"热饮",2,"晚餐","2015-05-04"
"61",71,"热饮",2,"晚餐","2015-05-04"
"62",72,"干炸蘑菇(套)",2,"午餐","2015-05-04"
"63",73,"土豆条炒虾(套)",2,"午餐","2015-05-04"
"64",74,"大米",2,"午餐","2015-05-04"
"65",75,"土豆汉堡",2,"午餐","2015-04-29"
"66",76,"夹鸡蛋饼",2,"晚餐","2015-04-28"
"67",77,"夹里脊饼",2,"晚餐","2015-04-28"
"68",78,"红烧牛肉丸(套)",2,"午餐","2015-04-28"
"69",79,"干锅土豆片(套)",2,"午餐","2015-04-28"
"70",80,"大米",2,"午餐","2015-04-28"
"71",81,"蛋挞",2,"午餐","2015-04-27"
"72",82,"红烧牛肉丸(套)",2,"午餐","2015-04-27"
"73",83,"干锅土豆片(套)",2,"午餐","2015-04-27"
"74",84,"大米",3,"午餐","2015-04-27"
"75",85,"叉烧肉炒饭",2,"晚餐","2015-04-24"
"76",86,"干锅土豆片(套)",2,"午餐","2015-04-24"
"77",87,"大米",2,"午餐","2015-04-24"
"78",88,"红烧牛肉丸(套)",2,"午餐","2015-04-24"
"79",89,"蛋挞",2,"晚餐","2015-04-23"
"80",90,"大米(小)",2,"晚餐","2015-04-23"
"81",91,"黑椒猪排饭",2,"晚餐","2015-04-23"
"82",92,"南瓜饼",2,"午餐","2015-04-23"
"83",93,"手抓饼",2,"午餐","2015-04-23"
"84",94,"蛋挞",2,"晚餐","2015-04-21"
"85",95,"夹鸡蛋饼",2,"晚餐","2015-04-21"
"86",96,"夹火腿饼",2,"晚餐","2015-04-21"
"87",97,"蛋挞",2,"午餐","2015-04-21"
"88",98,"培根面包",2,"晚餐","2015-04-20"
"89",99,"大米",2,"午餐","2015-04-20"
"90",100,"黄焖鸡米饭",2,"午餐","2015-04-20"
"91",101,"红枣酸乳",2,"晚餐","2015-04-17"
"92",102,"大米",2,"午餐","2015-04-17"
"93",103,"香菇油菜(套)",2,"午餐","2015-04-17"
"94",104,"大烩菜(套)",2,"午餐","2015-04-17"
"95",105,"红烧牛肉面",2,"午餐","2015-04-15"
"96",106,"干炸蘑菇(套)",2,"午餐","2015-04-14"
"97",107,"大米",2,"午餐","2015-04-14"
"98",108,"优酸乳(盒)",2,"晚餐","2015-04-13"
"99",109,"大米(小)",2,"晚餐","2015-04-13"
"100",110,"莲菜炒肉(套)",3,"晚餐","2015-04-13"
"101",111,"菜花炒肉(套)",2,"午餐","2015-04-13"
"102",112,"干炸蘑菇(套)",2,"午餐","2015-04-13"
"103",113,"汉堡",2,"晚餐","2015-04-12"
"104",114,"黑椒猪排饭",2,"晚餐","2015-04-10"
"105",115,"红烧牛肉丸(套)",2,"午餐","2015-04-10"
"106",116,"鱼香肉丝(套)",2,"午餐","2015-04-10"
"107",117,"大米",2,"午餐","2015-04-10"
"108",118,"炸薯条",2,"晚餐","2015-04-09"
"109",119,"红烧牛肉面",2,"午餐","2015-04-09"
"110",120,"优酸乳(袋)",2,"晚餐","2015-04-08"
"111",121,"大米(小)",2,"晚餐","2015-04-07"
"112",122,"黑椒猪排饭",2,"晚餐","2015-04-07"
"113",123,"黑椒猪排饭",2,"晚餐","2015-04-03"
"114",124,"黄焖鸡面",2,"午餐","2015-04-02"
"115",125,"黑椒猪排饭",2,"晚餐","2015-04-01"
"116",126,"肉酱面",2,"午餐","2015-04-01"
"117",127,"黑椒猪排饭",2,"晚餐","2015-03-31"
"118",128,"干炸蘑菇(套)",2,"午餐","2015-03-31"
"119",129,"回锅肉(套)",2,"午餐","2015-03-31"
"120",130,"大米",2,"午餐","2015-03-31"
"121",131,"大米",2,"午餐","2015-03-30"
"122",132,"红烧牛肉丸(套)",2,"午餐","2015-03-30"
"123",133,"酸辣鸭血(套)",2,"午餐","2015-03-30"
"124",134,"红烧牛肉面",2,"午餐","2015-03-27"
"125",135,"红烧牛肉面",2,"晚餐","2015-03-25"
"126",136,"夹火腿饼",2,"午餐","2015-03-25"
"127",137,"土豆汉堡",2,"午餐","2015-03-25"
"128",138,"鸡蛋灌饼",2,"午餐","2015-03-24"
"129",139,"红烧牛肉面",2,"午餐","2015-03-23"
"130",140,"红烧牛肉面",2,"午餐","2015-03-20"
"131",141,"红枣酸乳",2,"晚餐","2015-03-18"
"132",142,"叉烧肉炒饭",2,"晚餐","2015-03-18"
"133",143,"清汤牛肉面",2,"午餐","2015-03-18"
"134",144,"红烧牛肉面",2,"午餐","2015-03-17"
"135",145,"优酸乳(袋)",3,"晚餐","2015-03-16"
"136",146,"红烧牛肉面",2,"午餐","2015-03-16"
"137",147,"红烧牛肉面",2,"午餐","2015-03-13"
"138",148,"红烧牛肉面",2,"晚餐","2015-03-12"
"139",149,"红烧牛肉面",2,"晚餐","2015-03-11"
"140",150,"大米(小)",2,"晚餐","2015-03-10"
"141",151,"干炸蘑菇(套)",2,"晚餐","2015-03-10"
"142",152,"叉烧肉炒饭",2,"午餐","2015-03-10"
"143",153,"优酸乳(袋)",2,"晚餐","2015-03-09"
"144",154,"红烧牛肉面",2,"晚餐","2015-03-09"
"145",155,"葱爆肉(套)",2,"午餐","2015-03-09"
"146",156,"土豆鸡块(套)",2,"午餐","2015-03-09"
"147",157,"大米",2,"午餐","2015-03-09"
"148",158,"汉堡",2,"晚餐","2015-02-05"
"149",159,"优酸乳(盒)",2,"晚餐","2015-02-03"
"150",160,"夹肉饼",2,"晚餐","2015-02-03"
"151",161,"红烧牛肉面",2,"晚餐","2015-02-02"
"152",162,"汉堡",2,"午餐","2015-02-02"
"153",163,"叉烧肉炒饭",2,"晚餐","2015-01-30"
"154",164,"红烧牛肉面",2,"午餐","2015-01-30"
