"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"红烧排骨面",2,"午餐","2015-08-06"
"4",14,"红烧肉(套)",2,"午餐","2015-06-23"
"5",15,"玉米粒(套)",2,"午餐","2015-06-23"
"6",16,"大米",2,"午餐","2015-06-23"
"7",17,"红烧牛肉面",2,"午餐","2015-06-19"
"8",18,"红烧牛肉面",2,"午餐","2015-06-19"
"9",19,"红烧牛肉面",2,"午餐","2015-06-18"
"10",20,"炸酱面",2,"午餐","2015-06-16"
"11",21,"腐竹烧肉(套)",2,"晚餐","2015-06-15"
"12",22,"手撕包菜(套)",2,"晚餐","2015-06-15"
"13",23,"大米",2,"晚餐","2015-06-15"
"14",24,"甜玉米羹",2,"晚餐","2015-06-12"
"15",25,"香菇油菜(套)",2,"晚餐","2015-06-12"
"16",26,"回锅肉(套)",2,"晚餐","2015-06-12"
"17",27,"红烧茄子(套)",2,"午餐","2015-06-11"
"18",28,"宫保鸡丁(套)",2,"午餐","2015-06-11"
"19",29,"大米",2,"午餐","2015-06-11"
"20",30,"西芹香干(套)",2,"午餐","2015-06-09"
"21",31,"鱼香肉丝(套)",2,"午餐","2015-06-09"
"22",32,"大米",2,"午餐","2015-06-09"
"23",33,"豆角肉丝",2,"晚餐","2015-06-08"
"24",34,"尖椒肉丝(套)",2,"晚餐","2015-06-08"
"25",35,"香菇油菜(套)",2,"午餐","2015-06-08"
"26",36,"鱼香肉丝(套)",2,"午餐","2015-06-08"
"27",37,"香辣鸡块饭",2,"晚餐","2015-06-05"
"28",38,"红烧土豆片(套)",2,"午餐","2015-06-05"
"29",39,"大米",2,"午餐","2015-06-05"
"30",40,"大烩菜(套)",2,"午餐","2015-06-05"
"31",41,"宫保鸡丁(套)",2,"晚餐","2015-06-04"
"32",42,"豆角肉丝",2,"晚餐","2015-06-04"
"33",43,"大米",2,"晚餐","2015-06-04"
"34",44,"大盘鸡面",2,"午餐","2015-06-04"
"35",45,"香辣肉酱面",2,"晚餐","2015-06-03"
"36",46,"红茶",2,"午餐","2015-06-03"
"37",47,"苜蓿肉(套)",2,"午餐","2015-06-03"
"38",48,"香菇油菜(套)",2,"午餐","2015-06-03"
"39",49,"香菇肉片(套)",2,"午餐","2015-06-02"
"40",50,"香菇油菜(套)",2,"午餐","2015-06-02"
"41",51,"大米",2,"午餐","2015-06-02"
"42",52,"香辣肉酱面",2,"晚餐","2015-06-01"
"43",53,"香辣肉酱面",2,"晚餐","2015-06-01"
"44",54,"牛肉炒米",2,"午餐","2015-06-01"
"45",55,"热干面",2,"午餐","2015-06-01"
"46",56,"香辣排骨饭",2,"晚餐","2015-05-29"
"47",57,"粉丝菠菜（套）",2,"午餐","2015-05-29"
"48",58,"红烧土豆片(套)",2,"午餐","2015-05-29"
"49",59,"大米",2,"午餐","2015-05-29"
"50",60,"大米(小)",2,"晚餐","2015-05-27"
"51",61,"西红柿炒鸡蛋(套)",2,"晚餐","2015-05-27"
"52",62,"手撕包菜(套)",2,"晚餐","2015-05-27"
"53",63,"大米",2,"晚餐","2015-05-27"
"54",64,"豆角肉丝",2,"午餐","2015-05-27"
"55",65,"大米(小)",2,"午餐","2015-05-27"
"56",66,"腐竹烧肉(套)",2,"午餐","2015-05-27"
"57",67,"大米",2,"午餐","2015-05-27"
"58",68,"京酱肉丝米饭",2,"晚餐","2015-05-26"
"59",69,"西芹香干(套)",2,"午餐","2015-05-26"
"60",70,"土豆丝(套)",2,"午餐","2015-05-26"
"61",71,"大米",3,"午餐","2015-05-26"
"62",72,"红烧土豆片(套)",2,"午餐","2015-05-25"
"63",73,"鱼香肉丝(套)",2,"午餐","2015-05-25"
"64",74,"大米",2,"午餐","2015-05-25"
"65",75,"大米",2,"晚餐","2015-05-22"
"66",76,"豆角肉丝",2,"晚餐","2015-05-22"
"67",77,"西红柿炒鸡蛋(套)",2,"晚餐","2015-05-22"
"68",78,"香辣肉酱面",2,"午餐","2015-05-22"
"69",79,"香菇肉丁面",2,"午餐","2015-05-21"
"70",80,"香辣排骨饭",2,"晚餐","2015-05-20"
"71",81,"香菇油菜(套)",2,"午餐","2015-05-18"
"72",82,"粉丝菠菜（套）",2,"午餐","2015-05-18"
"73",83,"红烧土豆片(套)",2,"晚餐","2015-05-15"
"74",84,"粉丝菠菜（套）",2,"晚餐","2015-05-15"
"75",85,"粉丝菠菜（套）",2,"午餐","2015-05-15"
"76",86,"大米(小)",2,"午餐","2015-05-15"
"77",87,"香菇油菜(套)",2,"午餐","2015-05-15"
"78",88,"香菇油菜(套)",2,"午餐","2015-05-15"
"79",89,"鱼香肉丝(套)",2,"午餐","2015-05-15"
"80",90,"大米",2,"午餐","2015-05-15"
"81",91,"香辣排骨饭",2,"晚餐","2015-05-14"
"82",92,"热干面",2,"午餐","2015-05-14"
"83",93,"干锅土豆片(套)",2,"午餐","2015-05-13"
"84",94,"大米",2,"午餐","2015-05-13"
"85",95,"西红柿炒鸡蛋(套)",2,"午餐","2015-05-13"
"86",96,"京酱肉丝米饭",2,"晚餐","2015-05-12"
"87",97,"香辣鸡块饭",2,"午餐","2015-05-12"
"88",98,"热干面",2,"午餐","2015-05-11"
"89",99,"皮蛋瘦肉粥",2,"晚餐","2015-05-08"
"90",100,"西葫芦炒鸡蛋(套)",2,"晚餐","2015-05-08"
"91",101,"红烧土豆片(套)",2,"晚餐","2015-05-08"
"92",102,"大米",3,"晚餐","2015-05-08"
"93",103,"大果粒",2,"午餐","2015-05-08"
"94",104,"豆角土豆条(套)",2,"午餐","2015-05-08"
"95",105,"香辣肉酱面",2,"午餐","2015-05-08"
"96",106,"西芹香干(套)",2,"晚餐","2015-05-07"
"97",107,"宫保鸡丁(套)",2,"晚餐","2015-05-07"
"98",108,"大米",2,"晚餐","2015-05-07"
"99",109,"番茄牛肉饭",2,"午餐","2015-05-07"
"100",110,"豆角土豆条(套)",2,"晚餐","2015-05-06"
"101",111,"麻辣豆腐(套)",2,"晚餐","2015-05-06"
"102",112,"茴子白炒粉条(套)",2,"晚餐","2015-05-06"
"103",113,"炸酱面",2,"晚餐","2015-05-06"
"104",114,"玉米粒(套)",2,"午餐","2015-05-05"
"105",115,"大米",2,"午餐","2015-05-05"
"106",116,"西红柿炒鸡蛋(套)",2,"午餐","2015-05-05"
"107",117,"红烧排骨面",2,"午餐","2015-05-04"
"108",118,"优酸乳(盒)",2,"午餐","2015-04-30"
"109",119,"热干面",2,"午餐","2015-04-30"
"110",120,"红烧排骨面",2,"晚餐","2015-04-29"
"111",121,"葡萄干蛋糕",2,"午餐","2015-04-29"
"112",122,"红烧排骨面",2,"午餐","2015-04-29"
"113",123,"鸡肉火腿肠",2,"晚餐","2015-04-28"
"114",124,"蛋挞",3,"晚餐","2015-04-28"
"115",125,"红枣酸乳",2,"晚餐","2015-04-27"
"116",126,"蛋挞",2,"午餐","2015-04-27"
"117",127,"大米(小)",2,"午餐","2015-04-27"
"118",128,"香菇肉片(套)",2,"午餐","2015-04-27"
"119",129,"香菇油菜(套)",2,"午餐","2015-04-27"
"120",130,"西葫芦炒鸡蛋(套)",2,"午餐","2015-04-27"
"121",131,"大米",2,"午餐","2015-04-27"
"122",132,"大米(小)",2,"午餐","2015-04-27"
"123",133,"大米",3,"晚餐","2015-04-24"
"124",134,"糖醋里脊(套)",2,"晚餐","2015-04-24"
"125",135,"土豆条炒虾(套)",2,"午餐","2015-04-24"
"126",136,"大米",2,"午餐","2015-04-24"
"127",137,"西红柿炒鸡蛋(套)",2,"晚餐","2015-04-23"
"128",138,"大米",2,"晚餐","2015-04-23"
"129",139,"西红柿炒鸡蛋(套)",2,"午餐","2015-04-22"
"130",140,"玉米粒(套)",2,"午餐","2015-04-22"
"131",141,"大米",2,"午餐","2015-04-22"
"132",142,"土豆丝(套)",2,"午餐","2015-04-21"
"133",143,"宫保鸡丁(套)",2,"午餐","2015-04-21"
"134",144,"大米",2,"午餐","2015-04-21"
"135",145,"麻辣豆腐(套)",2,"午餐","2015-04-20"
"136",146,"尖椒肉丝(套)",2,"午餐","2015-04-20"
"137",147,"大米",3,"午餐","2015-04-20"
"138",148,"西红柿炒鸡蛋(套)",2,"晚餐","2015-04-16"
"139",149,"红烧牛肉丸(套)",2,"晚餐","2015-04-16"
"140",150,"大米",2,"晚餐","2015-04-16"
"141",151,"菠萝鸡丁",2,"午餐","2015-04-15"
"142",152,"豆角土豆条(套)",2,"午餐","2015-04-15"
"143",153,"大米",2,"午餐","2015-04-15"
"144",154,"叉烧肉炒饭",2,"午餐","2015-04-14"
"145",155,"肉酱面",2,"午餐","2015-04-13"
"146",156,"麻辣豆腐(套)",2,"午餐","2015-04-10"
"147",157,"苜蓿肉(套)",2,"午餐","2015-04-10"
"148",158,"大米",3,"午餐","2015-04-10"
"149",159,"葡萄干蛋糕",2,"晚餐","2015-04-08"
"150",160,"葡萄干蛋糕",2,"晚餐","2015-04-08"
"151",161,"250冠益乳",2,"午餐","2015-04-07"
"152",162,"黄焖鸡面",2,"午餐","2015-04-07"
"153",163,"黑椒猪排饭",2,"晚餐","2015-04-03"
"154",164,"叉烧肉炒饭",2,"午餐","2015-04-03"
"155",165,"黄焖鸡面",2,"午餐","2015-04-01"
