"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"咖喱鸡块饭",3,"午餐","2015-08-04"
"4",14,"咖喱鸡块饭",2,"午餐","2015-06-25"
"5",15,"黑椒猪排饭",3,"午餐","2015-06-23"
"6",16,"咖喱鸡块饭",2,"午餐","2015-06-17"
"7",17,"番茄牛肉饭",2,"午餐","2015-06-16"
"8",18,"红烧肉(套)",2,"午餐","2015-06-10"
"9",19,"干锅土豆片(套)",2,"午餐","2015-06-10"
"10",20,"大米",2,"午餐","2015-06-10"
"11",21,"红烧肉(套)",2,"午餐","2015-06-09"
"12",22,"家常豆腐(套)",2,"午餐","2015-06-09"
"13",23,"大米",2,"午餐","2015-06-09"
"14",24,"清炒莴笋（套）",2,"午餐","2015-06-09"
"15",25,"红烧肉(套)",2,"午餐","2015-06-09"
"16",26,"大米",2,"午餐","2015-06-09"
"17",27,"苜蓿肉(套)",2,"午餐","2015-06-08"
"18",28,"回锅肉(套)",2,"午餐","2015-06-08"
"19",29,"大米",2,"午餐","2015-06-08"
"20",30,"清炒莴笋（套）",2,"午餐","2015-06-08"
"21",31,"酸辣鸭血(套)",2,"午餐","2015-06-08"
"22",32,"大米",2,"午餐","2015-06-08"
"23",33,"清炒莴笋（套）",2,"午餐","2015-06-05"
"24",34,"红烧牛肉丸(套)",2,"午餐","2015-06-05"
"25",35,"大米",2,"午餐","2015-06-05"
"26",36,"红烧肉(套)",2,"午餐","2015-06-05"
"27",37,"酸辣茄条(套)",2,"午餐","2015-06-05"
"28",38,"大米",2,"午餐","2015-06-05"
"29",39,"火腿排包",2,"早餐","2015-06-05"
"30",40,"大米",2,"午餐","2015-06-04"
"31",41,"回锅肉(套)",2,"午餐","2015-06-04"
"32",42,"辣子鸡块(套)",2,"午餐","2015-06-04"
"33",43,"豆角土豆条(套)",2,"午餐","2015-06-03"
"34",44,"红烧肉(套)",2,"午餐","2015-06-03"
"35",45,"大米",2,"午餐","2015-06-03"
"36",46,"土豆条炒虾(套)",2,"午餐","2015-06-01"
"37",47,"尖椒肉丝(套)",2,"午餐","2015-06-01"
"38",48,"大米",2,"午餐","2015-06-01"
"39",49,"大米",2,"午餐","2015-05-29"
"40",50,"红烧肉(套)",2,"午餐","2015-05-29"
"41",51,"家常豆腐(套)",2,"午餐","2015-05-29"
"42",52,"清炒莴笋（套）",2,"午餐","2015-05-29"
"43",53,"腐竹烧肉(套)",2,"午餐","2015-05-29"
"44",54,"大米",2,"午餐","2015-05-29"
"45",55,"土豆条炒虾(套)",2,"午餐","2015-05-28"
"46",56,"宫保鸡丁(套)",2,"午餐","2015-05-28"
"47",57,"大米",2,"午餐","2015-05-28"
"48",58,"大米",2,"午餐","2015-05-27"
"49",59,"红烧牛肉丸(套)",2,"午餐","2015-05-27"
"50",60,"酸辣茄条(套)",2,"午餐","2015-05-27"
"51",61,"咖喱鸡块饭",2,"午餐","2015-05-26"
"52",62,"咖喱鸡块饭",2,"午餐","2015-05-26"
"53",63,"番茄牛肉饭",2,"午餐","2015-05-21"
"54",64,"辣子鸡块(套)",2,"午餐","2015-05-15"
"55",65,"西葫芦炒鸡蛋(套)",2,"午餐","2015-05-15"
"56",66,"咖喱鸡块饭",2,"午餐","2015-05-15"
"57",67,"牛肉松蛋糕",2,"早餐","2015-05-15"
"58",68,"番茄牛肉饭",2,"午餐","2015-05-14"
"59",69,"大盘鸡面",2,"午餐","2015-05-13"
"60",70,"大盘鸡面",2,"午餐","2015-05-13"
"61",71,"咖喱鸡块饭",2,"午餐","2015-05-08"
"62",72,"土豆条炒虾(套)",2,"午餐","2015-05-07"
"63",73,"宫保鸡丁(套)",2,"午餐","2015-05-07"
"64",74,"大米",2,"午餐","2015-05-07"
"65",75,"番茄牛肉饭",2,"午餐","2015-05-06"
"66",76,"咖喱鸡块饭",2,"午餐","2015-05-05"
"67",77,"咖喱鸡块饭",2,"午餐","2015-05-05"
"68",78,"黑椒猪排饭",2,"午餐","2015-04-30"
"69",79,"咖喱鸡块饭",3,"午餐","2015-04-28"
"70",80,"干炸蘑菇(套)",2,"午餐","2015-04-24"
"71",81,"大烩菜(套)",2,"午餐","2015-04-24"
"72",82,"大米",2,"午餐","2015-04-24"
"73",83,"干炸蘑菇(套)",2,"午餐","2015-04-24"
"74",84,"土豆条炒虾(套)",2,"午餐","2015-04-24"
"75",85,"大米",2,"午餐","2015-04-24"
"76",86,"冷饮",5,"午餐","2015-04-23"
"77",87,"黑椒猪排饭",2,"午餐","2015-04-23"
"78",88,"黑椒猪排饭",2,"午餐","2015-04-23"
"79",89,"刷酱饼",2,"午餐","2015-04-22"
"80",90,"热干面",2,"午餐","2015-04-22"
"81",91,"黄焖鸡块面",2,"午餐","2015-04-20"
"82",92,"咖喱鸡块饭",2,"午餐","2015-04-15"
"83",93,"干炸蘑菇(套)",2,"午餐","2015-03-27"
"84",94,"鱼香肉丝(套)",2,"午餐","2015-03-27"
"85",95,"大米",2,"午餐","2015-03-27"
"86",96,"大米",2,"午餐","2015-03-27"
"87",97,"干炸蘑菇(套)",2,"午餐","2015-03-27"
"88",98,"西葫芦炒鸡蛋(套)",2,"午餐","2015-03-27"
"89",99,"咖喱藕丁（套）",2,"午餐","2015-03-24"
"90",100,"莲菜炒肉(套)",2,"午餐","2015-03-24"
"91",101,"大米",2,"午餐","2015-03-24"
"92",102,"土豆鸡块(套)",2,"午餐","2015-03-24"
"93",103,"红烧茄子(套)",2,"午餐","2015-03-24"
"94",104,"大米",2,"午餐","2015-03-24"
"95",105,"牛肉松蛋糕",2,"早餐","2015-03-23"
"96",106,"大米",2,"午餐","2015-03-18"
"97",107,"红烧肉(套)",2,"午餐","2015-03-18"
"98",108,"腐竹烧肉(套)",2,"午餐","2015-03-18"
"99",109,"红烧肉(套)",2,"午餐","2015-03-18"
"100",110,"腐竹烧肉(套)",2,"午餐","2015-03-18"
"101",111,"大米",2,"午餐","2015-03-18"
"102",112,"菠萝肉片",2,"午餐","2015-03-17"
"103",113,"腐竹烧肉(套)",2,"午餐","2015-03-17"
"104",114,"大米",2,"午餐","2015-03-17"
"105",115,"砂锅炖菜（套）",2,"午餐","2015-03-11"
"106",116,"砂锅炖菜（套）",2,"午餐","2015-03-11"
"107",117,"砂锅炖菜（套）",2,"午餐","2015-03-10"
"108",118,"叉烧肉炒饭",2,"午餐","2015-03-09"
"109",119,"叉烧肉炒饭",2,"午餐","2015-02-06"
"110",120,"叉烧肉炒饭",2,"晚餐","2015-01-30"
"111",121,"叉烧肉炒饭",2,"晚餐","2015-01-29"
"112",122,"豆角土豆条(套)",2,"午餐","2015-01-13"
"113",123,"红烧肉(套)",2,"午餐","2015-01-13"
"114",124,"大米",2,"午餐","2015-01-13"
"115",125,"红烧牛肉丸(套)",2,"午餐","2015-01-13"
"116",126,"腐竹烧肉(套)",2,"午餐","2015-01-13"
"117",127,"大米",2,"午餐","2015-01-13"
"118",128,"咖喱藕丁（套）",2,"午餐","2014-12-30"
"119",129,"宫保鸡丁(套)",2,"午餐","2014-12-30"
"120",130,"大米",2,"午餐","2014-12-30"
"121",131,"香菇油菜(套)",2,"午餐","2014-12-30"
"122",132,"红烧茄子(套)",2,"午餐","2014-12-30"
"123",133,"大米",2,"午餐","2014-12-30"
"124",134,"牛肉烩饼",2,"午餐","2014-12-29"
"125",135,"红烧排骨面",2,"午餐","2014-12-29"
"126",136,"西葫芦炒鸡蛋(套)",2,"午餐","2014-12-26"
"127",137,"大米",2,"午餐","2014-12-26"
"128",138,"干炸蘑菇(套)",2,"午餐","2014-12-26"
"129",139,"干炸蘑菇(套)",2,"午餐","2014-12-26"
"130",140,"鱼香肉丝(套)",2,"午餐","2014-12-26"
"131",141,"大米",2,"午餐","2014-12-26"
"132",142,"葡萄酥",3,"午餐","2014-12-23"
"133",143,"肉香热干面",2,"午餐","2014-12-23"
"134",144,"葡萄酥",3,"午餐","2014-12-19"
"135",145,"大米",2,"午餐","2014-12-19"
"136",146,"尖椒肉丝(套)",2,"午餐","2014-12-19"
"137",147,"家常豆腐(套)",2,"午餐","2014-12-19"
"138",148,"砂锅炖菜（套）",2,"午餐","2014-12-18"
"139",149,"砂锅炖菜（套）",2,"午餐","2014-12-17"
"140",150,"咖喱藕丁（套）",2,"午餐","2014-12-16"
"141",151,"回锅肉(套)",2,"午餐","2014-12-16"
"142",152,"大米",2,"午餐","2014-12-16"
"143",153,"苜蓿肉(套)",2,"午餐","2014-12-15"
"144",154,"土豆条炒虾(套)",2,"午餐","2014-12-15"
"145",155,"大米",2,"午餐","2014-12-15"
"146",156,"腐竹烧肉(套)",2,"午餐","2014-12-12"
"147",157,"家常豆腐(套)",2,"午餐","2014-12-12"
"148",158,"大米",2,"午餐","2014-12-12"
"149",159,"鸡排",2,"午餐","2014-12-03"
"150",160,"大肉串",2,"午餐","2014-12-03"
"151",161,"大肉串",2,"午餐","2014-12-01"
"152",162,"炒焖面",2,"午餐","2014-12-01"
"153",163,"大米",2,"午餐","2014-11-26"
"154",164,"大烩菜(套)",2,"午餐","2014-11-26"
"155",165,"尖椒肉丝(套)",2,"午餐","2014-11-26"
"156",166,"辣子鸡块(套)",2,"午餐","2014-11-24"
