"","X","Dine","Share","Type","Date"
"1",11,"",1,"",NA
"2",12,"菜品名称",4,"就餐类型",NA
"3",13,"番茄牛肉饭",2,"晚餐","2015-08-14"
"4",14,"番茄牛肉饭",2,"晚餐","2015-06-19"
"5",15,"大盘鸡面",2,"晚餐","2015-06-17"
"6",16,"火腿排包",3,"晚餐","2015-06-03"
"7",17,"蛋挞",2,"晚餐","2015-06-03"
"8",18,"热饮",3,"晚餐","2015-05-22"
"9",19,"红烧排骨面",2,"晚餐","2015-05-22"
"10",20,"香辣排骨饭",2,"晚餐","2015-05-21"
"11",21,"香辣排骨饭",2,"晚餐","2015-05-15"
"12",22,"大果粒",2,"早餐","2015-05-11"
"13",23,"热饮",2,"晚餐","2015-05-08"
"14",24,"大米",2,"晚餐","2015-05-08"
"15",25,"西葫芦炒鸡蛋(套)",2,"晚餐","2015-05-08"
"16",26,"红烧茄子(套)",2,"晚餐","2015-05-08"
"17",27,"黑椒猪排饭",2,"晚餐","2015-05-08"
"18",28,"京酱肉丝卷饼",2,"早餐","2015-05-08"
"19",29,"营养套餐",2,"早餐","2015-05-07"
"20",30,"红枣酸乳",2,"晚餐","2015-05-06"
"21",31,"热饮",5,"晚餐","2015-05-06"
"22",32,"牛肉松蛋糕",2,"早餐","2015-05-06"
"23",33,"老豆腐",2,"早餐","2015-05-06"
"24",34,"蛋挞",5,"晚餐","2015-04-28"
"25",35,"黄焖鸡米饭",2,"晚餐","2015-04-28"
"26",36,"牛肉松蛋糕",3,"晚餐","2015-04-27"
"27",37,"蛋挞",5,"晚餐","2015-04-24"
"28",38,"黄焖鸡米饭",2,"晚餐","2015-04-15"
"29",39,"优酸乳(盒)",2,"晚餐","2015-04-14"
"30",40,"炸酱面",2,"晚餐","2015-04-14"
"31",41,"红烧牛肉面",2,"晚餐","2015-04-10"
"32",42,"炸薯条",2,"晚餐","2015-04-10"
"33",43,"大果粒",2,"晚餐","2015-04-09"
"34",44,"黑椒猪排饭",2,"晚餐","2015-04-09"
"35",45,"黄焖鸡面",2,"晚餐","2015-04-07"
"36",46,"黑椒猪排饭",2,"晚餐","2015-04-03"
"37",47,"黑椒猪排饭",2,"晚餐","2015-04-01"
"38",48,"红烧排骨面",2,"晚餐","2015-03-31"
"39",49,"学生奶",2,"晚餐","2015-03-26"
"40",50,"250冠益乳",2,"晚餐","2015-03-26"
"41",51,"哈雷蛋糕",2,"晚餐","2015-03-26"
"42",52,"大果粒",2,"晚餐","2015-03-25"
"43",53,"哈雷蛋糕",2,"晚餐","2015-03-25"
"44",54,"牛肉松蛋糕",2,"晚餐","2015-03-25"
"45",55,"热狗面包",2,"晚餐","2015-03-24"
"46",56,"清汤牛肉面",2,"晚餐","2015-03-24"
"47",57,"250冠益乳",2,"晚餐","2015-03-23"
"48",58,"黑米粥",2,"晚餐","2015-03-20"
"49",59,"夹里脊饼",2,"晚餐","2015-03-20"
"50",60,"大果粒",2,"晚餐","2015-03-19"
"51",61,"清汤牛肉面",2,"晚餐","2015-03-19"
"52",62,"大果粒",2,"晚餐","2015-03-16"
"53",63,"大果粒",2,"晚餐","2015-03-13"
"54",64,"大果粒",2,"晚餐","2015-01-19"
"55",65,"肉串",5,"晚餐","2015-01-13"
"56",66,"毛毛虫面包",2,"晚餐","2015-01-13"
"57",67,"优酸乳(盒)",2,"晚餐","2015-01-13"
"58",68,"肉串",6,"晚餐","2015-01-13"
"59",69,"肉串",5,"晚餐","2015-01-12"
"60",70,"肉串",6,"晚餐","2015-01-07"
"61",71,"海带结鹌鹑蛋烧肉",2,"晚餐","2015-01-07"
"62",72,"砂锅炖菜（套）",2,"晚餐","2015-01-07"
"63",73,"优酸乳(袋)",2,"晚餐","2015-01-06"
"64",74,"优酸乳(盒)",2,"晚餐","2015-01-06"
"65",75,"红豆蛋糕",2,"晚餐","2015-01-06"
"66",76,"学生奶",2,"晚餐","2015-01-05"
"67",77,"肉串",6,"晚餐","2015-01-05"
"68",78,"学生奶",2,"午餐","2014-12-29"
"69",79,"肉串",6,"午餐","2014-12-29"
"70",80,"爆炒腰花(套)",2,"午餐","2014-12-29"
"71",81,"香菇油菜(套)",2,"午餐","2014-12-29"
"72",82,"大米",2,"午餐","2014-12-29"
"73",83,"优酸乳(袋)",2,"晚餐","2014-12-26"
"74",84,"优酸乳(盒)",2,"晚餐","2014-12-26"
"75",85,"牛肉松蛋糕",2,"晚餐","2014-12-19"
"76",86,"炸薯条",2,"晚餐","2014-12-12"
"77",87,"红烧牛肉面",2,"晚餐","2014-12-12"
"78",88,"热饮",2,"晚餐","2014-12-05"
"79",89,"热饮",2,"晚餐","2014-12-05"
"80",90,"麻圆",2,"晚餐","2014-12-05"
"81",91,"麻圆",2,"晚餐","2014-12-05"
"82",92,"红烧牛肉面",2,"晚餐","2014-12-05"
"83",93,"烤肠",2,"晚餐","2014-11-28"
"84",94,"毛毛虫面包",2,"晚餐","2014-11-28"
"85",95,"肉串",2,"晚餐","2014-11-28"
"86",96,"毛毛虫面包",2,"晚餐","2014-11-14"
"87",97,"学生奶",2,"晚餐","2014-11-14"
"88",98,"红烧土豆鸡块面",2,"晚餐","2014-11-13"
"89",99,"优酸乳(盒)",2,"晚餐","2014-11-06"
"90",100,"优酸乳(盒)",2,"晚餐","2014-11-06"
"91",101,"鸡肉火腿肠",2,"午餐","2014-11-03"
"92",102,"大果粒",2,"午餐","2014-11-03"
"93",103,"爆炒腰花(套)",2,"午餐","2014-11-03"
"94",104,"鱼香肉丝(套)",2,"午餐","2014-11-03"
"95",105,"大米",2,"午餐","2014-11-03"
"96",106,"红烧土豆鸡块面",2,"晚餐","2014-11-02"
"97",107,"西红柿鸡蛋面",2,"晚餐","2014-11-02"
"98",108,"优酸乳(袋)",2,"晚餐","2014-10-30"
"99",109,"大果粒",2,"晚餐","2014-10-30"
"100",110,"优酸乳(盒)",2,"晚餐","2014-10-30"
"101",111,"优酸乳(袋)",2,"晚餐","2014-10-30"
"102",112,"巧克力蛋糕",2,"晚餐","2014-10-21"
"103",113,"宫保鸡丁(套)",2,"晚餐","2014-10-21"
"104",114,"糖醋里脊(套)",2,"晚餐","2014-10-21"
"105",115,"大米",2,"晚餐","2014-10-21"
"106",116,"优益C",2,"晚餐","2014-10-20"
"107",117,"优酸乳(盒)",2,"晚餐","2014-10-20"
"108",118,"优酸乳(袋)",2,"晚餐","2014-10-20"
"109",119,"热狗面包",2,"晚餐","2014-10-20"
"110",120,"大果粒",2,"晚餐","2014-10-14"
"111",121,"大果粒",2,"晚餐","2014-10-14"
"112",122,"优酸乳(袋)",2,"晚餐","2014-10-14"
"113",123,"红烧牛肉丸(套)",2,"晚餐","2014-10-14"
"114",124,"尖椒肉丝(套)",2,"晚餐","2014-10-14"
"115",125,"优酸乳(袋)",2,"晚餐","2014-10-14"
"116",126,"绿豆小米粥",2,"晚餐","2014-09-18"
"117",127,"南瓜饼",2,"晚餐","2014-09-18"
"118",128,"夹肉饼",2,"晚餐","2014-09-18"
"119",129,"大米",2,"晚餐","2014-09-17"
"120",130,"爆炒腰花(套)",2,"晚餐","2014-09-17"
"121",131,"苜蓿肉(套)",2,"晚餐","2014-09-17"
"122",132,"热饮",2,"晚餐","2014-09-05"
"123",133,"辣子鸡块(套)",2,"晚餐","2014-09-05"
"124",134,"大米",2,"晚餐","2014-09-05"
"125",135,"回锅肉",2,"晚餐","2014-09-05"
"126",136,"优酸乳(盒)",2,"早餐","2014-09-04"
"127",137,"热饮",2,"早餐","2014-09-04"
"128",138,"王中王火腿(小)",2,"早餐","2014-09-04"
"129",139,"大米",2,"午餐","2014-09-03"
"130",140,"大米",2,"午餐","2014-09-03"
"131",141,"香辣鱿鱼卷(套)",2,"午餐","2014-09-03"
"132",142,"糖醋里脊(套)",2,"午餐","2014-09-03"
"133",143,"香菇鸡块面",2,"午餐","2014-09-02"
