"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",4,"就餐类型",NA
"13","炒馒头",2,"晚餐",2015-06-23
"14","甜玉米羹",2,"晚餐",2015-05-21
"15","甜玉米羹",2,"晚餐",2015-05-20
"16","茄子饼",2,"晚餐",2015-05-20
"17","绿豆小米粥",2,"晚餐",2015-05-15
"18","茄子饼",2,"晚餐",2015-05-15
"19","炒馒头",2,"晚餐",2015-04-29
"20","炒馒头",2,"晚餐",2015-04-28
"21","热干面",2,"晚餐",2015-04-27
"22","绿豆小米粥",2,"晚餐",2015-04-24
"23","绿豆小米粥",2,"晚餐",2015-04-23
"24","茄子饼",2,"晚餐",2015-04-23
"25","大米(小)",2,"晚餐",2015-04-16
"26","手撕包菜(套)",2,"晚餐",2015-04-16
"27","咖喱鸡块饭",2,"晚餐",2015-04-15
"28","黑米粥",2,"晚餐",2015-04-01
"29","茄子饼",2,"晚餐",2015-04-01
"30","黑椒猪排饭",2,"晚餐",2015-03-30
"31","茄子饼",2,"晚餐",2015-03-26
"32","绿豆小米粥",2,"晚餐",2015-03-26
"33","黑米粥",2,"晚餐",2015-03-24
"34","茄子饼",2,"晚餐",2015-03-24
"35","黑米粥",2,"晚餐",2015-03-23
"36","茄子饼",2,"晚餐",2015-03-23
"37","绿豆小米粥",2,"晚餐",2015-03-19
"38","甜玉米羹",2,"晚餐",2015-03-18
"39","茄子饼",2,"晚餐",2015-03-18
"40","三鲜米线",2,"晚餐",2015-03-17
"41","南瓜小米粥",2,"晚餐",2015-03-13
"42","茄子饼",2,"晚餐",2015-03-13
"43","南瓜小米粥",2,"晚餐",2015-03-11
"44","茄子饼",2,"晚餐",2015-03-11
"45","甜玉米羹",2,"晚餐",2015-03-10
"46","茄子饼",2,"晚餐",2015-03-10
"47","甜玉米羹",2,"晚餐",2015-02-05
"48","茄子饼",2,"晚餐",2015-02-05
"49","茄子饼",2,"晚餐",2015-02-03
"50","甜玉米羹",2,"晚餐",2015-02-03
"51","绿豆小米粥",2,"晚餐",2015-01-30
"52","玉米饼",2,"晚餐",2015-01-30
"53","甜玉米羹",2,"晚餐",2015-01-28
"54","夹里脊饼",2,"晚餐",2015-01-28
"55","三鲜米线",2,"晚餐",2015-01-26
"56","三鲜米线",2,"晚餐",2015-01-19
"57","牛肉烩饼",2,"晚餐",2015-01-16
"58","三鲜米线",2,"晚餐",2015-01-15
"59","甜玉米羹",2,"晚餐",2015-01-14
"60","夹土豆条肉丝饼",2,"晚餐",2015-01-14
"61","甜玉米羹",2,"晚餐",2015-01-13
"62","茄子饼",2,"晚餐",2015-01-13
"63","绿豆小米粥",2,"晚餐",2015-01-09
"64","南瓜饼",2,"晚餐",2015-01-09
"65","甜玉米羹",2,"晚餐",2015-01-07
"66","夹里脊饼",2,"晚餐",2015-01-07
"67","绿豆小米粥",2,"晚餐",2015-01-06
"68","茄子饼",2,"晚餐",2015-01-06
"69","甜玉米羹",2,"晚餐",2014-12-30
"70","绿豆小米粥",2,"晚餐",2014-12-23
"71","茄子饼",2,"晚餐",2014-12-23
"72","绿豆小米粥",2,"晚餐",2014-12-17
"73","茄子饼",2,"晚餐",2014-12-17
"74","绿豆小米粥",2,"晚餐",2014-12-16
"75","茄子饼",2,"晚餐",2014-12-16
"76","绿豆小米粥",2,"晚餐",2014-12-15
"77","夹里脊饼",2,"晚餐",2014-12-15
"78","绿豆小米粥",2,"晚餐",2014-12-12
"79","茄子饼",2,"晚餐",2014-12-12
"80","甜玉米羹",2,"晚餐",2014-12-11
"81","茄子饼",2,"晚餐",2014-12-11
"82","红烧牛肉丸(套)",2,"晚餐",2014-12-10
"83","南瓜小米粥",2,"晚餐",2014-12-10
"84","南瓜小米粥",2,"晚餐",2014-12-10
"85","茄子饼",3,"晚餐",2014-12-10
"86","手抓饼",2,"晚餐",2014-12-10
"87","叉烧肉炒饭",2,"晚餐",2014-12-09
"88","叉烧肉炒饭",2,"晚餐",2014-12-09
"89","绿豆小米粥",2,"晚餐",2014-12-01
"90","手抓饼",2,"晚餐",2014-12-01
"91","红豆大米粥",2,"晚餐",2014-11-28
"92","夹土豆条肉丝饼",2,"晚餐",2014-11-28
"93","绿豆小米粥",2,"晚餐",2014-11-26
"94","手抓饼",2,"晚餐",2014-11-26
"95","南瓜饼",2,"晚餐",2014-11-25
"96","黑米粥",2,"晚餐",2014-11-25
"97","汉堡",2,"晚餐",2014-11-24
"98","甜玉米羹",2,"晚餐",2014-11-14
"99","手抓饼",2,"晚餐",2014-11-14
"100","甜玉米羹",2,"晚餐",2014-11-13
"101","茄子饼",2,"晚餐",2014-11-13
"102","绿豆小米粥",2,"晚餐",2014-11-12
"103","夹里脊饼",2,"晚餐",2014-11-12
"104","手抓饼",2,"晚餐",2014-11-10
"105","绿豆小米粥",2,"晚餐",2014-11-10
"106","甜玉米羹",2,"晚餐",2014-11-07
"107","绿豆小米粥",2,"晚餐",2014-11-06
"108","夹里脊饼",2,"晚餐",2014-11-06
"109","绿豆小米粥",2,"晚餐",2014-11-05
"110","夹土豆条肉丝饼",2,"晚餐",2014-11-05
"111","绿豆小米粥",2,"晚餐",2014-11-04
"112","夹里脊饼",2,"晚餐",2014-11-04
"113","手抓饼",2,"晚餐",2014-11-03
"114","黑米粥",2,"晚餐",2014-11-03
