"","Dine","Share","Type","Date"
"20","优酸乳(盒)",1,"午餐",2015-06-09
"21","大米",1,"午餐",2015-06-09
"22","西红柿炒鸡蛋(套)",1,"午餐",2015-06-09
"23","粉条烧肉(套)",1,"午餐",2015-06-09
"24","土豆鸡块(套)",1,"午餐",2015-06-08
"25","红烧茄子(套)",1,"午餐",2015-06-08
"26","大米",1,"午餐",2015-06-08
"27","红烧肉(套)",1,"午餐",2015-05-29
"28","红烧牛肉丸(套)",1,"午餐",2015-05-29
"29","大米",1,"午餐",2015-05-29
"30","酸辣茄条(套)",1,"午餐",2015-05-27
"31","大米",1,"午餐",2015-05-27
"32","干锅土豆片(套)",1,"午餐",2015-05-27
"33","京酱肉丝米饭",1,"午餐",2015-05-25
"34","清汤牛肉面",1,"午餐",2015-05-15
"35","热饮",1,"早餐",2015-05-14
"36","京酱肉丝米饭",1,"午餐",2015-05-13
"37","优酸乳(盒)",1,"早餐",2015-05-12
"38","炒莜面鱼",1,"午餐",2015-05-12
"39","优酸乳(盒)",1,"午餐",2015-05-08
"40","大米",1,"午餐",2015-05-08
"41","酸辣鸭血(套)",1,"午餐",2015-05-08
"42","手撕包菜(套)",1,"午餐",2015-05-08
"43","酸辣茄条(套)",1,"午餐",2015-05-08
"44","炒莜面烤栳栳",1,"午餐",2015-05-08
"45","优酸乳(盒)",1,"午餐",2015-05-07
"46","咖喱牛肉饭",1,"午餐",2015-05-07
"47","炒莜面烤栳栳",1,"午餐",2015-05-06
"48","优酸乳(盒)",1,"午餐",2015-05-05
"49","宫保鸡丁(套)",1,"午餐",2015-05-05
"50","糖醋里脊(套)",1,"午餐",2015-05-05
"51","大米",1,"午餐",2015-05-05
"52","优酸乳(盒)",1,"午餐",2015-05-04
"53","黑椒猪排饭",1,"午餐",2015-05-04
"54","咖喱牛肉饭",1,"午餐",2015-05-04
"55","优酸乳(盒)",1,"午餐",2015-04-30
"56","炒焖面",1,"午餐",2015-04-30
"57","粉条烧肉(套)",1,"午餐",2015-04-29
"58","腐竹烧肉(套)",1,"午餐",2015-04-29
"59","大米",1,"午餐",2015-04-29
"60","黄焖鸡米饭",1,"午餐",2015-04-28
"61","红烧牛肉面",1,"晚餐",2015-04-24
"62","优酸乳(袋)",1,"午餐",2015-04-24
"63","家常豆腐(套)",1,"午餐",2015-04-24
"64","酸辣茄条(套)",1,"午餐",2015-04-24
"65","大米",1,"午餐",2015-04-24
"66","优酸乳(盒)",1,"午餐",2015-04-22
"67","黑椒猪排饭",1,"午餐",2015-04-22
"68","热干面",1,"午餐",2015-04-20
"69","黄焖鸡米饭",1,"午餐",2015-04-16
"70","黑椒猪排饭",1,"午餐",2015-04-14
"71","黑椒猪排饭",1,"午餐",2015-04-13
"72","优酸乳(盒)",1,"晚餐",2015-04-10
"73","优酸乳(盒)",2,"晚餐",2015-04-10
"74","优酸乳(盒)",1,"晚餐",2015-04-10
"75","汉堡",1,"晚餐",2015-04-10
"76","粉丝菠菜（套）",1,"午餐",2015-04-10
"77","干炸蘑菇(套)",1,"午餐",2015-04-10
"78","毛血旺面",1,"午餐",2015-04-09
"79","优酸乳(盒)",1,"午餐",2015-04-07
"80","炒饼丝",1,"午餐",2015-04-07
