"","Dine","Share","Type","Date"
"20","热饮",1,"早餐",2015-06-29
"21","刷酱饼",1,"早餐",2015-06-25
"22","茄子饼",1,"早餐",2015-06-25
"23","西红柿炒鸡蛋(套)",1,"午餐",2015-06-23
"24","豆角土豆条(套)",1,"午餐",2015-06-23
"25","玉米粒(套)",1,"午餐",2015-06-23
"26","大米",1,"午餐",2015-06-23
"27","白糖饼",1,"早餐",2015-06-18
"28","茄子饼",1,"早餐",2015-06-18
"29","清炒莴笋（套）",1,"午餐",2015-06-16
"30","玉米粒(套)",1,"午餐",2015-06-16
"31","大米",1,"午餐",2015-06-16
"32","豆浆",1,"早餐",2015-06-16
"33","南瓜小米粥",1,"早餐",2015-06-16
"34","豆沙饼",1,"早餐",2015-06-16
"35","刷酱饼",1,"早餐",2015-06-16
"36","红烧肉(套)",1,"午餐",2015-06-15
"37","干锅土豆片(套)",1,"午餐",2015-06-15
"38","玉米粒(套)",1,"午餐",2015-06-12
"39","酸辣茄条(套)",1,"午餐",2015-06-12
"40","大米",1,"午餐",2015-06-12
"41","麻辣豆腐(套)",1,"晚餐",2015-06-09
"42","香辣肉丝(套)",1,"晚餐",2015-06-09
"43","叉烧肉炒饭",1,"午餐",2015-06-09
"44","叉烧肉炒饭",1,"午餐",2015-06-09
"45","方便面",1,"早餐",2015-06-05
"46","太钢汽水",1,"午餐",2015-06-03
"47","叉烧肉炒饭",1,"午餐",2015-06-03
"48","牛肉炒米",1,"午餐",2015-06-02
"49","雪菜肉丝面",1,"午餐",2015-06-02
"50","白糖饼",1,"早餐",2015-06-02
"51","方便面",1,"早餐",2015-06-02
"52","豆角肉丝",2,"晚餐",2015-06-01
"53","鸡肉火腿肠",1,"午餐",2015-06-01
"54","鸡肉火腿肠",1,"午餐",2015-06-01
"55","卤鸡蛋",1,"早餐",2015-05-29
"56","方便面(串)",1,"早餐",2015-05-29
"57","鸡肉火腿肠",1,"晚餐",2015-05-28
"58","鸡肉火腿肠",1,"晚餐",2015-05-28
"59","西红柿炒鸡蛋(套)",1,"午餐",2015-05-28
"60","玉米粒(套)",1,"午餐",2015-05-28
"61","大米",1,"午餐",2015-05-28
"62","白糖饼",1,"早餐",2015-05-28
"63","方便面",1,"早餐",2015-05-28
"64","西红柿炒鸡蛋(套)",1,"晚餐",2015-05-27
