"","Dine","Share","Type","Date"
"20","咖喱鸡块饭",1,"午餐",2015-08-04
"21","清汤牛肉面",1,"午餐",2015-06-19
"22","热饮",1,"午餐",2015-06-15
"23","蛋挞",1,"午餐",2015-06-11
"24","清汤牛肉面",1,"午餐",2015-06-11
"25","汉堡",1,"晚餐",2015-06-08
"26","250冠益乳",1,"午餐",2015-06-08
"27","红烧牛肉面",1,"午餐",2015-06-08
"28","夹火腿饼",1,"晚餐",2015-06-05
"29","绿豆小米粥",1,"晚餐",2015-06-05
"30","蛋挞",1,"午餐",2015-06-05
"31","红烧牛肉面",1,"午餐",2015-06-05
"32","清汤牛肉面",1,"午餐",2015-06-05
"33","大米(小)",1,"晚餐",2015-06-02
"34","豆角肉丝",1,"晚餐",2015-06-02
"35","拌汤",1,"早餐",2015-06-02
"36","绿豆小米粥",1,"晚餐",2015-06-01
"37","手撕包菜(套)",1,"晚餐",2015-05-29
"38","绿豆小米粥",1,"晚餐",2015-05-29
"39","黑米粥",1,"晚餐",2015-05-28
"40","绿茶蛋糕",1,"午餐",2015-05-28
"41","优酸乳(袋)",1,"午餐",2015-05-28
"42","炒莜面鱼",1,"晚餐",2015-05-27
"43","京酱肉丝米饭",1,"午餐",2015-05-27
"44","果汁",1,"晚餐",2015-05-26
"45","咖喱鸡块饭",1,"午餐",2015-05-26
"46","优酸乳(袋)",1,"午餐",2015-05-25
"47","家常豆腐(套)",1,"午餐",2015-05-25
"48","大米(小)",1,"午餐",2015-05-25
"49","腐竹烧肉(套)",1,"午餐",2015-05-25
"50","鸡肉火腿肠",1,"晚餐",2015-05-22
"51","黑米粥",1,"晚餐",2015-05-22
"52","热干面",1,"午餐",2015-05-22
"53","素打卤面",1,"午餐",2015-05-21
"54","大盘鸡面",1,"午餐",2015-05-18
"55","果汁",1,"午餐",2015-05-15
"56","老豆腐",1,"早餐",2015-05-15
"57","油条",1,"早餐",2015-05-15
"58","手撕包菜(套)",1,"晚餐",2015-05-14
"59","绿豆小米粥",1,"晚餐",2015-05-14
"60","优酸乳(袋)",1,"午餐",2015-05-14
"61","红烧牛肉面",1,"午餐",2015-05-14
