"","Dine","Share","Type","Date"
"20","巧克力蛋糕",1,"晚餐",2014-12-16
"21","炸大串",1,"晚餐",2014-12-02
"22","炸大串",1,"午餐",2014-11-14
"23","金典牛奶",1,"午餐",2014-10-29
"24","炸大串",2,"午餐",2014-10-29
"25","水饺",1,"午餐",2014-10-29
"26","炸酱面",1,"午餐",2014-10-29
"27","西红柿鸡蛋面",1,"午餐",2014-09-24
"28","红烧土豆鸡块面",1,"午餐",2014-09-22
"29","西红柿鸡蛋面",1,"午餐",2014-09-22
"30","炸大串",1,"午餐",2014-09-16
"31","炸酱面",1,"午餐",2014-09-16
"32","西红柿鸡蛋面",1,"午餐",2014-09-09
"33","黑米粥",1,"晚餐",2014-09-04
"34","夹肉饼",1,"晚餐",2014-09-04
"35","皮蛋瘦肉粥",1,"晚餐",2014-09-04
"36","南瓜小米粥",1,"晚餐",2014-09-04
"37","黑米粥",1,"晚餐",2014-09-04
"38","香菇鸡块面",1,"午餐",2014-09-04
