"","Dine","Share","Type","Date"
"20","皮蛋瘦肉粥",1,"晚餐",2015-06-25
"21","黑米粥",1,"晚餐",2015-06-03
"22","皮蛋瘦肉粥",1,"晚餐",2015-06-02
"23","皮蛋瘦肉粥",1,"晚餐",2015-05-29
"24","大盘鸡面",1,"晚餐",2015-05-27
"25","黑米粥",1,"晚餐",2015-05-26
"26","肉臊子面",1,"晚餐",2015-05-25
"27","火腿卷",1,"晚餐",2015-05-22
"28","皮蛋瘦肉粥",1,"晚餐",2015-05-22
"29","黄焖鸡块面",1,"午餐",2015-05-13
"30","番茄牛肉饭",1,"午餐",2015-05-12
"31","黑米粥",1,"晚餐",2015-05-11
"32","菠菜鸡蛋饼",1,"晚餐",2015-05-11
"33","红烧土豆片(套)",1,"午餐",2015-05-11
"34","土豆条炒虾(套)",1,"午餐",2015-05-11
"35","大米(小)",1,"午餐",2015-05-11
"36","糖醋里脊(套)",1,"晚餐",2015-05-05
"37","大米",1,"晚餐",2015-05-05
"38","黑椒猪排饭",1,"午餐",2015-04-14
"39","肉臊子面",1,"晚餐",2015-04-13
"40","咖喱鸡块饭",1,"午餐",2015-04-10
"41","绿豆小米粥",1,"晚餐",2015-04-09
"42","【过油肉焖面】",1,"晚餐",2015-04-09
"43","粉丝菠菜（套）",1,"午餐",2015-04-08
"44","黑椒猪排饭",1,"午餐",2015-04-08
"45","热干面",1,"晚餐",2015-04-07
"46","鸡蛋炒面",1,"晚餐",2015-03-24
"47","黄焖鸡块面",1,"午餐",2015-03-24
"48","黄酱面",1,"晚餐",2015-03-20
"49","黄酱面",1,"午餐",2015-03-19
"50","卤鸡蛋",1,"午餐",2015-03-19
"51","炒焖面",1,"晚餐",2015-03-18
"52","砂锅炖菜（套）",1,"午餐",2015-03-18
"53","绿豆小米粥",1,"晚餐",2015-03-17
"54","鸡蛋炒面",1,"晚餐",2015-03-17
"55","砂锅炖菜（套）",1,"午餐",2015-03-17
"56","砂锅炖菜（套）",1,"午餐",2015-03-16
