"","Dine","Share","Type","Date"
"20","苜蓿肉(套)",1,"午餐",2015-05-04
"21","土豆丝(套)",1,"午餐",2015-04-28
"22","香菇油菜(套)",1,"午餐",2015-04-24
"23","鸡蛋灌饼",1,"午餐",2015-04-23
"24","干锅土豆片(套)",1,"午餐",2015-04-14
"25","腐竹烧肉(套)",1,"午餐",2015-04-10
"26","炒馒头",1,"午餐",2015-04-09
"27","炒馒头",1,"午餐",2015-04-08
"28","酸辣茄条(套)",1,"午餐",2015-04-07
"29","酸辣茄条(套)",1,"午餐",2015-04-03
"30","大米(小)",1,"午餐",2015-04-01
"31","大烩菜(套)",1,"午餐",2015-04-01
"32","莲菜炒肉(套)",1,"午餐",2015-03-31
"33","大米(小)",1,"午餐",2015-03-31
"34","苜蓿肉(套)",1,"午餐",2015-03-30
"35","苜蓿肉(套)",1,"午餐",2015-03-27
"36","红烧土豆片(套)",1,"午餐",2015-03-25
"37","大米(小)",1,"午餐",2015-03-24
"38","红烧茄子(套)",1,"午餐",2015-03-24
"39","西红柿炒鸡蛋(套)",1,"午餐",2015-03-20
"40","大烩菜(套)",1,"午餐",2015-03-19
"41","土豆丝(套)",1,"午餐",2015-03-17
"42","红烧茄子(套)",1,"午餐",2015-03-13
"43","炸薯条",1,"午餐",2015-03-09
"44","火腿炒米",1,"午餐",2015-02-05
"45","大米(小)",1,"午餐",2015-01-26
"46","红烧茄子(套)",1,"午餐",2015-01-26
"47","炸大串",1,"午餐",2015-01-12
"48","鸡丁炒米",1,"午餐",2015-01-09
"49","炒焖面",1,"午餐",2015-01-08
"50","炸酱面",1,"午餐",2015-01-06
"51","砂锅焖面",1,"午餐",2014-12-24
"52","大米(小)",1,"午餐",2014-12-22
"53","红烧土豆片(套)",1,"午餐",2014-12-22
"54","红烧茄子(套)",1,"午餐",2014-12-22
"55","大米(小)",1,"午餐",2014-12-16
"56","土豆丝(套)",1,"午餐",2014-12-16
"57","红烧茄子(套)",1,"午餐",2014-12-16
"58","红烧茄子(套)",1,"午餐",2014-12-15
"59","大米(小)",1,"午餐",2014-12-15
"60","豆角土豆条(套)",1,"午餐",2014-12-15
"61","大米(小)",1,"午餐",2014-12-12
"62","苜蓿肉(套)",1,"午餐",2014-12-12
"63","红烧土豆片(套)",1,"午餐",2014-12-12
"64","大米(小)",1,"午餐",2014-12-11
"65","干炸蘑菇(套)",1,"午餐",2014-12-11
"66","麻辣豆腐(套)",1,"午餐",2014-12-11
"67","大米(小)",1,"午餐",2014-12-09
"68","土豆丝(套)",1,"午餐",2014-12-09
"69","宫保鸡丁(套)",1,"午餐",2014-12-09
"70","大米(小)",1,"午餐",2014-12-02
"71","莲菜炒肉(套)",1,"午餐",2014-12-02
"72","麻辣豆腐(套)",1,"午餐",2014-12-02
"73","麻辣拌",1,"午餐",2014-12-01
"74","炒焖面",1,"午餐",2014-11-26
"75","西芹香干(套)",1,"午餐",2014-11-25
"76","大米(小)",1,"午餐",2014-11-25
"77","红烧茄子(套)",1,"午餐",2014-11-25
"78","麻辣拌",1,"午餐",2014-11-24
"79","火腿炒米",1,"午餐",2014-11-21
"80","刷酱饼",1,"午餐",2014-11-19
"81","馄饨",1,"早餐",2014-11-18
"82","大米(小)",1,"午餐",2014-11-17
"83","大烩菜(套)",1,"午餐",2014-11-17
"84","红烧土豆片(套)",1,"午餐",2014-11-17
"85","麻辣拌",1,"午餐",2014-11-13
"86","炒焖面",1,"午餐",2014-11-10
"87","大米(小)",1,"午餐",2014-11-07
"88","大烩菜(套)",1,"午餐",2014-11-07
"89","大米(小)",1,"午餐",2014-11-06
"90","大烩菜(套)",1,"午餐",2014-11-06
"91","大米(小)",1,"午餐",2014-11-04
"92","土豆鸡块(套)",1,"午餐",2014-11-04
"93","南瓜小米粥",1,"午餐",2014-11-03
"94","刷酱饼",1,"午餐",2014-11-03
"95","南瓜小米粥",1,"晚餐",2014-10-31
"96","刷酱饼",1,"晚餐",2014-10-31
"97","大米(小)",1,"午餐",2014-10-31
"98","大烩菜(套)",1,"午餐",2014-10-31
"99","红烧土豆片(套)",1,"午餐",2014-10-29
"100","大米(小)",1,"午餐",2014-10-29
"101","大米(小)",1,"午餐",2014-10-28
"102","红烧茄子(套)",1,"午餐",2014-10-28
"103","大米(小)",1,"午餐",2014-10-23
"104","土豆丝(套)",1,"午餐",2014-10-23
"105","红烧茄子(套)",1,"午餐",2014-10-23
"106","大米(小)",1,"午餐",2014-09-29
"107","大米(小)",1,"午餐",2014-09-22
"108","红烧茄子(套)",1,"午餐",2014-09-22
"109","茄子饼",1,"晚餐",2014-09-15
"110","皮蛋瘦肉粥",1,"晚餐",2014-09-15
"111","黑米粥",1,"晚餐",2014-09-15
"112","夹里脊饼",1,"晚餐",2014-09-15
"113","夹肉饼",1,"晚餐",2014-09-15
"114","绿豆小米粥",1,"晚餐",2014-09-02
