"","Dine","Share","Type","Date"
"20","黑椒猪排饭",1,"午餐",2015-08-15
"21","太钢汽水",1,"午餐",2015-08-15
"22","甜玉米羹",1,"晚餐",2015-06-25
"23","红烧牛肉面",1,"午餐",2015-06-17
"24","太钢汽水",1,"午餐",2015-06-15
"25","红烧牛肉面",1,"午餐",2015-06-12
"26","绿豆小米粥",1,"晚餐",2015-06-11
"27","毛血旺面",1,"午餐",2015-06-11
"28","绿豆小米粥",1,"晚餐",2015-06-10
"29","黑椒猪排饭",1,"午餐",2015-06-10
"30","番茄牛肉饭",1,"午餐",2015-06-08
"31","绿豆小米粥",1,"晚餐",2015-06-05
"32","夹肉饼",1,"晚餐",2015-06-05
"33","红烧排骨面",1,"午餐",2015-06-04
"34","葱爆肉(套)",1,"午餐",2015-06-03
"35","鱼香肉丝(套)",1,"午餐",2015-06-03
"36","黑米粥",1,"晚餐",2015-06-02
"37","椰蓉饼",1,"晚餐",2015-06-02
"38","红烧鲶鱼(套)",1,"午餐",2015-06-01
"39","葱爆肉(套)",1,"午餐",2015-06-01
"40","毛血旺面",1,"午餐",2015-05-29
"41","南瓜饼",1,"晚餐",2015-05-28
"42","夹火腿饼",1,"晚餐",2015-05-28
"43","绿豆小米粥",1,"晚餐",2015-05-27
"44","葱爆肉(套)",1,"午餐",2015-05-27
"45","大米",1,"午餐",2015-05-27
"46","黑椒猪排饭",1,"午餐",2015-05-25
"47","绿豆小米粥",1,"晚餐",2015-05-22
"48","茄子饼",1,"晚餐",2015-05-22
"49","红烧排骨面",1,"午餐",2015-05-22
"50","绿豆小米粥",1,"晚餐",2015-05-21
"51","尖椒肉丝(套)",1,"午餐",2015-05-21
"52","腐竹烧肉(套)",1,"午餐",2015-05-21
"53","凉皮",1,"午餐",2015-05-15
"54","炸薯条",1,"午餐",2015-05-15
"55","凉皮",1,"午餐",2015-05-15
"56","香辣排骨饭",1,"午餐",2015-05-14
"57","香辣鸡块饭",1,"午餐",2015-05-14
"58","绿豆小米粥",1,"晚餐",2015-05-13
"59","夹鸡蛋饼",1,"晚餐",2015-05-13
"60","担担面",1,"午餐",2015-05-13
"61","绿豆小米粥",1,"晚餐",2015-05-12
"62","哈雷蛋糕",1,"晚餐",2015-05-12
"63","黑椒猪排饭",1,"午餐",2015-05-12
"64","辣子鸡块(套)",1,"晚餐",2015-05-11
"65","大米",1,"午餐",2015-05-11
"66","辣子鸡块(套)",1,"午餐",2015-05-11
"67","红烧土豆片(套)",1,"午餐",2015-05-11
"68","大米(小)",1,"午餐",2015-05-11
"69","汉堡",1,"晚餐",2015-05-08
"70","黑米粥",1,"晚餐",2015-05-08
"71","大米(小)",1,"午餐",2015-05-08
"72","大烩菜(套)",1,"午餐",2015-05-08
"73","鱼香肉丝(套)",1,"午餐",2015-05-08
"74","蛋挞",1,"晚餐",2015-05-07
"75","哈雷蛋糕",1,"午餐",2015-05-07
"76","牛肉松蛋糕",1,"午餐",2015-05-07
"77","热干面",1,"午餐",2015-05-07
"78","哈雷蛋糕",1,"晚餐",2015-05-05
"79","大果粒",1,"晚餐",2015-05-05
"80","夹火腿饼",1,"晚餐",2015-05-04
"81","南瓜饼",1,"晚餐",2015-05-04
"82","红烧牛肉面",1,"午餐",2015-05-04
"83","【牛肉板面】",1,"午餐",2015-04-30
"84","蛋挞",1,"午餐",2015-04-29
"85","莲菜炒肉(套)",1,"午餐",2015-04-29
"86","红烧牛肉丸(套)",1,"午餐",2015-04-29
"87","大米",1,"午餐",2015-04-29
"88","夹火腿饼",1,"晚餐",2015-04-27
"89","绿豆小米粥",1,"晚餐",2015-04-27
"90","茄子饼",1,"晚餐",2015-04-27
"91","红烧肉(套)",1,"午餐",2015-04-24
"92","酸辣鸭血(套)",1,"午餐",2015-04-24
"93","大米",1,"午餐",2015-04-24
"94","黑椒猪排饭",1,"午餐",2015-04-22
"95","【牛肉板面】",1,"午餐",2015-04-17
"96","绿豆小米粥",1,"晚餐",2015-04-09
"97","红烧牛肉面",1,"午餐",2015-04-09
"98","热饮",1,"晚餐",2015-04-07
"99","黑椒猪排饭",1,"午餐",2015-04-03
"100","热饮",1,"午餐",2015-04-02
"101","大米(小)",1,"午餐",2015-04-02
"102","红烧肉(套)",1,"午餐",2015-04-02
"103","玉米粒(套)",1,"午餐",2015-04-02
"104","红烧排骨面",1,"午餐",2015-03-31
"105","大果粒",1,"午餐",2015-03-30
"106","炸酱面",1,"午餐",2015-03-27
"107","甜玉米羹",1,"晚餐",2015-03-26
"108","西红柿鸡蛋面",1,"午餐",2015-03-26
"109","排骨火锅面",1,"午餐",2015-03-24
"110","排骨火锅面",1,"午餐",2015-03-24
"111","炒焖面",1,"午餐",2015-03-20
"112","红烧牛肉面",1,"午餐",2015-03-18
"113","巧克力蛋糕",1,"早餐",2015-03-13
"114","大果粒",1,"午餐",2015-03-11
"115","汉堡",1,"晚餐",2015-02-05
"116","肉串",1,"晚餐",2015-02-05
"117","哈雷蛋糕",1,"晚餐",2015-02-04
"118","牛肉火锅面",1,"午餐",2015-02-03
"119","大果粒",1,"晚餐",2015-02-02
"120","毛毛虫面包",1,"晚餐",2015-02-02
"121","绿豆小米粥",1,"晚餐",2015-02-02
"122","夹鸡蛋饼",1,"晚餐",2015-02-02
"123","红豆大米粥",1,"晚餐",2015-02-02
"124","大肉串",1,"午餐",2015-02-02
"125","哈雷蛋糕",1,"晚餐",2015-01-30
"126","肉串",1,"午餐",2015-01-30
"127","皮蛋瘦肉粥",1,"晚餐",2015-01-28
"128","黑米粥",1,"晚餐",2015-01-28
"129","大果粒",1,"午餐",2015-01-28
"130","叉烧肉炒米",1,"午餐",2015-01-28
"131","毛毛虫面包",1,"晚餐",2015-01-27
"132","红豆大米粥",1,"晚餐",2015-01-26
"133","绿豆小米粥",1,"晚餐",2015-01-26
"134","毛血旺面",1,"午餐",2015-01-26
"135","牛肉火锅面",1,"午餐",2015-01-22
"136","砂锅炖菜（套）",1,"午餐",2015-01-19
"137","黑米粥",1,"晚餐",2015-01-16
"138","素馅饼",1,"晚餐",2015-01-16
"139","莫斯利安",1,"午餐",2015-01-16
"140","砂锅炖菜（套）",1,"午餐",2015-01-16
"141","土豆丝(套)",1,"午餐",2015-01-08
"142","大米(小)",1,"午餐",2015-01-08
"143","回锅肉(套)",1,"午餐",2015-01-08
"144","绿豆小米粥",1,"晚餐",2015-01-07
"145","素馅饼",1,"晚餐",2015-01-07
"146","绿豆小米粥",1,"晚餐",2015-01-04
"147","莫斯利安",1,"晚餐",2014-12-30
"148","大果粒",1,"午餐",2014-12-29
"149","莫斯利安",1,"午餐",2014-12-26
"150","砂锅炖菜（套）",1,"午餐",2014-12-26
"151","肉串",1,"午餐",2014-12-25
"152","优酸乳(盒)",1,"午餐",2014-12-24
"153","大米(小)",1,"午餐",2014-12-24
"154","红烧土豆片(套)",1,"午餐",2014-12-24
"155","鱼香肉丝(套)",1,"午餐",2014-12-24
"156","大果粒",1,"晚餐",2014-12-23
"157","大果粒",1,"晚餐",2014-12-22
"158","大果粒",1,"晚餐",2014-12-19
"159","提子干面包",1,"晚餐",2014-12-19
"160","叉烧肉炒饭",1,"午餐",2014-12-19
"161","汉堡",1,"午餐",2014-12-18
"162","烤肠",1,"午餐",2014-12-18
"163","汉堡",1,"午餐",2014-12-17
"164","烤肠",1,"午餐",2014-12-17
"165","黑米粥",1,"晚餐",2014-12-16
"166","三鲜米线",1,"午餐",2014-12-16
"167","绿豆小米粥",1,"晚餐",2014-12-15
"168","红烧牛肉面",1,"午餐",2014-12-12
"169","莫斯利安",1,"晚餐",2014-12-11
"170","土豆丝(套)",1,"午餐",2014-12-11
"171","大米(小)",1,"午餐",2014-12-11
"172","过油肉(套)",1,"午餐",2014-12-11
"173","莫斯利安",1,"午餐",2014-12-10
"174","香菇肉丝面",1,"午餐",2014-12-09
"175","三鲜米线",1,"午餐",2014-12-08
"176","莫斯利安",1,"晚餐",2014-12-04
"177","绿豆小米粥",1,"晚餐",2014-12-03
"178","红烧肉面",1,"午餐",2014-11-26
"179","大肉串",1,"午餐",2014-11-25
"180","三鲜米线",1,"午餐",2014-11-24
"181","优酸乳(袋)",1,"午餐",2014-11-21
"182","肉串",1,"晚餐",2014-11-17
"183","莫斯利安",1,"晚餐",2014-11-17
"184","红烧肉面",1,"午餐",2014-11-17
"185","大米(小)",1,"午餐",2014-11-14
"186","红烧土豆片(套)",1,"午餐",2014-11-14
"187","茴子白炒粉条(套)",1,"午餐",2014-11-14
"188","学生奶",1,"晚餐",2014-11-13
"189","绿豆小米粥",1,"晚餐",2014-11-12
"190","夹鸡蛋饼",1,"晚餐",2014-11-12
"191","大米(小)",1,"午餐",2014-11-11
"192","莲菜炒肉(套)",1,"午餐",2014-11-11
"193","肉串",1,"午餐",2014-11-11
"194","红烧排骨面",1,"午餐",2014-11-10
"195","红烧排骨面",1,"午餐",2014-11-10
"196","红烧肉(套)",1,"午餐",2014-11-07
"197","酸菜粉条(套)",1,"午餐",2014-11-07
"198","大米(小)",1,"午餐",2014-11-07
"199","提子干面包",1,"晚餐",2014-11-06
"200","莫斯利安",1,"晚餐",2014-11-05
"201","绿豆小米粥",1,"晚餐",2014-11-05
"202","素馅饼",1,"晚餐",2014-11-05
"203","绿豆小米粥",1,"晚餐",2014-11-04
"204","素馅饼",1,"晚餐",2014-11-04
"205","大肉串",1,"午餐",2014-11-04
"206","红烧土豆鸡块面",1,"午餐",2014-11-04
"207","大米(小)",1,"午餐",2014-11-03
"208","西红柿炒鸡蛋(套)",1,"午餐",2014-11-03
"209","腐竹烧肉(套)",1,"午餐",2014-11-03
"210","大米",1,"午餐",2014-11-03
"211","红烧肉(套)",1,"午餐",2014-11-03
"212","西红柿炒鸡蛋(套)",1,"午餐",2014-11-03
"213","酱香三丁面",1,"午餐",2014-10-31
"214","烩菜面",1,"午餐",2014-10-29
"215","绿豆小米粥",1,"晚餐",2014-10-28
"216","绿豆小米粥",1,"晚餐",2014-10-27
"217","牛肉米线",1,"午餐",2014-10-27
"218","绿豆小米粥",1,"晚餐",2014-10-22
"219","手抓饼",1,"晚餐",2014-10-22
"220","绿豆小米粥",1,"晚餐",2014-10-21
"221","夹土豆条肉丝饼",1,"晚餐",2014-10-21
"222","红烧牛肉面",1,"午餐",2014-10-21
"223","红烧牛肉面",1,"午餐",2014-10-21
"224","绿豆小米粥",1,"晚餐",2014-10-20
"225","大米(小)",1,"午餐",2014-10-20
"226","红烧肉(套)",1,"午餐",2014-10-20
"227","腐竹烧肉(套)",1,"午餐",2014-10-20
"228","绿豆小米粥",1,"晚餐",2014-10-17
"229","绿豆小米粥",1,"晚餐",2014-10-16
"230","大米(小)",1,"午餐",2014-10-16
"231","红烧肉(套)",1,"午餐",2014-10-16
"232","西红柿炒鸡蛋(套)",1,"午餐",2014-10-16
"233","绿豆小米粥",1,"晚餐",2014-10-14
