"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",4,"就餐类型",NA
"13","回锅肉(套)",2,"午餐",2015-06-10
"14","土豆鸡块(套)",2,"午餐",2015-06-10
"15","大米",2,"午餐",2015-06-10
"16","土豆鸡块(套)",2,"午餐",2015-06-10
"17","大米(小)",2,"午餐",2015-06-08
"18","香菇油菜(套)",2,"午餐",2015-06-08
"19","鱼香肉丝(套)",2,"午餐",2015-06-08
"20","大米",2,"午餐",2015-06-08
"21","大烩菜(套)",2,"午餐",2015-06-05
"22","大米(小)",2,"午餐",2015-06-05
"23","苜蓿肉(套)",2,"午餐",2015-06-05
"24","大米(小)",2,"午餐",2015-06-04
"25","粉条烧肉(套)",2,"午餐",2015-06-04
"26","尖椒肉丝(套)",2,"午餐",2015-06-04
"27","香菇肉片(套)",2,"午餐",2015-06-02
"28","麻辣豆腐(套)",2,"午餐",2015-06-02
"29","土豆鸡块(套)",2,"午餐",2015-06-02
"30","香辣肉酱面",2,"午餐",2015-05-28
"31","黑椒猪排饭",2,"午餐",2015-05-26
"32","红烧鲶鱼(套)",2,"午餐",2015-05-18
"33","红烧茄子(套)",2,"午餐",2015-05-18
"34","大米",2,"午餐",2015-05-18
"35","大烩菜(套)",2,"午餐",2015-05-15
"36","糖醋里脊(套)",2,"午餐",2015-05-15
"37","大米",2,"午餐",2015-05-15
"38","牛肉松蛋糕",2,"午餐",2015-05-12
"39","大米(小)",2,"午餐",2015-05-12
"40","香辣肉丝(套)",2,"午餐",2015-05-12
"41","红烧茄子(套)",2,"午餐",2015-05-12
"42","土豆鸡块(套)",2,"午餐",2015-05-07
"43","红烧茄子(套)",2,"午餐",2015-05-07
"44","大米",3,"午餐",2015-05-07
"45","干锅土豆片(套)",2,"午餐",2015-05-06
"46","手撕包菜(套)",2,"午餐",2015-05-06
"47","大米",2,"午餐",2015-05-06
"48","香菇油菜(套)",2,"午餐",2015-05-04
"49","大米",2,"午餐",2015-05-04
"50","大米(小)",2,"午餐",2015-05-04
"51","香菇肉片(套)",2,"午餐",2015-05-04
"52","干炸蘑菇(套)",2,"午餐",2015-04-28
"53","莲菜炒肉(套)",2,"午餐",2015-04-28
"54","麻辣豆腐(套)",2,"午餐",2015-04-28
"55","鸡肉火腿肠",2,"午餐",2015-04-15
"56","大米(小)",2,"午餐",2015-04-15
"57","干炸蘑菇(套)",2,"午餐",2015-04-15
"58","红烧鲶鱼(套)",2,"午餐",2015-04-15
"59","红烧茄子(套)",3,"午餐",2015-04-13
"60","玉米粒(套)",2,"午餐",2015-04-10
"61","干锅土豆片(套)",2,"午餐",2015-04-10
"62","家常豆腐(套)",2,"午餐",2015-04-10
"63","大米",2,"午餐",2015-04-10
"64","尖椒肉丝(套)",2,"午餐",2015-04-09
"65","酸辣鸭血(套)",2,"午餐",2015-04-09
"66","大米",2,"午餐",2015-04-09
"67","手撕包菜(套)",2,"午餐",2015-03-31
"68","大米",2,"午餐",2015-03-31
"69","家常豆腐(套)",2,"午餐",2015-03-31
"70","红烧土豆片(套)",2,"午餐",2015-03-27
"71","土豆条炒虾(套)",2,"午餐",2015-03-27
"72","大米(小)",2,"午餐",2015-03-26
"73","香菇油菜(套)",2,"午餐",2015-03-26
"74","土豆丝(套)",2,"午餐",2015-03-26
"75","大米",3,"午餐",2015-03-26
"76","砂锅炖菜（套）",2,"午餐",2015-03-24
"77","手撕包菜(套)",2,"午餐",2015-03-19
"78","大米",2,"午餐",2015-03-19
"79","干锅土豆片(套)",2,"午餐",2015-03-19
"80","辣子鸡块(套)",2,"午餐",2014-12-30
"81","鱼香肉丝(套)",2,"午餐",2014-12-30
"82","大米",2,"午餐",2014-12-30
"83","叉烧肉炒饭",2,"午餐",2014-12-25
"84","粉丝菠菜（套）",2,"午餐",2014-12-23
"85","回锅肉(套)",2,"午餐",2014-12-23
"86","大米",2,"午餐",2014-12-23
"87","砂锅炖菜（套）",2,"午餐",2014-12-19
"88","香菇油菜(套)",2,"午餐",2014-12-17
"89","土豆条炒虾(套)",2,"午餐",2014-12-17
"90","大米",2,"午餐",2014-12-17
"91","砂锅炖菜（套）",2,"午餐",2014-12-15
"92","南瓜小米粥",2,"晚餐",2014-12-12
"93","夹火腿饼",2,"晚餐",2014-12-12
"94","干炸蘑菇(套)",2,"午餐",2014-12-12
"95","豆角土豆条(套)",2,"午餐",2014-12-12
"96","大米",2,"午餐",2014-12-12
"97","大米",2,"午餐",2014-12-05
"98","鱼香肉丝(套)",2,"午餐",2014-12-05
"99","大米(小)",2,"午餐",2014-12-04
"100","莲菜炒肉(套)",2,"午餐",2014-12-04
"101","红烧茄子(套)",2,"午餐",2014-12-04
"102","香菇油菜(套)",2,"午餐",2014-12-02
"103","大米",2,"午餐",2014-12-02
"104","干炸蘑菇(套)",2,"午餐",2014-12-01
"105","豆角土豆条(套)",2,"午餐",2014-12-01
"106","大米",2,"午餐",2014-12-01
"107","土豆牛肉（套）",2,"午餐",2014-11-24
"108","大米(小)",2,"午餐",2014-11-24
"109","红烧茄子(套)",2,"午餐",2014-11-24
"110","土豆牛肉（套）",2,"午餐",2014-11-17
"111","大米(小)",2,"午餐",2014-11-17
"112","莲菜炒肉(套)",2,"午餐",2014-11-17
"113","粉丝菠菜（套）",2,"午餐",2014-11-14
