"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",4,"就餐类型",NA
"13","营养套餐",2,"早餐",2015-08-15
"14","营养套餐1",2,"早餐",2015-08-12
"15","营养套餐",2,"早餐",2015-08-08
"16","营养套餐",2,"早餐",2015-08-07
"17","热狗面包",2,"早餐",2015-06-29
"18","营养套餐",2,"早餐",2015-06-27
"19","营养套餐",2,"早餐",2015-06-17
"20","馄饨",2,"早餐",2015-06-10
"21","叉烧肉炒饭",2,"午餐",2015-06-09
"22","红烧土豆片(套)",2,"午餐",2015-06-05
"23","叉烧肉炒饭",2,"午餐",2015-06-05
"24","番茄牛肉饭",2,"午餐",2015-06-04
"25","京酱肉丝卷饼",2,"早餐",2015-06-04
"26","优酸乳(袋)",2,"午餐",2015-06-03
"27","叉烧肉炒饭",2,"午餐",2015-06-03
"28","营养套餐",2,"早餐",2015-06-03
"29","大米(小)",2,"午餐",2015-06-02
"30","过油肉(套)",2,"午餐",2015-06-02
"31","套餐",2,"早餐",2015-06-02
"32","汉堡",2,"晚餐",2015-06-01
"33","叉烧肉炒饭",2,"午餐",2015-06-01
"34","西红柿鸡蛋汤",2,"早餐",2015-06-01
"35","京酱肉丝卷饼",2,"早餐",2015-06-01
"36","牛肉松蛋糕",2,"晚餐",2015-05-29
"37","炸酱面",2,"午餐",2015-05-29
"38","汉堡",2,"早餐",2015-05-29
"39","叉烧肉炒饭",2,"午餐",2015-05-28
"40","肉包子",2,"早餐",2015-05-28
"41","大米(小)",2,"午餐",2015-05-27
"42","苜蓿肉(套)",2,"午餐",2015-05-27
"43","营养套餐",2,"早餐",2015-05-27
"44","糖醋里脊(套)",2,"午餐",2015-05-26
"45","家常豆腐(套)",2,"午餐",2015-05-26
"46","大米(小)",2,"午餐",2015-05-26
"47","西红柿炒鸡蛋(套)",2,"午餐",2015-05-26
"48","粉条烧肉(套)",2,"午餐",2015-05-26
"49","京酱肉丝卷饼",2,"早餐",2015-05-26
"50","绿豆小米粥",2,"晚餐",2015-05-25
"51","叉烧肉炒饭",2,"午餐",2015-05-25
"52","热干面",2,"午餐",2015-05-22
"53","营养套餐",2,"早餐",2015-05-22
"54","250冠益乳",2,"晚餐",2015-05-21
"55","250冠益乳",2,"午餐",2015-05-21
"56","汉堡",2,"早餐",2015-05-21
"57","大米(小)",2,"午餐",2015-05-15
"58","大烩菜(套)",2,"午餐",2015-05-15
"59","京酱肉丝卷饼",2,"早餐",2015-05-15
"60","大米(小)",2,"午餐",2015-05-14
"61","香菇肉片(套)",2,"午餐",2015-05-14
"62","过油肉(套)",2,"午餐",2015-05-14
"63","馄饨",2,"早餐",2015-05-14
"64","优酸乳(袋)",2,"午餐",2015-05-13
"65","叉烧肉炒饭",2,"午餐",2015-05-13
"66","营养套餐",2,"早餐",2015-05-13
"67","大米(小)",2,"午餐",2015-05-12
"68","西红柿炒鸡蛋(套)",2,"午餐",2015-05-12
"69","粉条烧肉(套)",2,"午餐",2015-05-12
"70","营养套餐",2,"早餐",2015-05-12
"71","牛肉松蛋糕",2,"晚餐",2015-05-11
"72","京酱肉丝米饭",2,"午餐",2015-05-11
"73","夹火腿饼",2,"晚餐",2015-05-08
"74","营养套餐",2,"早餐",2015-05-08
"75","叉烧肉炒饭",2,"午餐",2015-05-07
"76","营养套餐",2,"早餐",2015-05-07
"77","汉堡",2,"晚餐",2015-05-06
"78","鸡蛋灌饼",2,"晚餐",2015-05-05
"79","馄饨",2,"早餐",2015-05-05
"80","叉烧肉炒饭",2,"午餐",2015-05-04
"81","营养套餐",2,"早餐",2015-05-04
"82","菜花炒肉(套)",2,"午餐",2015-04-30
"83","大米(小)",2,"午餐",2015-04-30
"84","京酱肉丝卷饼",2,"早餐",2015-04-30
"85","牛肉松蛋糕",2,"晚餐",2015-04-29
"86","叉烧肉炒饭",2,"午餐",2015-04-29
"87","营养套餐1",2,"早餐",2015-04-29
"88","叉烧肉炒饭",2,"午餐",2015-04-28
"89","营养套餐",2,"早餐",2015-04-28
"90","汉堡",2,"晚餐",2015-04-27
"91","炸酱面",2,"午餐",2015-04-27
"92","丸子汤",2,"早餐",2015-04-27
"93","牛肉炒米",2,"午餐",2015-04-24
"94","叉烧肉炒饭",2,"午餐",2015-04-23
"95","大米(小)",2,"午餐",2015-04-22
"96","苜蓿肉(套)",2,"午餐",2015-04-22
"97","营养套餐1",2,"早餐",2015-04-22
"98","优酸乳(袋)",2,"晚餐",2015-04-21
"99","叉烧肉炒饭",2,"午餐",2015-04-21
"100","营养套餐",2,"早餐",2015-04-21
"101","京酱肉丝卷饼",2,"早餐",2015-04-20
"102","营养套餐",2,"早餐",2015-04-17
"103","牛肉松蛋糕",2,"早餐",2015-04-16
"104","绿豆小米粥",2,"晚餐",2015-04-15
"105","叉烧肉炒饭",2,"午餐",2015-04-15
"106","豆沙饼",2,"早餐",2015-04-15
"107","粉条烧肉(套)",2,"午餐",2015-04-14
"108","大米(小)",2,"午餐",2015-04-14
"109","西红柿炒鸡蛋(套)",2,"午餐",2015-04-14
"110","绿豆小米粥",2,"早餐",2015-04-14
"111","南瓜小米粥",2,"晚餐",2015-04-13
"112","夹里脊饼",2,"晚餐",2015-04-13
"113","黑椒猪排饭",2,"午餐",2015-04-13
"114","优酸乳(盒)",2,"晚餐",2015-04-12
