"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",4,"就餐类型",NA
"13","红烧牛肉面",2,"午餐",2015-07-01
"14","红烧牛肉面",2,"午餐",2015-06-25
"15","馄饨",2,"早餐",2015-06-19
"16","清汤牛肉面",2,"午餐",2015-06-16
"17","营养套餐",2,"早餐",2015-06-15
"18","清汤牛肉面",2,"午餐",2015-06-12
"19","营养套餐",2,"早餐",2015-06-10
"20","卤鸡蛋",2,"早餐",2015-06-10
"21","清汤牛肉面",2,"午餐",2015-06-09
"22","西红柿鸡蛋汤",2,"早餐",2015-06-09
"23","营养套餐",2,"早餐",2015-06-09
"24","卤鸡蛋",2,"早餐",2015-06-09
"25","卤鸡蛋",2,"早餐",2015-06-09
"26","营养套餐",2,"早餐",2015-06-09
"27","菠萝鸡丁",2,"午餐",2015-05-27
"28","豆角土豆条(套)",2,"午餐",2015-05-27
"29","营养套餐",2,"早餐",2015-05-27
"30","卤鸡蛋",2,"早餐",2015-05-27
"31","营养套餐",2,"早餐",2015-05-22
"32","卤鸡蛋",2,"早餐",2015-05-22
"33","红烧排骨面",2,"午餐",2015-05-21
"34","炸酱面",2,"午餐",2015-04-02
"35","卤鸡蛋",2,"午餐",2015-04-02
"36","黑椒猪排饭",2,"午餐",2015-03-30
"37","大米(小)",2,"午餐",2015-03-23
"38","尖椒肉丝(套)",2,"午餐",2015-03-23
"39","红烧肉面",2,"午餐",2015-03-18
"40","卤鸡蛋",2,"午餐",2015-03-18
"41","红烧排骨面",2,"午餐",2015-03-17
"42","馄饨",2,"早餐",2015-01-19
"43","香菇鸡块面",2,"午餐",2015-01-16
"44","卤鸡蛋",2,"午餐",2015-01-16
"45","红烧排骨面",2,"午餐",2015-01-15
"46","红烧排骨面",2,"午餐",2015-01-08
"47","红烧排骨面",2,"午餐",2014-12-30
"48","葡萄干蛋糕",2,"晚餐",2014-12-25
"49","香菇油菜(套)",2,"晚餐",2014-12-25
"50","三鲜米线",2,"晚餐",2014-12-25
"51","三鲜米线",2,"午餐",2014-12-23
"52","三鲜米线",2,"午餐",2014-12-22
"53","大米(小)",2,"午餐",2014-12-18
"54","香菇油菜(套)",2,"午餐",2014-12-18
"55","糖醋里脊(套)",2,"午餐",2014-12-18
"56","三鲜米线",2,"晚餐",2014-12-17
"57","干锅土豆片(套)",2,"午餐",2014-12-17
"58","尖椒肉丝(套)",2,"午餐",2014-12-17
"59","大米",2,"午餐",2014-12-17
"60","鸡蛋灌饼",2,"晚餐",2014-12-16
"61","宫保鸡丁(套)",2,"午餐",2014-12-16
"62","大米(小)",2,"午餐",2014-12-16
"63","土豆丝(套)",2,"午餐",2014-12-16
"64","红烧土豆鸡块面",2,"午餐",2014-12-15
"65","肉香热干面",2,"午餐",2014-12-12
"66","大米(小)",2,"午餐",2014-12-11
"67","豆角土豆条(套)",2,"午餐",2014-12-11
"68","红烧牛肉丸(套)",2,"午餐",2014-12-11
"69","刷酱饼",2,"晚餐",2014-12-10
"70","皮蛋瘦肉粥",2,"晚餐",2014-12-09
"71","肉包子",2,"晚餐",2014-12-09
"72","大米(小)",2,"午餐",2014-12-09
"73","红烧牛肉丸(套)",2,"午餐",2014-12-09
"74","手撕包菜(套)",2,"午餐",2014-12-09
"75","三鲜米线",2,"午餐",2014-12-08
"76","大米(小)",2,"午餐",2014-12-02
"77","香菇油菜(套)",2,"午餐",2014-12-02
"78","宫保鸡丁(套)",2,"午餐",2014-12-02
"79","皮蛋瘦肉粥",2,"晚餐",2014-12-01
"80","夹火腿饼",2,"晚餐",2014-12-01
"81","排骨火锅面",2,"午餐",2014-11-27
"82","鱼豆腐米线",2,"午餐",2014-11-26
"83","刷酱饼",2,"晚餐",2014-11-24
"84","皮蛋瘦肉粥",2,"晚餐",2014-11-24
"85","卤鸡蛋",2,"午餐",2014-11-24
"86","炸酱面",2,"午餐",2014-11-24
"87","馄饨",2,"早餐",2014-11-24
"88","卤鸡蛋",2,"早餐",2014-11-24
"89","三鲜米线",2,"午餐",2014-11-21
"90","三鲜米线",2,"午餐",2014-11-17
"91","卤鸡蛋",2,"早餐",2014-11-17
"92","大米(小)",2,"午餐",2014-11-14
"93","豆角土豆条(套)",2,"午餐",2014-11-14
"94","苜蓿肉(套)",2,"午餐",2014-11-14
"95","豆角土豆条(套)",2,"午餐",2014-11-14
"96","红烧牛肉丸(套)",2,"午餐",2014-11-14
"97","大米",2,"午餐",2014-11-14
"98","鱼香肉丝(套)",2,"午餐",2014-11-13
"99","土豆丝(套)",2,"午餐",2014-11-13
"100","大米",2,"午餐",2014-11-13
"101","皮蛋瘦肉粥",2,"晚餐",2014-11-12
"102","红豆蛋糕",2,"早餐",2014-11-11
"103","粉丝菠菜（套）",2,"午餐",2014-11-10
"104","尖椒肉丝(套)",2,"午餐",2014-11-10
"105","大米",2,"午餐",2014-11-10
"106","红豆蛋糕",2,"早餐",2014-11-10
"107","热饮",2,"早餐",2014-11-10
"108","豆花肉片(套)",2,"午餐",2014-11-07
"109","豆角土豆条(套)",2,"午餐",2014-11-07
"110","大米",2,"午餐",2014-11-07
"111","白菜丝",2,"早餐",2014-11-06
"112","南瓜小米粥",2,"早餐",2014-11-05
"113","豆沙饼",2,"早餐",2014-11-05
"114","红豆蛋糕",2,"早餐",2014-10-28
