"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",3,"就餐类型",NA
"13","红烧牛肉面",2,"晚餐",2015-08-04
"14","红烧牛肉面",2,"晚餐",2015-06-25
"15","苜蓿肉(套)",2,"晚餐",2015-06-17
"16","鱼香肉丝(套)",2,"晚餐",2015-06-17
"17","大米",2,"晚餐",2015-06-17
"18","麻辣豆腐(套)",2,"晚餐",2015-06-15
"19","糖醋里脊(套)",2,"晚餐",2015-06-15
"20","大米",2,"晚餐",2015-06-15
"21","大米",2,"晚餐",2015-06-10
"22","土豆鸡块(套)",2,"晚餐",2015-06-10
"23","红烧茄子(套)",2,"晚餐",2015-06-10
"24","红烧牛肉面",2,"午餐",2015-06-10
"25","辣子鸡块(套)",2,"晚餐",2015-06-09
"26","鱼香肉丝(套)",2,"晚餐",2015-06-09
"27","大米",2,"晚餐",2015-06-09
"28","炸酱面",2,"午餐",2015-06-09
"29","大烩菜(套)",2,"午餐",2015-06-08
"30","鱼香肉丝(套)",2,"午餐",2015-06-08
"31","大米",2,"午餐",2015-06-08
"32","炸酱面",2,"晚餐",2015-06-05
"33","红烧土豆片(套)",2,"午餐",2015-06-05
"34","土豆鸡块(套)",2,"午餐",2015-06-05
"35","红烧茄子(套)",2,"午餐",2015-06-05
"36","大米(小)",2,"午餐",2015-06-05
"37","大米",2,"晚餐",2015-06-04
"38","宫保鸡丁(套)",2,"晚餐",2015-06-04
"39","糖醋里脊(套)",2,"晚餐",2015-06-04
"40","香菇油菜(套)",2,"午餐",2015-06-04
"41","糖醋里脊(套)",2,"午餐",2015-06-04
"42","卤鸡蛋",2,"晚餐",2015-06-03
"43","黄焖鸡块面",2,"晚餐",2015-06-03
"44","火腿炒米",2,"午餐",2015-06-03
"45","宫保鸡丁(套)",2,"晚餐",2015-06-02
"46","糖醋里脊(套)",2,"晚餐",2015-06-02
"47","大米",2,"晚餐",2015-06-02
"48","牛肉炒米",2,"午餐",2015-06-02
"49","大烩菜(套)",2,"晚餐",2015-06-01
