"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",4,"就餐类型",NA
"13","卤鸡蛋",3,"早餐",2015-06-26
"14","土豆鸡块(套)",2,"晚餐",2015-06-19
"15","卤鸡蛋",2,"早餐",2015-06-18
"16","卤鸡蛋",2,"早餐",2015-06-16
"17","绿豆小米粥",2,"晚餐",2015-06-10
"18","茄子饼",2,"晚餐",2015-06-10
"19","香辣肉丝(套)",2,"晚餐",2015-06-09
"20","香菇油菜(套)",2,"晚餐",2015-06-09
"21","炸酱面",2,"午餐",2015-06-09
"22","雪菜肉丝面",2,"午餐",2015-06-09
"23","太钢汽水",2,"午餐",2015-06-08
"24","卤鸡蛋",2,"午餐",2015-06-08
"25","炸酱面",2,"午餐",2015-06-08
"26","大果粒",2,"晚餐",2015-06-04
"27","炸酱面",2,"午餐",2015-06-04
"28","南瓜小米粥",2,"早餐",2015-06-04
"29","营养套餐",2,"早餐",2015-06-04
"30","炸酱面",2,"午餐",2015-06-03
"31","卤鸡蛋",2,"早餐",2015-06-03
"32","香辣鸡块饭",2,"晚餐",2015-05-27
"33","炸酱面",2,"午餐",2015-05-27
"34","叉烧肉炒饭",2,"晚餐",2015-05-26
"35","炸酱面",2,"午餐",2015-05-26
"36","炸酱面",2,"午餐",2015-05-25
"37","营养套餐",2,"早餐",2015-05-25
"38","热饮",2,"早餐",2015-05-25
"39","雪菜肉丝面",2,"午餐",2015-05-22
"40","雪菜肉丝面",2,"午餐",2015-05-21
"41","雪菜肉丝面",2,"午餐",2015-05-18
"42","面筋(串)",2,"午餐",2015-05-18
"43","炒莜面鱼",2,"午餐",2015-05-18
"44","营养套餐",2,"早餐",2015-05-18
"45","葡萄干蛋糕",2,"早餐",2015-05-18
"46","土豆鸡块(套)",2,"晚餐",2015-05-15
"47","炸酱面",2,"午餐",2015-05-15
"48","南瓜小米粥",2,"早餐",2015-05-15
"49","叉烧肉炒饭",2,"晚餐",2015-05-14
"50","优益C",2,"晚餐",2015-05-14
"51","茄子饼",2,"晚餐",2015-05-14
"52","夹土豆条肉丝饼",2,"晚餐",2015-05-14
"53","炸酱面",2,"午餐",2015-05-14
"54","卤鸡蛋",2,"早餐",2015-05-14
"55","鱼香肉丝(套)",2,"晚餐",2015-05-13
"56","卤鸡蛋",2,"早餐",2015-05-13
"57","西红柿鸡蛋面",2,"晚餐",2015-05-12
"58","大果粒",2,"早餐",2015-05-12
"59","炸酱面",2,"午餐",2015-05-12
"60","卤鸡蛋",2,"早餐",2015-05-12
"61","炒莜面烤栳栳",2,"晚餐",2015-05-11
"62","炸酱面",2,"午餐",2015-05-11
"63","白糖饼",2,"早餐",2015-05-11
"64","黑米粥",2,"晚餐",2015-05-08
"65","西红柿鸡蛋面",2,"晚餐",2015-05-08
"66","雪菜肉丝面",2,"午餐",2015-05-08
"67","雪菜肉丝面",2,"午餐",2015-05-08
"68","卤鸡蛋",2,"早餐",2015-05-08
"69","大果粒",2,"晚餐",2015-05-07
"70","叉烧肉炒饭",2,"晚餐",2015-05-07
"71","炸酱面",2,"午餐",2015-05-07
"72","卤鸡蛋",2,"午餐",2015-05-07
"73","茄子饼",2,"晚餐",2015-05-06
"74","西红柿鸡蛋面",2,"晚餐",2015-05-06
"75","炸酱面",2,"午餐",2015-05-06
"76","馄饨",2,"早餐",2015-05-06
"77","火腿卷",2,"早餐",2015-05-06
"78","茄子饼",2,"晚餐",2015-05-05
"79","素馅饼",2,"晚餐",2015-05-05
"80","西红柿鸡蛋面",2,"晚餐",2015-05-05
"81","夹鸡蛋饼",2,"早餐",2015-05-05
"82","卤鸡蛋",2,"早餐",2015-05-05
"83","营养套餐",2,"早餐",2015-05-05
"84","炸酱面",2,"午餐",2015-05-04
"85","卤鸡蛋",2,"午餐",2015-05-04
"86","大果粒",2,"晚餐",2015-05-03
"87","炸酱面",2,"午餐",2015-04-30
"88","豆沙饼",2,"早餐",2015-04-30
"89","土豆鸡块(套)",2,"晚餐",2015-04-29
"90","糖醋里脊(套)",2,"晚餐",2015-04-29
"91","大米",2,"晚餐",2015-04-29
"92","卤鸡蛋",2,"午餐",2015-04-29
"93","雪菜肉丝面",2,"午餐",2015-04-29
"94","叉烧肉炒饭",2,"晚餐",2015-04-28
"95","花干(串)",2,"午餐",2015-04-28
"96","素打卤面",2,"午餐",2015-04-28
"97","炸酱面",2,"午餐",2015-04-27
"98","大果粒",2,"午餐",2015-04-25
"99","大果粒",2,"晚餐",2015-04-24
"100","叉烧肉炒饭",2,"晚餐",2015-04-24
"101","雪菜肉丝面",2,"午餐",2015-04-24
"102","营养套餐",2,"早餐",2015-04-24
"103","大果粒",2,"晚餐",2015-04-23
"104","叉烧肉炒饭",2,"晚餐",2015-04-23
"105","雪菜肉丝面",2,"午餐",2015-04-23
"106","营养套餐",2,"早餐",2015-04-23
"107","红烧土豆鸡块面",2,"午餐",2015-04-22
"108","营养套餐",2,"早餐",2015-04-22
"109","炸酱面",2,"午餐",2015-04-21
"110","大果粒",2,"午餐",2015-04-20
"111","绿茶蛋糕",2,"早餐",2015-04-20
"112","汉堡",2,"早餐",2015-04-20
"113","卤鸡蛋",2,"早餐",2015-04-17
"114","炸酱面",2,"午餐",2015-04-16
"115","叉烧肉炒饭",2,"晚餐",2015-04-15
