"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",4,"就餐类型",NA
"13","咖喱鸡块饭",2,"午餐",2015-07-02
"14","黑椒猪排饭",2,"午餐",2015-07-01
"15","清炒莴笋（套）",2,"午餐",2015-06-26
"16","红烧牛肉丸(套)",2,"午餐",2015-06-26
"17","大米",2,"午餐",2015-06-26
"18","炒焖面",2,"晚餐",2015-06-25
"19","番茄牛肉饭",2,"午餐",2015-06-25
"20","炸酱面",2,"晚餐",2015-06-24
"21","卤鸡蛋",2,"晚餐",2015-06-24
"22","咖喱鸡块饭",2,"午餐",2015-06-17
"23","卤鸡蛋",2,"午餐",2015-06-16
"24","大米",3,"午餐",2015-06-12
"25","大米(小)",2,"午餐",2015-06-12
"26","红烧牛肉丸(套)",2,"午餐",2015-06-12
"27","大烩菜(套)",2,"午餐",2015-06-10
"28","红烧土豆片(套)",2,"午餐",2015-06-10
"29","鱼香肉丝(套)",2,"午餐",2015-06-10
"30","咖喱鸡块饭",2,"晚餐",2015-06-09
"31","大米(小)",2,"午餐",2015-06-08
"32","土豆鸡块(套)",2,"午餐",2015-06-08
"33","红烧茄子(套)",2,"午餐",2015-06-08
"34","大米",3,"午餐",2015-06-08
"35","黄焖鸡面",2,"晚餐",2015-06-05
"36","火腿炒米",2,"午餐",2015-06-05
"37","大烩菜(套)",2,"午餐",2015-06-04
"38","土豆鸡块(套)",2,"午餐",2015-06-04
"39","大米",2,"午餐",2015-06-04
"40","粉丝菠菜（套）",2,"晚餐",2015-06-03
"41","苜蓿肉(套)",2,"晚餐",2015-06-03
"42","香辣鸡块饭",2,"午餐",2015-06-03
"43","蒸饺",2,"午餐",2015-06-03
"44","香辣肉酱面",2,"午餐",2015-06-02
"45","黑椒猪排饭",2,"午餐",2015-06-01
"46","叉烧肉炒饭",2,"午餐",2015-05-29
"47","香辣鸡块饭",3,"午餐",2015-05-28
"48","麻辣豆腐(套)",2,"午餐",2015-05-26
"49","土豆丝(套)",2,"午餐",2015-05-26
"50","大米",2,"午餐",2015-05-26
"51","汉堡",3,"晚餐",2015-05-25
"52","香辣排骨饭",2,"午餐",2015-05-25
"53","肉包子",2,"早餐",2015-05-25
"54","老豆腐",2,"早餐",2015-05-25
"55","红烧土豆片(套)",2,"午餐",2015-05-22
"56","葱爆肉(套)",2,"午餐",2015-05-22
"57","大米",2,"午餐",2015-05-22
"58","炸酱面",2,"午餐",2015-05-21
"59","果汁",2,"早餐",2015-05-18
"60","糖醋里脊(套)",2,"午餐",2015-05-18
"61","大米",2,"午餐",2015-05-18
"62","香菇油菜(套)",2,"午餐",2015-05-18
"63","黑椒猪排饭",2,"午餐",2015-05-18
"64","南瓜小米粥",2,"早餐",2015-05-18
"65","夹鸡蛋饼",2,"早餐",2015-05-18
"66","培根面包",2,"晚餐",2015-05-14
"67","干锅土豆片(套)",2,"午餐",2015-05-14
"68","腐竹烧肉(套)",2,"午餐",2015-05-14
"69","大米",2,"午餐",2015-05-14
"70","南瓜小米粥",2,"晚餐",2015-05-13
"71","夹鸡蛋饼",2,"晚餐",2015-05-13
"72","香辣鸡块饭",2,"晚餐",2015-05-12
"73","雪菜肉丝面",2,"午餐",2015-05-12
"74","红烧土豆鸡块面",2,"午餐",2015-05-12
"75","素打卤面",2,"午餐",2015-05-12
"76","卤鸡蛋",2,"午餐",2015-05-12
"77","京酱肉丝米饭",2,"晚餐",2015-05-11
"78","香辣排骨饭",3,"午餐",2015-05-11
"79","辣子鸡块(套)",2,"午餐",2015-05-09
"80","土豆丝(套)",2,"午餐",2015-05-09
"81","麻辣豆腐(套)",2,"午餐",2015-05-08
"82","土豆条炒虾(套)",2,"午餐",2015-05-08
"83","豆角土豆条(套)",2,"午餐",2015-05-08
"84","土豆条炒虾(套)",2,"午餐",2015-05-08
"85","土豆条炒虾(套)",2,"午餐",2015-05-08
"86","大米",2,"午餐",2015-05-08
"87","豆角土豆条(套)",2,"午餐",2015-05-08
"88","荷叶饼",2,"早餐",2015-05-08
"89","香菇肉片(套)",2,"午餐",2015-05-07
"90","宫保鸡丁(套)",2,"午餐",2015-05-07
"91","大米",2,"午餐",2015-05-07
"92","香菇油菜(套)",2,"午餐",2015-05-07
"93","宫保鸡丁(套)",2,"午餐",2015-05-07
"94","灌肠",2,"晚餐",2015-05-04
"95","大烩菜(套)",2,"午餐",2015-05-04
"96","葱爆肉(套)",2,"午餐",2015-05-04
"97","大米",2,"午餐",2015-05-04
"98","南瓜小米粥",2,"早餐",2015-05-04
"99","夹鸡蛋饼",2,"早餐",2015-05-04
"100","肉酱面",2,"午餐",2015-04-30
"101","豆浆",2,"午餐",2015-04-29
"102","大米(小)",2,"午餐",2015-04-29
"103","糖醋里脊(套)",2,"午餐",2015-04-29
"104","手撕包菜(套)",2,"午餐",2015-04-29
"105","大米",2,"午餐",2015-04-29
"106","香菇油菜(套)",2,"午餐",2015-04-28
"107","大米",2,"午餐",2015-04-28
"108","香菇肉片(套)",2,"午餐",2015-04-28
"109","红枣酸乳",2,"晚餐",2015-04-27
"110","红枣酸乳",2,"晚餐",2015-04-27
"111","红烧土豆鸡块面",2,"晚餐",2015-04-27
"112","营养套餐",2,"早餐",2015-04-27
"113","卤鸡蛋",2,"早餐",2015-04-27
"114","绿豆小米粥",2,"晚餐",2015-04-26
