"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",4,"就餐类型",NA
"13","卤鸡蛋",2,"早餐",2015-06-12
"14","馄饨",2,"早餐",2015-06-12
"15","馄饨",2,"早餐",2015-06-12
"16","炸酱面",2,"晚餐",2015-05-26
"17","大盘鸡面",2,"晚餐",2015-05-14
"18","【过油肉焖面】",2,"晚餐",2015-05-13
"19","回锅肉(套)",2,"晚餐",2015-05-12
"20","香菇油菜(套)",2,"晚餐",2015-05-12
"21","黑椒猪排饭",2,"晚餐",2015-05-11
"22","【过油肉焖面】",2,"晚餐",2015-05-07
"23","大米(小)",2,"晚餐",2015-05-06
"24","红烧茄子(套)",2,"晚餐",2015-05-06
"25","尖椒肉丝(套)",2,"晚餐",2015-05-06
"26","【牛肉板面】",2,"晚餐",2015-05-04
"27","【牛肉板面】",2,"晚餐",2015-05-04
"28","【牛肉板面】",2,"晚餐",2015-05-04
"29","麻辣豆腐面",2,"晚餐",2015-04-29
"30","红枣酸乳",2,"晚餐",2015-04-16
"31","黑椒猪排饭",2,"晚餐",2015-04-16
"32","黑椒猪排饭",2,"晚餐",2015-04-15
"33","热饮",2,"晚餐",2015-03-30
"34","肉酱面",2,"晚餐",2015-03-12
"35","酱香三丁面",2,"晚餐",2015-01-30
"36","炸大串",2,"晚餐",2015-01-30
"37","红烧肉面",2,"晚餐",2015-01-29
"38","卤蛋",2,"晚餐",2015-01-15
"39","肉酱面",2,"晚餐",2015-01-15
"40","叉烧肉炒饭",2,"晚餐",2015-01-09
"41","炸酱面",2,"晚餐",2015-01-08
"42","炸大串",2,"晚餐",2015-01-08
"43","热饮",2,"午餐",2015-01-06
"44","大米(小)",2,"午餐",2015-01-06
"45","宫保鸡丁(套)",2,"午餐",2015-01-06
"46","茴子白炒粉条(套)",2,"晚餐",2015-01-04
"47","大米",2,"晚餐",2015-01-04
"48","土豆条炒虾(套)",2,"晚餐",2015-01-04
"49","大米",2,"晚餐",2014-12-26
"50","粉条烧肉(套)",2,"晚餐",2014-12-26
"51","酸辣鸭血(套)",2,"晚餐",2014-12-26
"52","红烧牛肉面",2,"晚餐",2014-12-25
"53","卤鸡蛋",2,"午餐",2014-12-24
"54","香菇鸡块面",2,"午餐",2014-12-24
"55","香菇肉片(套)",2,"晚餐",2014-12-19
"56","糖醋里脊(套)",2,"晚餐",2014-12-19
"57","大米",2,"晚餐",2014-12-19
"58","叉烧肉炒饭",2,"晚餐",2014-12-18
"59","优酸乳(袋)",2,"晚餐",2014-12-12
"60","砂锅炖菜（套）",2,"午餐",2014-12-10
"61","红烧牛肉面",2,"晚餐",2014-12-09
"62","红烧牛肉面",2,"晚餐",2014-12-09
"63","三鲜娃娃菜(套)",2,"晚餐",2014-12-08
"64","尖椒肉丝(套)",2,"晚餐",2014-12-08
"65","大米",2,"晚餐",2014-12-08
"66","大米",2,"晚餐",2014-12-03
"67","鱼香肉丝(套)",2,"晚餐",2014-12-03
"68","糖醋里脊(套)",2,"晚餐",2014-12-03
"69","黑米粥",2,"晚餐",2014-11-27
"70","夹鸡蛋饼",3,"晚餐",2014-11-27
"71","茴子白炒粉条(套)",2,"晚餐",2014-11-26
"72","鱼香肉丝(套)",2,"晚餐",2014-11-26
"73","大米",2,"晚餐",2014-11-26
"74","三鲜娃娃菜(套)",2,"晚餐",2014-11-25
"75","西红柿炒鸡蛋(套)",2,"晚餐",2014-11-25
"76","大米",2,"晚餐",2014-11-25
"77","干炸蘑菇(套)",2,"晚餐",2014-11-24
"78","鱼香肉丝(套)",2,"晚餐",2014-11-24
"79","大米(小)",2,"晚餐",2014-11-24
"80","南瓜小米粥",2,"晚餐",2014-11-17
"81","黑米粥",2,"晚餐",2014-11-17
"82","刷酱饼",2,"晚餐",2014-11-17
"83","素馅饼",2,"晚餐",2014-11-17
"84","豆角肉丝(套)",2,"晚餐",2014-11-13
"85","宫保鸡丁(套)",2,"晚餐",2014-11-13
"86","大米",2,"晚餐",2014-11-13
"87","酱香三丁面",2,"晚餐",2014-11-12
"88","学生奶",3,"晚餐",2014-11-10
"89","黑米粥",2,"晚餐",2014-11-10
"90","炸大串",2,"晚餐",2014-11-10
"91","大米",2,"午餐",2014-11-05
"92","三鲜娃娃菜(套)",2,"午餐",2014-11-05
"93","酸辣茄条(套)",2,"午餐",2014-11-05
"94","黄焖鸡面",2,"晚餐",2014-10-31
"95","豆角肉丝(套)",2,"晚餐",2014-10-30
"96","过油肉(套)",2,"晚餐",2014-10-30
"97","大米",2,"晚餐",2014-10-30
"98","茴子白炒粉条(套)",2,"晚餐",2014-10-29
"99","大米",2,"晚餐",2014-10-29
"100","麻辣豆腐(套)",2,"晚餐",2014-10-29
"101","炸酱面",2,"晚餐",2014-10-28
"102","红烧牛肉面",2,"晚餐",2014-10-27
"103","三鲜娃娃菜(套)",2,"晚餐",2014-10-24
"104","土豆鸭胸(套)",2,"晚餐",2014-10-24
"105","大米",2,"晚餐",2014-10-24
"106","热饮",2,"午餐",2014-10-24
"107","茴子白炒粉条(套)",2,"午餐",2014-10-24
"108","鱼香肉丝(套)",2,"午餐",2014-10-24
"109","大米",2,"午餐",2014-10-24
"110","清汤牛肉面",2,"晚餐",2014-10-23
"111","苜蓿肉(套)",2,"晚餐",2014-10-22
"112","大米",2,"晚餐",2014-10-22
