"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",4,"就餐类型",NA
"13","培根面包",2,"晚餐",2015-01-26
"14","汉堡",2,"晚餐",2015-01-26
"15","红烧肉(套)",2,"午餐",2015-01-16
"16","酸辣茄条(套)",2,"午餐",2015-01-16
"17","大米",2,"午餐",2015-01-16
"18","汉堡",2,"晚餐",2015-01-14
"19","叉烧肉炒饭",2,"午餐",2015-01-14
"20","巧克力蛋糕",2,"晚餐",2015-01-13
"21","汉堡",2,"晚餐",2015-01-12
"22","砂锅炖菜（套）",2,"晚餐",2015-01-12
"23","学生奶",2,"晚餐",2015-01-09
"24","巧克力蛋糕",2,"晚餐",2015-01-09
"25","叉烧肉炒饭",2,"晚餐",2015-01-09
"26","爆炒腰花(套)",2,"午餐",2015-01-09
"27","大烩菜(套)",2,"午餐",2015-01-09
"28","大米",2,"午餐",2015-01-09
"29","汉堡",2,"晚餐",2015-01-04
"30","南瓜饼",2,"午餐",2014-12-31
"31","叉烧肉炒饭",2,"午餐",2014-12-31
"32","南瓜小米粥",2,"晚餐",2014-12-30
"33","南瓜小米粥",2,"晚餐",2014-12-30
"34","夹鸡蛋饼",2,"晚餐",2014-12-30
"35","土豆汉堡",2,"晚餐",2014-12-30
"36","汉堡",2,"晚餐",2014-12-29
"37","叉烧肉炒饭",2,"晚餐",2014-12-29
"38","大米",2,"午餐",2014-12-29
"39","土豆鸭胸(套)",2,"午餐",2014-12-29
"40","酸辣茄条(套)",2,"午餐",2014-12-29
"41","汉堡",2,"晚餐",2014-12-26
"42","炸大串",2,"晚餐",2014-12-26
"43","炸酱面",2,"晚餐",2014-12-26
"44","砂锅炖菜（套）",2,"午餐",2014-12-26
"45","叉烧肉炒饭",2,"晚餐",2014-12-25
"46","南瓜小米粥",2,"晚餐",2014-12-25
"47","大米",2,"午餐",2014-12-25
"48","糖醋里脊(套)",2,"午餐",2014-12-25
"49","酸辣鸭血(套)",2,"午餐",2014-12-25
"50","汉堡",2,"晚餐",2014-12-24
"51","炸薯条",2,"晚餐",2014-12-24
"52","肉酱面",2,"晚餐",2014-12-24
"53","叉烧肉炒饭",2,"午餐",2014-12-24
"54","汉堡",2,"午餐",2014-12-23
"55","砂锅炖菜（套）",2,"午餐",2014-12-23
"56","叉烧肉炒饭",2,"晚餐",2014-12-22
"57","汉堡",2,"午餐",2014-12-19
"58","砂锅炖菜（套）",2,"午餐",2014-12-19
"59","南瓜小米粥",2,"晚餐",2014-12-18
"60","夹里脊饼",2,"晚餐",2014-12-18
"61","砂锅焖面",2,"午餐",2014-12-18
"62","三鲜娃娃菜(套)",2,"午餐",2014-12-18
"63","糖醋里脊(套)",2,"午餐",2014-12-18
"64","大米",2,"午餐",2014-12-18
"65","汉堡",2,"晚餐",2014-12-05
"66","香菇鸡块面",2,"午餐",2014-12-05
"67","红烧土豆鸡块面",2,"午餐",2014-12-05
"68","肉酱面",2,"晚餐",2014-12-03
"69","汉堡",2,"晚餐",2014-12-02
"70","叉烧肉炒饭",2,"晚餐",2014-12-02
"71","肉串",2,"晚餐",2014-12-01
"72","炸酱面",2,"午餐",2014-12-01
"73","炸酱面",2,"午餐",2014-12-01
"74","汉堡",2,"晚餐",2014-11-26
"75","红烧排骨面",2,"午餐",2014-11-26
"76","汉堡",2,"晚餐",2014-11-25
"77","西红柿鸡蛋面",2,"晚餐",2014-11-25
"78","卤鸡蛋",2,"晚餐",2014-11-25
"79","炒焖面",2,"午餐",2014-11-25
"80","刷酱饼",2,"午餐",2014-11-25
"81","酱香三丁面",2,"午餐",2014-11-25
"82","汉堡",2,"晚餐",2014-11-24
"83","香菇鸡块面",2,"晚餐",2014-11-24
"84","谷物酸奶",2,"晚餐",2014-11-24
"85","炸酱面",2,"午餐",2014-11-21
"86","卤鸡蛋",2,"午餐",2014-11-21
"87","刷酱饼",2,"午餐",2014-11-21
"88","炸大串",2,"午餐",2014-11-21
"89","黄焖鸡面",3,"午餐",2014-11-19
"90","大米(小)",2,"午餐",2014-11-17
"91","手撕包菜(套)",2,"午餐",2014-11-17
"92","酸辣茄条(套)",2,"午餐",2014-11-17
"93","三鲜娃娃菜(套)",2,"午餐",2014-11-17
"94","酸辣鸭血(套)",2,"午餐",2014-11-17
"95","大米",2,"午餐",2014-11-17
"96","三鲜娃娃菜(套)",2,"午餐",2014-11-17
"97","腐竹烧肉(套)",2,"午餐",2014-11-17
"98","炒焖面",2,"午餐",2014-11-17
"99","汉堡",2,"早餐",2014-11-17
"100","黄焖鸡面",2,"晚餐",2014-11-14
"101","西葫芦炒鸡蛋(套)",2,"午餐",2014-11-14
"102","葱爆肉(套)",2,"午餐",2014-11-14
"103","大米",2,"午餐",2014-11-14
"104","粉丝菠菜（套）",2,"午餐",2014-11-14
"105","红烧茄子(套)",2,"午餐",2014-11-14
"106","大米",2,"午餐",2014-11-14
"107","大米",2,"午餐",2014-11-14
"108","西葫芦炒鸡蛋(套)",2,"午餐",2014-11-14
"109","糖醋里脊(套)",2,"午餐",2014-11-14
"110","南瓜小米粥",2,"晚餐",2014-11-13
"111","刷酱饼",2,"晚餐",2014-11-13
"112","夹肉饼",2,"晚餐",2014-11-13
"113","汉堡",2,"晚餐",2014-11-12
"114","肉串",3,"午餐",2014-11-12
"115","南瓜饼",2,"午餐",2014-11-12
