"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",4,"就餐类型",NA
"13","咖喱鸡块饭",2,"午餐",2015-07-02
"14","红烧土豆鸡块面",2,"午餐",2015-06-25
"15","肉臊子面",2,"午餐",2015-06-23
"16","肉臊子面",2,"午餐",2015-06-19
"17","清炒莴笋（套）",2,"午餐",2015-06-18
"18","大米(小)",2,"午餐",2015-06-18
"19","西红柿炒鸡蛋(套)",2,"午餐",2015-06-18
"20","肉臊子面",2,"午餐",2015-06-17
"21","西红柿鸡蛋面",2,"午餐",2015-06-15
"22","肉臊子面",2,"午餐",2015-06-11
"23","南瓜小米粥",2,"晚餐",2015-06-08
"24","夹鸡蛋饼",2,"晚餐",2015-06-08
"25","大米(小)",2,"午餐",2015-06-08
"26","西红柿炒鸡蛋(套)",2,"午餐",2015-06-08
"27","干锅土豆片(套)",2,"午餐",2015-06-08
"28","大米(小)",2,"午餐",2015-06-05
"29","西红柿炒鸡蛋(套)",2,"午餐",2015-06-05
"30","尖椒肉丝(套)",2,"午餐",2015-06-05
"31","宫保鸡丁(套)",2,"午餐",2015-06-04
"32","西芹香干(套)",2,"午餐",2015-06-04
"33","大米(小)",2,"午餐",2015-06-04
"34","红烧黄花鱼",2,"午餐",2015-06-02
"35","大米",2,"午餐",2015-06-02
"36","红烧土豆鸡块面",2,"午餐",2015-06-01
"37","西红柿鸡蛋面",2,"午餐",2015-06-01
"38","太钢汽水",3,"午餐",2015-06-01
"39","粉丝菠菜（套）",2,"午餐",2015-05-29
"40","香菇油菜(套)",2,"午餐",2015-05-29
"41","宫保鸡丁(套)",2,"午餐",2015-05-28
"42","西芹香干(套)",2,"午餐",2015-05-28
"43","大米(小)",2,"午餐",2015-05-28
"44","西红柿鸡蛋面",2,"午餐",2015-05-27
"45","绿豆小米粥",2,"晚餐",2015-05-22
"46","手撕包菜(套)",2,"晚餐",2015-05-22
"47","西红柿炒鸡蛋(套)",2,"晚餐",2015-05-22
"48","红烧土豆鸡块面",2,"午餐",2015-05-22
"49","西红柿鸡蛋面",2,"午餐",2015-05-21
"50","京酱肉丝米饭",2,"午餐",2015-05-18
"51","绿茶蛋糕",2,"早餐",2015-05-18
"52","南瓜小米粥",2,"晚餐",2015-05-15
"53","素馅饼",2,"晚餐",2015-05-15
"54","南瓜小米粥",2,"晚餐",2015-05-14
"55","夹鸡蛋饼",2,"晚餐",2015-05-14
"56","豆角肉丝",2,"午餐",2015-05-14
"57","大米(小)",2,"午餐",2015-05-14
"58","家常豆腐(套)",2,"午餐",2015-05-14
"59","红枣酸乳",2,"午餐",2015-05-13
"60","西红柿鸡蛋面",2,"午餐",2015-05-13
"61","南瓜小米粥",2,"晚餐",2015-05-12
"62","夹鸡蛋饼",2,"晚餐",2015-05-12
"63","绿茶蛋糕",2,"午餐",2015-05-12
"64","素打卤面",2,"午餐",2015-05-12
"65","西葫芦炒鸡蛋(套)",2,"晚餐",2015-05-11
"66","大米(小)",2,"午餐",2015-05-11
"67","红烧鲶鱼(套)",2,"午餐",2015-05-11
"68","西葫芦炒鸡蛋(套)",2,"午餐",2015-05-11
"69","绿茶蛋糕",2,"午餐",2015-05-08
"70","豆角肉丝",2,"午餐",2015-05-08
"71","大米(小)",2,"午餐",2015-05-08
"72","西红柿炒鸡蛋(套)",2,"午餐",2015-05-08
"73","葡萄干蛋糕",2,"晚餐",2015-05-07
"74","蘑菇饼",2,"午餐",2015-05-07
"75","西红柿鸡蛋面",2,"午餐",2015-05-07
"76","皮蛋瘦肉粥",2,"晚餐",2015-05-06
"77","夹火腿饼",2,"晚餐",2015-05-06
"78","大米(小)",2,"午餐",2015-05-06
"79","粉条烧肉(套)",2,"午餐",2015-05-06
"80","腐竹烧肉(套)",2,"午餐",2015-05-06
"81","南瓜小米粥",2,"晚餐",2015-05-05
"82","西红柿鸡蛋面",2,"晚餐",2015-05-05
"83","红烧土豆鸡块面",2,"午餐",2015-05-04
"84","毛血旺面",2,"午餐",2015-05-04
"85","西红柿炒鸡蛋(套)",2,"午餐",2015-04-30
"86","手撕包菜(套)",2,"午餐",2015-04-30
"87","大米(小)",2,"午餐",2015-04-30
"88","绿豆小米粥",2,"晚餐",2015-04-29
"89","苜蓿肉(套)",2,"晚餐",2015-04-29
"90","鸡丁炒米",2,"午餐",2015-04-29
"91","优益C",2,"午餐",2015-04-28
"92","热干面",2,"午餐",2015-04-28
"93","热干面",2,"午餐",2015-04-28
"94","西红柿鸡蛋面",2,"午餐",2015-04-27
"95","西红柿鸡蛋面",2,"午餐",2015-04-23
"96","西红柿鸡蛋面",2,"午餐",2015-04-22
"97","热饮",2,"午餐",2015-04-21
"98","大米(小)",2,"午餐",2015-04-21
"99","西红柿炒鸡蛋(套)",2,"午餐",2015-04-21
"100","家常豆腐(套)",2,"午餐",2015-04-21
"101","红枣酸乳",2,"午餐",2015-04-20
"102","蛋挞",2,"午餐",2015-04-20
"103","西红柿鸡蛋面",2,"午餐",2015-04-20
"104","红枣酸乳",2,"午餐",2015-04-17
"105","黄焖鸡米饭",2,"午餐",2015-04-17
"106","红枣酸乳",2,"午餐",2015-04-16
"107","绿豆小米粥",2,"晚餐",2015-04-15
"108","夹鸡蛋饼",2,"晚餐",2015-04-15
"109","西红柿鸡蛋面",2,"午餐",2015-04-13
