"","Dine","Share","Type","Date"
"11","",1,"",NA
"12","菜品名称",4,"就餐类型",NA
"13","咖喱鸡块饭",2,"午餐",2015-08-13
"14","大果粒",2,"午餐",2015-06-27
"15","大米(小)",2,"午餐",2015-06-26
"16","大米(小)",2,"午餐",2015-06-09
"17","玉米粒(套)",2,"午餐",2015-06-09
"18","酸辣鸭血(套)",2,"午餐",2015-06-09
"19","咖喱鸡块饭",2,"午餐",2015-06-03
"20","红烧牛肉面",2,"午餐",2015-05-28
"21","黑米粥",2,"午餐",2015-05-27
"22","番茄牛肉饭",2,"午餐",2015-05-25
"23","大米(小)",2,"午餐",2015-05-22
"24","红烧土豆片(套)",2,"午餐",2015-05-22
"25","黑椒猪排饭",2,"午餐",2015-05-18
"26","250冠益乳",2,"午餐",2015-05-15
"27","鸡丁炒米",2,"午餐",2015-05-14
"28","红枣酸乳",3,"午餐",2015-05-13
"29","咖喱鸡块饭",2,"午餐",2015-05-11
"30","番茄牛肉饭",2,"午餐",2015-05-08
"31","番茄牛肉饭",2,"午餐",2015-05-07
"32","热干面",2,"午餐",2015-05-06
"33","绿豆小米粥",2,"晚餐",2015-05-04
"34","清汤牛肉面",2,"午餐",2015-05-04
"35","咖喱鸡块饭",2,"午餐",2015-04-29
"36","蛋挞",2,"午餐",2015-04-28
"37","大米",2,"午餐",2015-04-27
"38","西红柿炒鸡蛋(套)",2,"午餐",2015-04-27
"39","手撕包菜(套)",2,"午餐",2015-04-27
"40","绿豆小米粥",2,"晚餐",2015-04-24
"41","南瓜饼",2,"晚餐",2015-04-24
"42","红枣酸乳",2,"午餐",2015-04-24
"43","肉臊子面",2,"午餐",2015-04-24
"44","黄焖鸡米饭",2,"午餐",2015-04-21
"45","黑椒猪排饭",2,"午餐",2015-04-17
"46","优益C",2,"午餐",2015-04-16
"47","火腿卷",2,"晚餐",2015-04-13
"48","红烧牛肉面",2,"午餐",2015-04-10
"49","热干面",2,"午餐",2015-04-08
"50","叉烧肉炒饭",2,"午餐",2015-04-03
"51","叉烧肉炒饭",2,"午餐",2015-03-30
"52","红烧肉面",2,"午餐",2015-03-26
"53","鸡蛋灌饼",2,"晚餐",2015-03-25
"54","皮蛋瘦肉粥",2,"晚餐",2015-03-25
"55","绿豆小米粥",2,"晚餐",2015-03-25
"56","南瓜小米粥",2,"晚餐",2015-03-25
"57","南瓜小米粥",2,"晚餐",2015-03-25
"58","肉酱面",2,"午餐",2015-03-19
"59","肉酱面",2,"午餐",2015-03-18
"60","叉烧肉炒饭",2,"午餐",2015-03-13
"61","怡宝",2,"午餐",2015-03-11
"62","红烧牛肉面",2,"午餐",2015-03-10
"63","叉烧肉炒饭",2,"午餐",2015-02-04
"64","牛肉烩饼",2,"午餐",2015-02-03
"65","红烧牛肉面",2,"午餐",2015-01-29
"66","250冠益乳",2,"晚餐",2015-01-28
"67","黄焖鸡面",2,"晚餐",2015-01-28
"68","叉烧肉炒饭",2,"午餐",2015-01-27
"69","黄焖鸡面",2,"午餐",2015-01-26
"70","叉烧肉炒饭",2,"午餐",2015-01-21
"71","叉烧肉炒饭",2,"午餐",2015-01-16
"72","炸酱面",2,"午餐",2015-01-15
"73","叉烧肉炒饭",2,"午餐",2015-01-13
"74","汉堡",3,"晚餐",2015-01-09
"75","叉烧肉炒饭",2,"午餐",2015-01-09
"76","汉堡",2,"晚餐",2015-01-07
"77","优益C",2,"午餐",2015-01-07
"78","牛肉烩饼",2,"晚餐",2015-01-05
"79","肉香热干面",2,"午餐",2015-01-05
"80","大米(小)",2,"午餐",2014-12-31
"81","干锅土豆片(套)",2,"午餐",2014-12-31
"82","尖椒肉丝(套)",2,"午餐",2014-12-31
"83","汉堡",2,"晚餐",2014-12-30
"84","金典牛奶",2,"午餐",2014-12-30
"85","牛肉烩饼",2,"晚餐",2014-12-29
"86","叉烧肉炒饭",2,"午餐",2014-12-26
"87","海带结鹌鹑蛋烧肉",2,"午餐",2014-12-25
"88","砂锅炖菜（套）",2,"午餐",2014-12-25
"89","叉烧肉炒饭",2,"晚餐",2014-12-24
"90","绿豆小米粥",2,"晚餐",2014-12-23
"91","牛肉烩饼",2,"午餐",2014-12-19
"92","汉堡",2,"晚餐",2014-12-18
"93","黄焖鸡面",2,"午餐",2014-12-18
"94","牛肉烩饼",2,"午餐",2014-12-17
"95","肉香热干面",2,"晚餐",2014-12-16
"96","黄酱面",2,"午餐",2014-12-16
"97","叉烧肉炒饭",2,"午餐",2014-12-12
"98","汉堡",2,"晚餐",2014-12-11
"99","肉串",2,"晚餐",2014-12-11
"100","肉香热干面",2,"晚餐",2014-12-09
"101","叉烧肉炒饭",2,"午餐",2014-12-09
"102","哈雷蛋糕",2,"晚餐",2014-12-05
"103","叉烧肉炒饭",2,"午餐",2014-12-05
"104","黑米粥",2,"晚餐",2014-12-02
"105","南瓜小米粥",2,"午餐",2014-12-02
"106","黄焖鸡面",2,"午餐",2014-12-01
"107","牛肉松蛋糕",2,"早餐",2014-11-26
"108","怡宝",2,"午餐",2014-11-21
"109","黄焖鸡面",2,"午餐",2014-11-21
"110","汉堡",2,"晚餐",2014-11-17
"111","黑米粥",2,"晚餐",2014-11-17
"112","黄焖鸡面",2,"午餐",2014-11-17
"113","热饮",2,"晚餐",2014-11-11
"114","火腿卷",2,"晚餐",2014-11-10
